shop,roof:levels,amenity,drive_through,building:part,addr:housename,contact:website,roof:colour,indoor,addr:suburb,height,ref:UID,wikidata,alt_name,payment:notes,operator,payment:credit_cards,addr:housenumber,townhall:type,payment:american_express,payment:debit_cards,room,addr:district,area,building:levels,opening_hours,image,contact:phone,wikipedia,name,note,source,lon,roof:material,heritage,ref:ogdsteiermark,payment:coins,email,website,fax,at_bev:addr_date,contact:email,building:material,payment:cash,former:amenity,payment:visa,phone,former:name,old_name,lat,payment:maestro,payment:jcb,tourism,addr:street,building,building:colour,fixme,ref:FB,contact:fax,addr:city,payment:mastercard,roof:shape,addr:postcode,wheelchair,level,addr:place,payment:visa_electron,start_date,Leibnitz_lädt_ein,roof:orientation,payment:diners_club,dispensing,healthcare,toilets:wheelchair,addr:country
,,pharmacy,,,,http://www.vital-apotheke.at,,,,,,,,,,,,,,,,,,,Mo-Fr 8:00-19:00;Sa 8:00-18:00,,+43 1 8860323,,Vital Apotheke,,,16.2907162,,,,,,,,,info@vital-apotheke.at,,,,,,,,48.1519310,,,,,yes,,,,+43 1 88603234,,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,1,,,,,,,,"Mo-Fr 08:00-12:30, 14:30-18:00; Sa 08:00-12:00",,,,Vitus Apotheke,,,15.2521304,,,,,,https://vitusapotheke.at/,,,,,,,,,,,47.4095510,,,,Rudolf-Burgstaller-Gasse,yes,,,,,Bruck an der Mur,,,8600,,,,,,,,,,,,AT
,,pharmacy,,,,,,,,,,,,,Mag. pharm. Barbara Hofer,,11,,,,,,,,,,,,Vulkanland Apotheke,,,15.9149457,,,,,,,,,,,,,,+43 3152 67032,,,46.9471356,,,,"Mühldorf, Industriepark",retail,,,,,Feldbach,,,8330,,,,,,,,,yes,pharmacy,,
,,pharmacy,,,,,,,,,,,,,,,23a,,,,,,,,,,,,Völkendorf Apotheke,,,13.8363581,,,,,,,,,,,,,,,,,46.6101944,,,,Völkendorfer Straße,yes,,,,,Villach,,,,,,,,,,,,yes,,,AT
,,pharmacy,,,,,,,,,,,,,,,96,,,,,,,,,,,,Wald-Apotheke Wagrain,,,13.2972845,,,,,,https://waldapowagrain.at/,,,,,,,,,,,47.3343921,,,,Markt,yes,,,,,Wagrain,,,5602,,,,,,,,,,,,AT
,,pharmacy,,,,http://www.walgau-apotheke.at,,,,,,,,,,,8,,,,,,,,"Mo-We 08:00-12:00, 14:30-18:30; Th 08:00-24:00; Fr 00:00-12:00, 14:30-18:30; Sa 08:00-12:00",,+43 5522 51136 0,,Walgau Apotheke,,,9.6326323,,,,,,,,,walgau-apotheke@aon.at,,,,,,,,47.2214316,,,,Auf Kasal,yes,,,,+43 5522 51136 8,Frastanz,,,6820,,,,,,,,,,,,AT
,,pharmacy,,,,,,,,,,,,,,,151-153,,,,,,,,Mo-Fr 08:00-18:00; Sa 08:00-12:00,,,,Wienerwaldapotheke,,basemap.at,16.2027000,,,,,,,,,,,,,,,,,48.1379389,,,,Hauptstraße,yes,,,,,Breitenfurt bei Wien,,,2384,,,,,,,,,,,,AT
,,pharmacy,,,,,,,,,,,,,,,65,,,,,,,,,,,,Wipptal-Apotheke,,,11.4522692,,,,,,,,,,,,,,,,,47.1324255,,,,Matrei am Brenner,yes,,,,,Matrei am Brenner,,,6143,,,,,,,,,yes,,,AT
,,pharmacy,,,,,,,,,,,,,,,7,,,,,,,,,,,,Zum Auge Gottes,,,16.6060155,,,,,,,,,,,,,,,,,48.1176171,,,,Klein Neusiedler Straße,yes,,,,,,,,2401,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,164,,,,,,,,"Mo-Fr 08:00-12:30,15:00-18:00; Sa 08:00-12:00",,,,Zum Heiligen Georg,,,16.1849464,,,,,,,,,,,,,,+43 2627 82288,,,47.7167006,,,,Eduard Huebmer-Gasse,yes,,,,,Pitten,,,2823,,,,,,,,,yes,,,AT
,,pharmacy,,,,,,,,,,,,,,,24,,,,,,,,,,+43 3476 23 39,,Zum Mohren,,,15.9864082,,,114,,,,,,,,,,,,,,46.6880386,,,,Langgasse,yes,,,,,Bad Radkersburg,,,8490,limited,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,6,,,,,,,,,,,,Zur göttlichen Vorsehung,,,16.2073086,,,,,,,,2019-04-01,,,,,,,,,47.3496811,,,,Gottlieb August Wimmer Platz,yes,,,,,Oberschützen,,,7432,,,,,,,,,yes,,,AT
,,pharmacy,,,,,,,,,,,,,,,256,,,,,,,,,,,,Zur heiligen Dreifaltigkeit,,,16.4205836,,,,,,,,,,,,,,+43-1-2922660,,,48.2970009,,,,Brünner Straße,yes,,,,,Wien,,,1210,,,,,,,,,yes,,,AT
,,pharmacy,,,,,,,,,,,,,"Mag. pharm. Dina Hotter-Rahman, MSc (TCM)",,47,,,,,,,,Mo-Fr 08:00-18:00; Sa 08:00-12:30,,+43 316 693703,,purpur,,survey,15.4303895,,,,,,https://www.purpurapotheke.at/,,,apotheke@purpurapotheke.at,,,,,,,,47.1103145,,,,Radegunder Straße,yes,,,,+43 316 693703-30,Graz,,,8045,yes,,,,,,,,yes,,,AT
,,pharmacy,,,,,,,,,,,,,,,10,,,,,,,,"Mo-Fr 08:00-12:00, 14:30-18:00; Sa 08:00-12:00",,,,Ötscherland Apotheke,,geoimage.at,15.0893486,,,,,,,,,,,,,,+43 7485 97224,,,47.9284942,,,,Im Markt,house,,,,,Gaming,,,3292,,,,,,,,,yes,pharmacy,,
