health_facility:type,healthcare:speciality,building:part,social_facility,payment:cash,housenumer,addr:housenumber,description,fenced,addr:state,ele,source,covered,image,fax,emergency,jastrzebiegis:opis,contact:facebook,leisure,historic,addr:street,fixme,name:en,contact:fax,name,designation,website:operator,addr:postcode,ref:nid,name:etymology:wikidata,internet_access,int_name,fence,ewmapa:warstwa,parking,loc_name,name:ru,building:fireproof,phone_1,note:official_name,wikipedia,access,mapillary,operator:centre,boundary,addr:street:sym_ul,ref,email,fixme2,barrier,contact:email,addr:province,jastrzebiegis:id,phone1,addr:city:simc,source:geometry,addr:city,building:use:pl,toilets:wheelchair,source_ref,building:type:pl,lon,contact:website,roof:colour,layer,height,email_1,alt_name,construction_date,operator,name:pl,name:de,boat,fee,protect_class,heritage:since,opening_hours,contact:phone,addr:housename,contact:mobile,heritage,start_date,website,addr:province:en,phone,old_name,smoking,aeroway,dispensing,note:name,landuse,roof:levels,amenity,operator:type,reg_name,addr:suburb,official_name,wikidata,waterway,short_name,building:levels,note,building:usage:pl,data_zmiany,source:addr,building:material,addr:full,fence_type,lat,medical_system:western,building,building:colour,url,wheelchair,addr:place,healthcare,addr:country,heritage:operator
,,,,,,1,,,,,,,,,,,,,,Mossego,,,,Szpital,,,62-065,,,,,,,,,,,,,,,,,,,,,,,,,,,0970810,,Grodzisk Wielkopolski,,,,,16.3663534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,EMUiA (grodziskwielkopolski.e-mapa.net),,,,52.2288544,,hospital,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1405484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.3161305,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Ogrodowa,,,,Szpital,,,89-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Szubin,,,,,17.7301524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,53.0084871,,yes,,,,,,,
,,,,,,17,,,,,,,,,,,,,,Bodzentyńska,,,,Szpital,,,27-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iłża,,,,,21.2338809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.1611994,,hospital,,,,,,,
,,,,,,8,,,,,,,,,yes,,,,,Armii Krajowej,,,,Szpital,,,11-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biskupiec,,,,,20.9565281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,EMUiA@iMPA (biskupiec.e-mapa.net),,,,53.8658572,,hospital,,,,,,,
,,,,,,5,,,,,,,,,,,,,,Parkowa,,,,"Szpital ""Biały Orzeł""",,,58-351,,,,,,,,,,,,,,,,,,15710,,,,,,,,,0853659,,Sokołowsko,,,,,16.2364506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,mieroszow.e-mapa.net,,,,50.6847205,,hospital,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"Szpital ""Mikulicz""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3212257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.8545309,,,,,,,,,
,,,,,,61,,,,,,,,,,,,,,,,,,Szpital - Oddział 1,,,66-213,,,,,,,,,,,,,,,,,,,,,,,,,,,0913539,,,,,,,15.4096030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,skape.e-mapa.net,,,,52.1469560,,yes,,,,Cibórz,,,
,,,,,,54,,,,,,,,,,,,,,,,,,Szpital - Oddział 10(ZOL X),,,66-213,,,,,,,,,,,,,,,,,,,,,,,,,,,0913539,,,,,,,15.4067629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,skape.e-mapa.net,,,,52.1458154,,yes,,,,Cibórz,,,
,,,,,,50,,,,,,,,,,,,,,,,,,Szpital - Oddział 14B,,,66-213,,,,,,,,,,,,,,,,,,,,,,,,,,,0913539,,,,,,,15.4058215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,skape.e-mapa.net,,,,52.1448190,,yes,,,,Cibórz,,,
,,,,,,48,,,,,,,,,,,,,,,,,,Szpital - Oddział 15,,,66-213,,,,,,,,,,,,,,,,,,,,,,,,,,,0913539,,,,,,,15.4057532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,skape.e-mapa.net,,,,52.1443115,,yes,,,,Cibórz,,,
,,,,,,47,,,,,,,,,,,,,,,,,,Szpital - Oddział 16C,,,66-213,,,,,,,,,,,,,,,,,,,,,,,,,,,0913539,,,,,,,15.4049770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,skape.e-mapa.net,,,,52.1445268,,yes,,,,Cibórz,,,
,,,,,,46,,,,,,,https://images.mapillary.com/4x1V7INFYbGbryxL70cRjg/thumb-2048.jpg,,,,,,,,,,,Szpital - Oddział 17,,,66-213,,,,,,,,,,,,,,,https://www.mapillary.com/map/im/4x1V7INFYbGbryxL70cRjg,,,,,,,,,,,,0913539,,,,,,,15.4047530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,skape.e-mapa.net,,,,52.1438298,,yes,,,,Cibórz,hospital,,
,,,,,,44,,,,,,,,,,,,,,,,,,Szpital - Oddział 18,,,66-213,,,,,,,,,,,,,,,,,,,,,,,,,,,0913539,,,,,,,15.4041351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,skape.e-mapa.net,,,,52.1443113,,yes,,,,Cibórz,,,
,,,,,,45,,,,,,,https://images.mapillary.com/tktN7MBw7qhcY87CIbRzTA/thumb-2048.jpg,,,,,,,,,,,Szpital - Oddział 19,,,66-213,,,,,,,,,,,,,,,https://www.mapillary.com/map/im/tktN7MBw7qhcY87CIbRzTA,,,,,,,,,,,,0913539,,,,,,,15.4037793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,skape.e-mapa.net,,,,52.1436556,,yes,,,,Cibórz,hospital,,
,,,,,,60,,,,,,,,,,,,,,,,,,Szpital - Oddział 2,,,66-213,,,,,,,,,,,,,,,,,,,,,,,,,,,0913539,,,,,,,15.4095451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,skape.e-mapa.net,,,,52.1464782,,yes,,,,Cibórz,,,
,,,,,,59,,,,,,,,,,,,,,,,,,Szpital - Oddział 3,,,66-213,,,,,,,,,,,,,,,,,,,,,,,,,,,0913539,,,,,,,15.4096760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,skape.e-mapa.net,,,,52.1459771,,yes,,,,Cibórz,,,
,,,,,,58,,,,,,,https://images.mapillary.com/RzXId62yqaxp6L-IRdsoKQ/thumb-2048.jpg,,,,,,,,,,,Szpital - Oddział 4,,,66-213,,,,,,,,,,,,,,,https://www.mapillary.com/map/im/RzXId62yqaxp6L-IRdsoKQ,,,,,,,,,,,,0913539,,,,,,,15.4094296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,skape.e-mapa.net,,,,52.1456575,,yes,,,,Cibórz,hospital,,
,,,,,,56,,,,,,,https://images.mapillary.com/7sdgttdNagoSaYwIp9-u3g/thumb-2048.jpg,,,,,,,,,,,Szpital - Oddział 6,,,66-213,,,,,,,,,,,,,,,https://www.mapillary.com/map/im/7sdgttdNagoSaYwIp9-u3g,,,,,,,,,,,,0913539,,,,,,,15.4085676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,skape.e-mapa.net,,,,52.1449971,,yes,,,,Cibórz,hospital,,
,,,,,,66,,,,,,,,,,,,,,,,,,Szpital - Oddział 7,,,66-213,,,,,,,,,,,,,,,,,,,,,,,,,,,0913539,,,,,,,15.4074744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,skape.e-mapa.net,,,,52.1470011,,yes,,,,Cibórz,,,
,,,,,,65,,,,,,,,,,,,,,,,,,Szpital - Oddział 8,,,66-213,,,,,,,,,,,,,,,,,,,,,,,,,,,0913539,,,,,,,15.4075006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,skape.e-mapa.net,,,,52.1466539,,yes,,,,Cibórz,,,
,,,,,,55,,,,,,,,,,,,,,,,,,Szpital - Oddział 9,,,66-213,,,,,,,,,,,,,,,,,,,,,,,,,,,0913539,,,,,,,15.4072962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,skape.e-mapa.net,,,,52.1461213,,yes,,,,Cibórz,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Asklepios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0061156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,5,,,,,,,,50.0245487,,hospital,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Barlinek sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2238067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.9976806,,,,,,,,,
,,,,,,,,,,,Bing,,,,,,,,,,,,,Szpital Barska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0922702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.6506765,,,,,,,,,
,,,,,,80,,,,,,,,,,,,,,Cegłowska,,,,Szpital Bielański,,,01-809,,,,,,,,,,,,,pl:Szpital Bielański,,,,,,,,,,,,,,,,Warszawa,,,,,20.9521796,,,,,,,,,,,,,,,,,,,,,https://www.bielanski.med.pl/,,,,,,,,,,hospital,,,,,Q9352112,,,,,,,,,,,52.2862057,,,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Chirurgii Małoinwazjnej i Rekonstrukcyjnej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0301854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,49.7851035,,,,,,,hospital,,
,,,,,,62,,,,,,,,,,,,,,Bytomska,,,,Szpital Chirurgii Urazowej,,,41-940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piekary Śląskie,,,,,18.9470183,,,,,,,,,,,,,,,,,,,,,http://www.urazowka.piekary.pl/,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.3719431,,,,,,,,,
,,,,,,20,,,,,,,,+48 32 2215920,,,,,,Dworcowa,,,,Szpital Chorób Płuc,,,43-180,,,,,,,,,,,,,,,,,,,,dyrekcja@szpitalorzesze.pl,,,,,,,,,Orzesze,,,,,18.7727436,,,,,,,,Marszałek Województwa Śląskiego,,,,,,,,,,,,,http://www.szpitalorzesze.pl/,,+48 32 2213661,,,,,,,,hospital,,,,,,,,,,,,,,,,50.1527347,,,,,,,,PL,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Chorób Płuc im. K. Dłuskiego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0069466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.1020157,,,,,,,,,
,,,,,,31,,,,,,,,,,,,,,Dworcowa,,,,Szpital Chorób Płuc w Pilchowicach,,,44-145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilchowice,,,,,18.5628605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.2147421,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Czerniakowski,,,,,,,,,,,,,,,,pl:Szpital Czerniakowski,,,,,,,,,,,,,,,,,,,,,21.0369934,,,,,,,,,,,,,,,,,,,,,http://www.szpitalczerniakowski.waw.pl,,,,,,,,,,hospital,,,,,Q9352115,,,,,,,,,,,52.2059290,,,,,,,,,
,,,,,,119,,,,,,,,,,,,,,Polanki,,,,Szpital Dziecięcy Polanki,,,80-308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gdańsk,,,,,18.5595638,,,,,,,,,,,,,,,,,,,,,https://www.szpitalpolanki.pl/,,,,,,,,,,hospital,,,,Szpital Dziecięcy Polanki im. Macieja Płażyńskiego,,,,,,,,,,,,54.3951194,,,,,,,,PL,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Dziecięcy im. Bolesława Krysiewicza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9294335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.4041630,,,,,,,,,
,,,,,,21,,,,,UM Jastrzębie-Zdrój,,,,,,,,,Ignacego Krasickiego,,,,Szpital Dziecięcy im. J. Korczaka,,,44-335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jastrzębie-Zdrój,,,,,18.5738740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,49.9602288,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Dziecięcy imienia profesora doktora Jana Bogdanowicza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0615426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.2350116,,,,,,,,,
,,,,,,2,,,,,,,,,,,,,,Koperkowa,,,,Szpital ESKULAP,,,86-031,,,,,,,,,,,,,,,,,,,,,,fence,,,,,,,Osielsko,,,,,18.0616861,,,,,,,,,,,,,,,Mo-Fr 08:00-18:00,,,,,,https://www.szpitaleskulap.pl/,,+48523265800,,,,,,,,hospital,,,,,,,,,,,,,,,,53.1772909,,,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Geriatryczny im. Jana Pawła II w Katowicach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0928538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.2678355,,,,,,,,,
,gynaecology;urology,,,,,18,,,,,http://ump.waw.pl/ retrieved 15:05:23 06/30/09 (UMP-Poznan/src/POZNAN.ulice.txt),,,,,,,,,Kazimierza Jarochowskiego,,,,Szpital Ginekologiczno-Położniczy im. Świętej Rodziny,,,,,,,,,,,,,,,,,,,,,,,uwagi@szoz.pl,,,,,,,,,Poznań,,,,,16.8938480,,,,,,,,SZOZ nad Matką i Dzieckiem w Poznaniu,,,,,,,,,,,,,https://szoz.pl,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.3955189,,,,,,,hospital,,
,,,,,,25,,,,,,,,,,,,,,Antoniego Józefa Madalińskiego,,,,Szpital Ginekologiczno-Położniczy im. Świętej Rodziny,,,02-544,,,,,,,,,,,,,,,,,,11877,,,,,,,,,0918123,,Warszawa,,,,,21.0163991,,,,,,,,,,,,,,,,,,,,,https://szpitalmadalinskiego.pl/,,,,,,,,,,hospital,,,,,,,,,,,,mapa.um.warszawa.pl,,,,52.2043311,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Grochowski,,,,,,,,,,,,,,,,pl:Szpital Grochowski,,,,,,,,,,,,,,,,,,yes,,,21.0774323,,,,,,,,,,,,,,,,,,,,,http://grochowski.com.pl/,,,,,,,,,,hospital,,,,,Q9352120,,,,,,,,,,,52.2426462,,,,,yes,,hospital,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Kardiologiczno-Onkologiczny Magodent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0988984,,,,,,,,,,,,,,,,,,,,,http://magodent.com.pl,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.2331948,,,,,,,,,
,,,,,,2,,,,,,,,,,,,,,Aleja Jordana,,,,Szpital Kardiologiczny,,,34-700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rabka-Zdrój,,,,,19.9571175,,,,,,,,,,,,,,,,,,,,,http://uzdrowisko-rabka.pl/,,(18) 267 65 16,,,,,,,,hospital,,,,,,,,,,,,,,,,49.6070643,,hospital,,,yes,,,,
,,,,,,45/47,,,,,,,,,,,,,,Ziołowa,,,+48 32 2028754,Szpital Kliniczny Nr 7 Górnośląskie Centrum Medyczne,,,40-635,,,,,,,,,,,,,,,,,,,,,,,sekretariat@gcm.pl,,,,,,Katowice,,,,,19.0011789,,,,,,Szpital w Ochojcu,,Śląski Uniwersytet Medyczny w Katowicach,,,,,,,,+48 32 3598000,,,,,https://www.gcm.pl/,,,,,,,,,,hospital,,,,Samodzielny Publiczny Szpital Kliniczny Nr 7 Śląskiego Uniwersytetu Medycznego w Katowicach Górnośląskie Centrum Medyczne im. prof. Leszka Gieca,,,SPSK Nr 7 SUM GCM im. prof. L. Gieca,,,,,,,,,50.2094867,,,,,,,,,
,,,,,,1/2,,,,,,,,+48 61 852 94 72,,,,,,Długa,,,,Szpital Kliniczny Przemienienia Pańskiego oddział ul. Długa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poznań,,,,,16.9362603,,,,,,,,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,,,,,,,,,,,,,https://www.skpp.edu.pl,,+48 61 854 90 00,,,,,,,,hospital,,,,,,,,,,,,,,,,52.4026579,,,,,,,,,
,,,,,,82/84,,,,,,,,+48 61 852 94 72,,,,,,Augustyna Szamarzewskiego,,,,Szpital Kliniczny Przemienienia Pańskiego oddział ul. Szamarzewskiego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poznań,,,,,16.8813899,,,,,,,,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,,,,,,,,,,,,,https://www.skpp.edu.pl,,+48 61 854 90 00,,,,,,,,hospital,,,,,,,,,,,,,,,,52.4139182,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Kliniczny WUM,,,,,,,,,,,,,,,,pl:Szpital Kliniczny im. ks. Anny Mazowieckiej w Warszawie,,,,,,,,,,,,,,,,,,,,,21.0222826,,,,,,,,,,,,,,,,,,,,,http://www.szpitalkarowa.pl/,,,,,,,,,,hospital,,,,Szpital Kliniczny Warszawskiego Uniwersytetu Medycznego imienia księżnej Anny Mazowieckiej,Q9352121,,,,,,,,,,,52.2456727,,,,,,,,,
,,,,,,49,,,,,,,,,,,,,,Stanisława Przybyszewskiego,,,,Szpital Kliniczny im. Heliodora Święcickiego,,,60-355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poznań,,,,,16.8855051,,,,,,,,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,,,,,,,,,,,,,,,,Szpital Kliniczny nr 2 im. Heliodora Święcickiego,,,,,,,hospital,,,,,,,,,,,,,,,,52.4046017,,,,,,,,,
,,,,,,27/33,,,,,,,,+48 61 848 33 62,,,,,,Szpitalna,,,,Szpital Kliniczny im. Karola Jonschera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poznań,,,,,16.8782285,,,,,,,,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,,,,,,,,,,,,,https://www.skp.ump.edu.pl/,,+48 61 849 12 00,,,,,,,,hospital,,,,Szpital Kliniczny im. Karola Jonschera Uniwersytetu Medycznego im. Karola Marcinkowskiego w Poznaniu,,,,,"Oddział psychiatrzyczny dla dzieci i dorosłych, pozostałe oddziały tylko dla dzieci",,,,,,,52.4131916,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Kolejowy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0903540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,49.7718594,,,,,,,,,
,,,,,,1,,,,,,,,,,,,,,Warsztatowa,,,,Szpital Kolejowy im. Włodzimierza Roeflera,,,05-800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pruszków,,,,,20.8068768,,,,,,,,,,,,,,,,,,,,,http://www.szpk.pl,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.1745009,,yes,,,,,,PL,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital MSW,,,,,,,,,,,Szpital MSW,,,,,,,,,,,,,,,,,,,,,,,,,,17.0359335,,,,,,,,,,,,,,,24/7,,,,,,http://www.spzoz-msw.wroclaw.pl/,,,Szpital MSWiA,,,,"Szpital MSW (lub MSWiA) to powszechnie używana nazwa, obecna też na znakach informacji miejskiej",,,hospital,,,,Samodzielny Publiczny Zakład Opieki Zdrowotnej Ministerstwa Spraw Wewnętrznych we Wrocławiu,,,SP ZOZ MSW,,,,,,,,,51.1247198,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital MSWiA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9827700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.0477065,,,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital MSWiA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6348426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,Samodzielny Publiczny Zakład Opieki Zdrowotnej Ministerstwa Spraw Wewnętrznych i Administracji w Gdańsku,,,,,,,,,,,,54.3508918,,,,,,,hospital,,
,,,,,,3,,,,,,,,,yes,,,,,Grenadierów,,,,Szpital MSWiA,,,20-331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lublin,,,,,22.6127864,,,,,,,,MSWiA,,,,,,,,,,,,,,,,,,,,,,,hospital,government,,,,,,,,,,,,,,,51.2282630,,,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Medicover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0763184,,,,,,,,Medicover,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.1547566,,,,,,,,,
,,,,,,,,,,,http://ump.waw.pl/ retrieved 01:32:52 09/02/09 (UMP-Przemysl/src/PRZEMYSL.obszary.txt),,,,,,,,,,,,,Szpital Miejski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7825713,,,,,,,,,,,,,,,,,,,,,http://114szpital.pl/,,,,,,,,,,hospital,,,,,,,,,,,,,,,,49.7767670,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Miejski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4797983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,53.7708314,,,,,,,hospital,,
,,,,,,25,,,,,,,,,,,,,,Oleśnicka,,,,Szpital Miejski,,,56-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Syców,,,,,17.7052742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.3031947,,yes,,,,,,,
,,,,,,77,,,,,,,,,,,,,,Krakowska,,,,Szpital Miejski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dębica,,,,,21.3930595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,EMUiA (emuia.gugik.gov.pl),,,,50.0389644,,yes,,,,,,,
,,,,,,1,,,,,,,,,,,,,,Szpitalna,,,,Szpital Miejski,,,41-219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sosnowiec,,,,,19.1818419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,EMUiA (emuia.gugik.gov.pl),,,,50.2974959,,,,,,,,,
,,,,,,,,,,,Bing,,,,,,,,,,,,,Szpital Miejski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9537067,,,,,,,,,,,,,,,,,,,,,https://www.szpital.piekary.pl/,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.3749495,,,,,,,,,
,,,,,,,,,,,,,,,yes,,,,,Świętego Jana,,,,Szpital Miejski,,,62-200,,,,,,,,,,,,,,,,,,,,,,fence,,,,,0970632,,Gniezno,,,,,17.5961309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,hospital,,,,,,,,,,,,,,,,52.5385706,,,,,,,hospital,,
,,,,,,35,,,,,,,,,yes,,,,,Konstytucji 3 Maja,,,,Szpital Miejski,,,66-300,,,,,,,,,,,,,,,,,,09213,,,,,,,,,0935529,,Międzyrzecz,,,,,15.5842469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,emuia.gugik.gov.pl,,,,52.4398176,,residential,,,,,,,
,,,,,,,,,,,,,,,yes,,,,,3 Maja,,,,Szpital Miejski,,,62-200,,,,,,,,,,,,,,,,,,,,,,fence,,,,,0970632,,Gniezno,,,,,17.5985952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,hospital,,,,,,,,,"Oddziały: Szpitalny Oddział Ratunkowy, Chirurgiczny, Urologiczny, Ortopedii i Traumatologii Narządów Ruchu, Położniczo-Ginekologiczny, Patologii Ciąży, Intensywnej Terapii, Noworodków i Wcześniaków, Intensywnej Terapii Noworodka",,,,,,,52.5418021,,,,,,,hospital,,
,,,,,,20,,,,,,,,,,,,,,Zygmunta Starego,,,,Szpital Miejski Nr 4 z Przychodnią,,,44-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6573571,,,,,,,,,,,,,,,,,,,,,,,,106 Szpital Wojskowy z Przychodnią - Samodzielny Publiczny Zakład Opieki Zdrowotnej w Gliwicach,,,,,,,hospital,,,,Szpital Miejski Nr 4 z Przychodnią Samodzielny Publiczny Zakład Opieki Zdrowotnej,,,Szpital Wojskowy,,,,,,,,,50.2916425,,,,,,,,,
,,,,,,,,,,,,,,,yes,,,,,,,,,Szpital Miejski Specjalistyczny imienia Gabriela Narutowicza,,,,,,,,,,,,,,,,pl:Szpital Miejski Specjalistyczny im. Gabriela Narutowicza w Krakowie,,,,,,,,,,,,,,,,,,,,,19.9379781,http://narutowicz.krakow.pl/,,,,,,,,,,,,,,,+48 12 416 2266,,,,,,,,,,,,,,,hospital,,,,,Q9352127,,,,,,,,,,,50.0834433,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Miejski im. Jana Garduły,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2568593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,53.9101970,,,,,,,,,
,,,,,,4,,,,,,,,,,,,,,Rycerska,,,,Szpital Miejski im. Jana Pawła II,,,35-241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rzeszów,,,,,22.0014772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,EMUiA (emuia.gugik.gov.pl),,,,50.0474761,,,,,,,,,
,,,,,,25,,,,,Bing,,,,,,,,,Generała Tadeusza Kościuszki,,,,Szpital Miejski im. Świętego Aleksandra - ArtMedik,,,25-316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kielce,,,,,20.6383903,,,,,,,,,,,,,,,,,,,,,,,+48 41 341 78 00,,,,,,,,hospital,,,,,,,,,,,,UM Kielce,,,,50.8737142,,civic,,,,,hospital,,
