health_facility:type,shop,addr:city:it,building:part,indoor,payment:debit_cards,rooms,addr:housenumber,healthcare:speciality,name:de,source,ref:msal,it:fvg:ctrn:code,fax,fixme,addr:street,contact:facebook,contact:fax,addr:city,payment:cash,addr:postcode,roof:material,level,payment:credit_cards,payment:contactless,roof:orientation,payment:mastercard,addr:street:it,name:it,payment:maestro,brand:wikidata,tipologia,stato,ref,email,barrier,contact:email,name:sc,roof:shape,building:use,min_level,addr:inclusion,toilets:wheelchair,payment:cards,drive_through,lon,contact:website,roof:colour,layer,height,uploaded_by,operator,brand:wikipedia,ref:vatin,area,opening_hours,contact:phone,addr:housename,name,addr:city:de,start_date,website,addr:unit,brand,phone,smoking,room,it:fvg:ctrn:revision,buildingpart,dispensing,source:url,landuse,wheelchair,amenity,PRO_COM,addr:suburb,official_name,COMUNE,building:levels,note,ref:datiopen,description,max_level,addr:street:de,payment:visa,levels,lat,building,building:colour,roof:levels,addr:interpolation,addr:place,healthcare,addr:country
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3574018,,,,,,,,,,,,,Farmacia Rigoni,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,46.1404345,,,,,,,
,,Salorno,,,,,16,,Rigoni Apotheke,,,,,,Via Nazionale - Staatsstraße,,,Salorno - Salurn,,39040,,,,,,,Via Nazionale,Farmacia Rigoni,,,,,,,,,,,,,,,,,11.2113495,,,,,,Dr. Jgor Rigoni,,,,,,,Farmacia Rigoni - Rigoni Apotheke,Salurn,,,,,+39 0471 884139,,,,,,,,,pharmacy,,,,,,,,,,Staatsstraße,,,46.2436162,yes,,,,,,
,,,,,,,,,,Regione_del_Veneto_LR28_16.7.1976_Formazione_CTR_auth_39164-5700-1100_23.01.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5504785,,,,,,,,,,,,,Farmacia Riviera Berica Srl,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,45.2935416,yes,,,,,pharmacy,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1029272,,,,,,,,,,,,,Farmacia Rolando Nicoletta,,,,,,,,,,,no,,,,pharmacy,,,,,,,,,,,,,45.5639604,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1879873,,,,,,,,,,,,,Farmacia Rollone,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,45.6550727,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6188050,,,,,,,,,,,,,Farmacia Roma Est,,,,,,+39 06 2014167,,,,,,,,,pharmacy,,,,,,,,,,,,,41.8791344,yes,,,,,,
,,,,,,,21,,,,,,,,Via Ercole Ercoli,,,Torre Annunziata,,80058,,,,,,,,,,,,,,,,,,,,,,,,,14.4767027,,,,,,,,,,,,,Farmacia Rovigliano Palomba,,,http://www.farmaciacentralepalomba.it/,,,+39 081 536 4088,,,,,,,,,pharmacy,,,,,,,,,,,,,40.7412390,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0586458,,,,,,,,,,,,,Farmacia Salucci,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,45.5834342,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1608400,,,,,,Dottori De Notariis M. e Teseo A. Snc,,,,,,,Farmacia Salus,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,39.9277146,,,,,,,
,,,,,,,,,,,,,,,Via Giacomo Matteotti,,,Santa Maria Maggiore,,28857,,,,,,,,,,,,,,,,,,,,,,,,,8.4680604,,,,,,,,,,,,,Farmacia Salusfarma,,,,53,,+39 0324 95018,,,,,yes,,,,pharmacy,,,,,,,,,,,,,46.1341542,yes,,,,,pharmacy,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2371018,,,,,,,,,,,,,Farmacia Salvante,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,40.6503311,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generica,costruito,,,,,,,,,,,,,16.2029439,,,,8,,Salvati Bettina,,,,"Mo-Su 08:30-12:30,15:30-20:00",,,Farmacia Salvati,,,,,,,,,,,yes,,,yes,pharmacy,76034,,,Francavilla in Sinni,,,,,,,,,40.0809570,residential,,,,,,
,,,,,,,,,,Regione Emilia Romagna,,,,,,,,,,,,,,,,,,San Carlo,,,,,,,,,,,,,,,,,11.4129640,,,,,,Dott. Mantovani,,,,,,,Farmacia San Carlo,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,44.8013706,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3531989,,,,,,,,,,,,,Farmacia San Francesco,,,,,,+39 0771 569223,,,,,,,,,pharmacy,,,,,,,,la farmacia ha anche prodotti Veterinaria,,,,,41.3492652,commercial,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5753550,,,,,,,,,,,,,Farmacia San Giorgio,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,45.9361996,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5486947,,,,,,,,,,,,,Farmacia San Giovanni,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,43.5299276,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0910883,,,,,,,,,,,,,Farmacia San Giuseppe,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,45.5651031,yes,,,,,,
,,,,,,,,,,,,,,,Via Negarè,,,Cambiasca,,28814,,,,,,,,,,,,,,,,,,,,,,,,,8.5426828,,,,,,,,,,,,,Farmacia San Gregorio,,,,1,,+39 0323 571637,,,,,yes,,,,pharmacy,,,,,,,,,,,,,45.9607617,house,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3247479,,,,,,,,,,,,,Farmacia San Michele,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,41.5690376,yes,,,,,pharmacy,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6672238,,,,,,,,,,,,,Farmacia San Nilo,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,41.7922384,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,12.4865348,,,,,,dr.ssa Cartolano Rita,,,,Lun-Ven 8:30-19:30 Sab 8:30-13:00,,,Farmacia San Pietro,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,41.7938420,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1797047,,,,,,,,,,,,,Farmacia San Raffaele,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,45.5755309,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6108456,,,,,,,,,,,,,Farmacia San Raffaele,,,,,,+39 06 2024514,,,,,,,,,pharmacy,,,,,,,,,,,,,41.8601087,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0603114,,,,,,,,,,,,,Farmacia San Secondo,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,44.9796452,yes,,,,,pharmacy,
,,,,,,,7,,,,,,,,Piazza Martiri della Libertà,,,Rivalta di Torino,,10040,,,,,,,,,,,,,,,,,,,,,,,,,7.5231251,,,,,,,,,,Mo-Th 08:30-19:30; Sa 08:30-12:30,,,Farmacia San Vittore,,,,,,+39 011 9090126,,,,,yes,,,,pharmacy,,,,,,,,,,,,,45.0330009,yes,,,,,pharmacy,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5871390,,,,,,,,,,,,,Farmacia Santa Croce,,,http://www.farmaciasantacroce.com,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,39.9052123,yes,,,,,,
,,,,,,,,,,,,,,,Via dei Mille,,,Nola,,80035,,,,,,,,,,,,,,,,,,,,,,,,no,14.5361133,,,,,,,,,,,,,Farmacia Santa Maria,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,40.9292469,,,,,,,
,,,,,,,7,,,,,,,,Via Alessandra Macinghi Strozzi,,,Roma,,00145,,,,,,,,,,,,,,,,,,,,,,,,,12.4908465,,,,,,Dott. Adele Mattera,,IT09779000588,,,,,Farmacia Santa Rita,,,,,,+39 06 5110148,,,,,yes,,,,pharmacy,,,,,1,,,,,,,,41.8596351,shop,,,,,,IT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3256755,,,,,,,,,,,,,Farmacia Savio,,,http://www.farmaciasaviocasale.it/,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,45.5963089,yes,,,,,,
,,,,,,,,,,,,,,,Corso Camillo Benso Cavour,,,Dormelletto,,28040,,,,,,,,,,,,,,,,,,,,,,,,,8.5745629,,,,,,,,,,,,,Farmacia Sempione,,,,100,,+39  0322 497131,,,,,yes,,,,pharmacy,,,,,,,,,,,,,45.7329476,yes,,,,,,
,,,,room,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,10.6378200,,,,,,,,,,,,,Farmacia Serri,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,44.7156791,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3948269,,,,,,,,,,,,,Farmacia Settala,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,45.4533893,yes,,,,,,
,,,,,,,,,,,,,,,Via XXV aprile,,,Gargallo,,28010,,,,,,,,,,,,,,,,,,,,,,,,,8.4243273,,,,,,,,,,,,,Farmacia Sfrondini,,,,60,,+39  0322 94622,,,,,yes,,,,pharmacy,,,,,,,,,,,,,45.7287683,yes,,,,,,
,,,,,,,188,,,,,,,,Via San Simaco,,,Simaghis/Simaxis,,09088,,,,,,,,,,,,,,,,,,,,,,,,,8.6893721,,,,,,,,,,,,,Farmacia Simbula,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,39.9305185,yes,,,,,,IT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,10.9761251,,,,,,,,,,,,,Farmacia Soldi,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,45.1863105,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7851396,,,,,,,,,,,,,Farmacia Sorbini,,,,,,,,,,,yes,,,yes,pharmacy,,,,,,,,,,,,,43.0982538,,,,,,,
,,,,,,,18,,,,5595,4AED,,operator Spaliviero Francesco & C. S.N.C,Via Roma,,,Tarvisio,,33018,,,,,,,,,,,,,,,,,,,,,,,,,13.5758414,,,,12 m,,,,IT02440440309,,,+39 0428 2046,,Farmacia Spaliviero,,2010-09-01,,,,,,,000,,yes,,,,pharmacy,,,,,,,,,,,,,46.5055090,yes,,,,,,IT
,,,,,,,9,,,,,,,,Via Stelvio,,,Novate Milanese,,20026,,,,,,,,,,,,,,,,,,,,,,,,no,9.1315792,,,,,,,,,,Mo-Sa 08:30-19:15,,,Farmacia Stelvio,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,45.5379193,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3361211,,,,,,,,,,,,,Farmacia Tambucci,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,41.5698159,yes,,,,,pharmacy,
,,,,,,,1o,,,,,,,,Via Nazionale,,,Caino,,25070,,,,,,,,,,,,,,farmacia.tomasoni@pharmail.it,,,,,,,,,,,10.3105341,,,,,,Tomasoni Giovanni & C. S.a.s.,,IT02734610989,,"Mo-Fr 08:30-12:30, 15:30-19:00; Sa 08:30-12:30",,,Farmacia Tomasoni Dottor Giovanni,,,,,,+39 030 6830784,,,,,yes,,,,pharmacy,,,,,,,,,,,,,45.6062061,retail,,,,,,
,,,,,,,,,,Regione Emilia Romagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9930787,,,,,,,,,,,,,Farmacia Tonioni,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,44.3471641,yes,,,,,,
,,,,,,,5,,,,,,,,Via Roma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3631536,,,,,,,,,,"Mo-Sa 08:30-12:30,15:30-19:30",,,Farmacia Trevisan,,,http://farmaciatrevisan.it/,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,45.6514999,yes,,,,,,
,,,,,,,,,,,,,,,Via Francesco Tripodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8922035,,,,,,,,,,,,,Farmacia Tripodi,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,38.4317820,commercial,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,18.1584450,,,,,,Dottoressa Bove Sondra,,,,,,,Farmacia Tundo,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,40.0096181,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2306382,,,,,,,,,,,,,Farmacia Vairetti,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,46.2341910,yes,,,,,,
,,,,,,,,,,,,,,,Via Roma,,,Coggiola,,13863,,,,,,,,,,,,,,,,,,,,,,,,,8.1799386,,,,,,,,,,,,,Farmacia Varola Dr. Marco,,,,108,,+39 015 78273,,,,,yes,,,,pharmacy,,,,,,,,,,,,,45.6868195,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7925374,,,,,,,,,,,,,Farmacia Verzeni,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,45.7569535,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1818156,,,,,,,,,,,,,Farmacia Viana,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,45.5685699,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6895844,,,,,,,,,,,,,Farmacia Vinante,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,46.4303502,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4938119,,,,,,,,,,,,,Farmacia Zanette,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,45.7041301,yes,,,,,,
,,,,,,,,,,Ministero della Salute,5792,4AED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5875847,,,,9 m,,Zanetti Mario,,IT01280760933,,,,,Farmacia Zanetti,,2015-02-01,,,,,,,000,,yes,,,,pharmacy,,,,,,Ordinaria,,,,,,,46.0715516,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0850939,,,,,,,,,,,,,Farmacia Zonghi e Cerri,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,42.3315931,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8328125,,,,,,,,,,,,,Farmacia communale,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,45.9183393,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1624033,,,,,,,,,,,,,Farmacia comunale Oriago,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,45.4461278,yes,,,,,,
,,,,,,,34,,,,,,,,Via Giuseppe Garibaldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6763089,,,,,,,,,,,,,Farmacia degli Ulivi,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,40.9965080,,,,,,,
,,,,,,,,,,,,,,,Corso Umberto I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1278058,,,,,,,,,,,,,Farmacia del Leone,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,41.0064398,yes,,,,,pharmacy,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6642177,,,,,,,,,,,,,Farmacia del Paese Succursale,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,43.9994631,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5817630,,,,,,,,,,,,,Farmacia del leone,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,40.5297651,,,,,,,
,,,,,,,72,,,,,,,,Viale Piave,,,San Vito Romano,,00030,,,,,,,,,,,,,,,,,,,,,,,,,12.9765830,,,,,,,,,,,,,Farmacia della Dott.ssa Vizzaccaro Maria Grazia,,,,,,+39 069571003,,,,,,,,,pharmacy,,,,,,,,,,,,,41.8831377,yes,,,,,,
,,,,,,,69,,,,,,,,Via Conciliazione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0662202,,,,,,,,,,,,,Farmacia della salute,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,45.8329314,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0322849,,,,,,,,,,,,,Farmacia di Benedetto Dr. Giuseppina,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,37.5898961,yes,,,,,pharmacy,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5377832,,,,,,,,,,,,,Farmacia di Campodipietra,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,45.7039347,yes,,,,,,
,,,,,,,76,,,,,,,,Via Vittorio Emanuele II,,,Mamoiada,,08024,,,,,,,,,,,,,,,,,,,,,,,,,9.2808296,,,,,,,,,,,,,Farmacia di Farina Dottor Francesco Saverio,,,,,,+39 0784 56162,,,,,,,,,pharmacy,,,,,,,,,,,,,40.2142061,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2222082,,,,,,,,,,,,,Farmacia di Pianborno,,,,,,,,,,,no,,,,pharmacy,,,,,,,,,,,,,45.9190376,,,,,,,
,,,,,,,374,,,,,,,,Corso Risorgimento,,,Novara,,28100,,,,,,,,,,,,,,,,,,,,,,,,yes,8.6107363,,,,,,,,,,"Mo-Fr 08:30-12:30,15:30-19:30; Sa 09:00-12:00",,,Farmacia di Vignale,,,,,,+39 0321 657002,,,,,yes,,,yes,pharmacy,,,,,,,,,,,,,45.4825447,yes,,,,,,
,,,,,yes,,,,,,,,+39 0322 538228,,Via Vittorio Veneto,,,Oleggio Castello,yes,28040,,,yes,,,,,,,,,,,,,,,,,,,,,no,8.5275494,,,,,,,,,,,,,"Farmacia dott, Romerio",,,,46,,+39 0322 53130,,,,,yes,,,,pharmacy,,,,,,,,,,,,,45.7487224,yes,,,,,pharmacy,
,,,,,,,11,,,,,,,,Traversa I Vitt. Emanuele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8877202,,,,,,,,,,,,,Farmacia dr. Giovanni Mancuso,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,38.6431221,yes,,,,,pharmacy,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8469023,,,,,,,,,,,,,Farmacia san giorgio,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,43.9173583,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3756190,,,,,,Comune di Vimercate,,,,,,,Farmacity,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,45.6224520,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9181288,,,,,,,,,,,,,Fior Di Loto,,,,,,,,,,,no,,,,pharmacy,,,,,,,,,,,,,45.7021348,yes,,,,,,
,,,,,,,,,,DatiOpen.it - Provincia Regionale di Trapani,,,,,,,,,,91026,,,,,,,,,,,,,,,,,,,,,,,,,12.5875895,,,,,,,,IT01180540815,,,+39 0923 946314,,Giubilato Gabriella,,,,,,,,,,,yes,http://www.datiopen.it/it/data/Farmacie_della_Provincia_di_Trapani,,,pharmacy,,,,,,,15765,,,,,,37.6547392,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1807685,,,,,,,,IT05556360823,,,+39 091 8661129,,Governanti e Luce,,,,,,,,,,,,,,,pharmacy,,,Governanti Francesco Paolo e Maria Luce s.n.c.,,,,,,,,,,38.1314893,yes,,,,,,
,,,,,,,,,,DatiOpen.it - Provincia Regionale di Trapani,,,,,,,,,,91026,,,,,,,,,,,,,,,,,,,,,,,,,12.5910403,,,,,,,,IT00106850811,,,,,Imam di Caravaglios Benedetta e C. s.a.s.,,,,,,,,,,,yes,http://www.datiopen.it/it/data/Farmacie_della_Provincia_di_Trapani,,,pharmacy,,,,,,,15756,,,,,,37.6603020,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9341126,,,,,,,,,,,,,La Farma S.N.C.,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,45.6884234,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6661844,,,,,,,,,,,,,La Rinascita,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,41.3384380,,,,,,,
,,,,,,,,,,,5597,4AED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0751678,,,,11 m,,,,IT02546690302,,,,,Lenardon Marcella,,2010-09-01,,,,,,,1A0,,yes,,,,pharmacy,,,,,,,,,,,,,46.2821150,yes,,,,,,
,,,,,,,,,,DatiOpen.it - Provincia Regionale di Trapani,,,,,,,,,,91026,,,,,,,,,,,,,,,,,,,,,,,,,12.6114938,,,,,,,,IT02120260811,,,,,Lenzi Valeria,,,,,,,,,,,yes,http://www.datiopen.it/it/data/Farmacie_della_Provincia_di_Trapani,,,pharmacy,,,,,,,18656,,,,,,37.6457904,yes,,,,,,
,,,,,,,,,,DatiOpen.it - Provincia Regionale di Trapani,,,,,,,,,,91026,,,,,,,,,,,,,,,,,,,,,,,,,12.5964635,,,,,,,,IT02212530816,,,+39 0923 947606,,Licari Maria Luisa & C. s.n.c.,,,,,,,,,,,yes,http://www.datiopen.it/it/data/Farmacie_della_Provincia_di_Trapani,,,pharmacy,,,,,,,15758,,,,,,37.6556482,yes,,,,,,
,,,,,,,66,,,,,,,,Via Dalmazio Birago,,,Lecce,,73100,,,,,,,,,,,,,,,,,,,,,,,,,18.1518637,,,,,,,,,,,,,Medic's Biomedica,,,,,,,,,,,no,,,,pharmacy,,,,,,,,,,,,,40.3543192,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6649318,,,,,,,,,,,,,"Murgantina,Dott Fulvio Capece",,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,41.3419081,,,,,,,
,orthopedic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0898459,,,,,,,,,,,,,Ortopedia Elli,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,45.7892853,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8272457,,,,,,,,,,,,,Parafarmacia,,,,,,,,,,,no,,,,pharmacy,,,,,,,,,,,,,40.1200124,yes,,,,,pharmacy,
,,,,room,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,9.3565926,,,,,,,,IT07463910963,,,+39 039 667753,,Parafarmacia,,,,,,,,,,,no,,,,pharmacy,,,,,,,,,,,,,45.6079079,,,,,,,
,,,,room,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,3,,,,,,,,,,,,9.3673282,,,,,,,,,,,,,Parafarmacia,,,,,,,,,,,no,,,yes,pharmacy,,,,,,,,,,,,,45.6408068,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2412426,,,,,,,,,,,,,Parafarmacia,,,,,,,,,,,no,,,,pharmacy,,,,,,,,,,,,,46.0609057,yes,,,,,,
,,,,room,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,12.7317760,,,,,,,,,,,,,Parafarmacia,,,,,,,,pharmacy,,,,,,,pharmacy,,,,,,,,,,,,,42.9103567,,,,,,,
,,,,room,,,,,,,,,,,,,+39 039 6880649,,,,,0,,,,,,,,,,,14,,,,,,,,,,,,9.3589838,,,,,,,,,,,+39 039 6612242,,Parafarmacia,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,45.6012137,,,,,,,
,,,,room,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,11.0400050,,,,,,CONAD,,,,,,,Parafarmacia CONAD,,,,,,,,pharmacy,,,no,,,yes,pharmacy,,,,,,,,,,,,,45.8912051,,,,,,,
,,,,,,,,,,,,,,,,https://www.facebook.com/biocosmesi.sedilo/,+39 0785 603848,,,,,,,,,,,,,,,,,,,biocosmesi.sedilo@gmail.com,,,,,,,,,8.9199044,http://www.janaemele.com,,,,,,,,,"Mo-Fr 08:30-13:00,16:00-19:00; Sa 08:30-13:00",+39 0785 603848,,Parafarmacia Jana 'e mele,,,,,,,,,,,no,,,,pharmacy,,,,,,,,,,,,,40.1748445,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9bis,,,,,,,,,,,,13.2174337,,,,,,,,,,,,,Parafarmacia Poseidon,,,,,,,,,,room,no,,,,pharmacy,,,,,,,,,,,,,38.1737001,,,,,,,
,,,,area,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,9,,,,,,,,,,,,9.4733864,,,,,,,,,,,+39 039 8951949,,Parashop,,,,,,,,,,,,,,yes,pharmacy,,,,,,,,,,,,,45.6207334,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3329286,,,,,,,,,,,,,Peruzzi,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,41.5689236,yes,,,,,pharmacy,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1547749,,,,,,,,,,,,,,,13.8676921,,,,,,,fr:Groupe PP Holding,,,,,,Pharmacie Principale,,,,,Pharmacie Principale,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,41.6458987,yes,,,,,pharmacy,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1547749,,,,,,,,,,,,,,,13.8676895,,,,,,,fr:Groupe PP Holding,,,,,,Pharmacie Principale,,,,,Pharmacie Principale,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,41.6458972,yes,,,,,pharmacy,
