health_facility:type,office,healthcare:speciality,building:part,social_facility,name:ca,addr:housenumber,created_by,name:de,source,emergency_telephone_code,addr:village,addr:street:ca,contact:website,fax,short_name:es,short_name,building:roof,leisure,municipio,addr:street,source:name,fixme,name:en,contact:fax,name,wheelchair:description,level,catastro:ref:street,addr:postcode,roof:material,name:etymology:wikidata,roof:orientation,source:geometry:date,name:eu,disused,name:es,int_name,designation,owner,loc_name,name:ast,description,network,lon,ine:municipio,access,mapillary,brand:wikidata,mappinggroup,ref,email,highway,entidad,barrier,contact:email,addr:province,roof:shape,building:use,addr:city:ca,air_conditioning,emergency,b5m:urlOrto,addr:city,building:cladding,toilets:wheelchair,building:facade:material,image,roof:colour,layer,height,lat,alt_name,operator,ele,brand:wikipedia,fee,area,opening_hours,contact:phone,addr:housename,parroquia,catastro:ref,start_date,website,entrance,nohousenumber,source:date,phone,source:data,old_name,smoking,architect,landuse,source:amenity,wheelchair,history,amenity,operator:type,source:geometry,addr:hamlet,addr:unit,source:opening_hours,building:level,wikidata,addr:street:es,sport,medical_system:western,addr:district,building:levels,note,phone_1,b5m:url,source:addr,building:material,fence_type,emergency_phone,b5m:id,short_name:gl,date,local_code,03_tr_E_ID,building:shape,building,building:colour,addr:city:es,roof:levels,addr:place,name:gl,building:levels:underground,healthcare,addr:country,urgency
,,,,,,,,,,,,,,,,,,,,Avenida de El Rompido,,,,,Centro de Salud de Cartaya,,,,21450,,,,,,,,,,,,,,,-7.1488280,,,,,,,atencionalciudadanohccc.sspa@juntadeandalucia.es,,,,,,,,,,,,Cartaya,,,,,,,,37.2834054,,,,,,,24/7,,,,,,http://www.juntadeandalucia.es/servicioandaluzdesalud/centros/detalle.asp?IdCentro=24789,,yes,,+34 959 48 92 06;+34 959 52 71 74,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,ES,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Cañamero,,,,,,,,,,,,,,,,,,,-5.3910422,,,,,,,,,,,,,,,,,no,,,,,,,,,,39.3819151,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Avenida Virgen del Pinar,,,,,Centro de Salud de Cañaveras,,,,,,,,,,,,,,,,,,,-2.3953013,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3593110,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,7,,,,,,,,,,,,,,Avenida de los Toreros,,,,,Centro de Salud de Cercedilla,,,,28470,,,,,,,,,,,,,,,-4.0510925,,,,,,,,,,,,,,,,,,,Cercedilla,,,,,,,,40.7408286,,,,,,,,,,,,,,,,,+34 918 52 04 97;+34 91 852 30 31,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,PNOA,,,,,,,,,,,Calle de San Cristóbal,,,,,Centro de Salud de Chantrea,,,,31015,,,,,Txantreako Osasun Zentroa,,,,,,,,,,-1.6304438,,,,,,,,,,,,,,,,,,,Pamplona/Iruña,,,,,,,,42.8289081,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Chelva,,,,,,,,,,,,,,,,,,,-0.9969198,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7496862,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Churriana,,,,,,,,,,,,,,,,,,,-4.4979706,,,,,,,,,,,,,,,,,no,,,,,,,,,,36.6644815,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Ciempozuelos,,,,,,,,,,,,,,,,,,,-3.6157449,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1585435,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Cogolludo,,,,,,,,,,,,,,,,,,,-3.0893418,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9448105,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Colindres,,,,,,,,,,,,,,,,,,,-3.4516202,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3965032,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,emergency;general;community,,,,5,,,,,,,,,,,,,,Calle Los Madroños,,,,,Centro de Salud de Collado Villalba,,,,28400,,,,,,,,,,,,,,,-4.0005188,,,,,,,,,,,,,,,,,,,Collado Villalba,,,,,,,,40.6260527,,Sanidad publica,,,,,24/7,,,,,,,,,,+34 918 50 60 96,,,,,,,,,clinic,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,Calle de las Alegas,,,,,Centro de Salud de Colmenar de Oreja,,,,28380,,,,,,,,,,,,,,,-3.3914368,,,,,,,,,,,,,,,,,,,Colmenar de Oreja,,,,,,,,40.1143209,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,ES,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Coria,,,,,,,,,,,,,,,,,,,-6.5366212,,,,,,,,,,,,,,,,,,,,,,,,,,3,39.9910590,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,1,,,,,,,,,,,,,,clinic,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Cullera,,,,,,,,,,,,,,,,,,,-0.2545441,,,,,,,,,,,,,,,,,,,,,,,,,,,39.1621533,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de El Astillero,,,,,,,,,,,,,,,,,,,-3.8230516,,,,,,,,,,,,,,,,,,,,,,,,,,,43.4033179,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de El Cristo,,,,,,,,,,,,,,,,,,,-5.8623160,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3558663,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de El Palo,,,,,,,,,,,,,,,,,,,-4.3539983,,,,,,,,,,,,,,,,,,,,,,,,,,,36.7183043,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de El Pinoso,,,,,,,,,,,,,,,,,,,-1.0437235,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4000011,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,20,,,,,,,,,,,,,,Calle Ermitagaña,,,,,Centro de Salud de Ermitagaña,,,,31008,,,,,,,,,,,,,,,-1.6698057,,,,,,,,,,,,,,,,,no,,Pamplona/Iruña,,,,,,,,42.8104138,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Esquivias,,,,,,,,,,,,,,,,,,,-3.7662418,,,,,,,,,,,,,,,,,yes,,,,,,,,,,40.1019998,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Calle Médico Antonio Vilchez,,,,,Centro de Salud de Estepa,,,,,,,,,,,,,,,,,,,-4.8785575,,,,,,,,,,,,,,,,,,,Estepa,,,,,,,,37.2957842,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,19,,,,,,,,,,,,,,Calle Euskal Herria,,,,,Centro de Salud de Etxebarri,,,,48450,,,,,,,,,,,,,,,-2.8873791,,,,,,,,,,,,,,,,,,,Etxebarri,,,,,,,,43.2489788,Ambulatorio de Etxebarri,,,,,,,,,,,,,,,,+34 946007440,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,,,
,,,,,,,,,,,,,,+34 987 551 342,,,,,,Plaza La Cortina,,,,,Centro de Salud de Fabero,,,,24420,,,,,,,,,,,,,,,-6.6277694,,,,,,,,,,,,,,,,,,,Fabero,,,,,,,,42.7682763,,,,,,,,,,,,,,,yes,,+34 987 551 611,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Gines,,,,,,,,,,,,,,,,,,,-6.0814645,,,,,,,,,,,,,,,,,,,,,,,,,,,37.3852060,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Gorraiz,,,,,,,,,,,,,,,,,,,-1.5823807,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8222983,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Haria,,,,,,,,,,,,,,,,,,,-13.5008039,,,,,,,,,,,,,,,,,,,,,,,,,,,29.1480625,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Herrera de Pisuerga,,,,,,,,,,,,,,,,,,,-4.3348292,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5955510,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Hoyos,,,,,,,,,,,,,,,,,,,-6.7184235,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1716305,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Huelin,,,,,,,,,,,,,,,,,,,-4.4346947,,,,,,,,,,,,,,,,,,,,,,,,,,,36.7050675,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,27,,,,,,,,,,,,,,Calle Eras Bajas,,,,,Centro de Salud de Huétor Tájar,,,,18360,,,,,,,,,,,,,,,-4.0490223,,,,,,,,,,,,,,,,,yes,,Huétor Tájar,,,,,,,,37.1953300,,,,,,,,+34 958 332094,,,,,http://www.dsgranada-metropolitano.org/html/centros/Huetor%20tajar.html,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Callejón de la Feria,,,,,Centro de Salud de Huétor Vega,,,,,,,,,,,,,,,,,,,-3.5690065,,,,,,,,,,,,,,,,,,,Huétor Vega,,,,,,,,37.1479333,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,3,,,,,,,,,,,,,,yes,,,,,,1,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Iparralde,,,,,,,,,,,,,,,,,,,-2.9529869,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2587789,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,PNOA,,,,,,,,,,,Calle Serafín Olave,,,,,Centro de Salud de Iturrama,,,,31007,,,,,,,,,,,,,,,-1.6540435,,,,,,,,,,,,,,,,,,,Pamplona/Iruña,,,,,,,,42.8084353,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,73,,,,,,,,,,,,,,Calle Sanabria,,,,,Centro de Salud de Jódar,,,,23500,,,,,,,,,,,,,,,-3.3492234,,,,,,,,,,,,,,,,,,,Jódar,,,,,,,,37.8396561,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Kueto,,,,,,,,,,,,,,,,,,,-2.9988786,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3076297,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de La Almunia,,,,,,,,,,,,,,,,,,,-1.3744238,,,,,,,,,,,,,,,,,yes,,,,,,,,,,41.4753875,,Gobierno de Aragón,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de La Carolina,,,,,,,,,,,,,,,,,,,-3.6104884,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2754143,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de La Roda,,,,,,,,,,,,,,,,,,,-2.1611875,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2065501,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de La Romana,,,,,,,,,,,,,,,,,,,-0.8958327,,,,,,,,,,,,,,,,,,,,,,,,,,,38.3646552,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Leioa,,,,,,,,,,,,,,,,,,,-2.9896178,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3253872,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Lepe,,,,,,,,,,,,,,,,,,,-7.2047206,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2469249,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Librilla,,,,,,,,,,,,,,,,,,,-1.3553874,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8892959,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,8A,,,Catastro Inspire,,,,,,,,,,,Camino Real,,,,,Centro de Salud de Liérganes,,,,39722,,,,,,,,,,,,,,,-3.7455242,,,,,,,,,,,,,,,,,,,Liérganes,,,,,,,,43.3443244,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,ES,
,,,,,,,,,PNOA,,,,,,,,,,,Avenida de San Pedro,,,,,Centro de Salud de Llanes,,,,33500,,,,,,,,,,,,,,,-4.7564069,,,,,,,,,,,,,,,,,,,Llanes,,,,,,,,43.4233934,,,,,,,,,,,,,,,yes,2009,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,1,,,,,,,,,,,,,,Calle Texidor / Texidor kalea,,,,,Centro de Salud de Llano,,,,48903,,,,,,,,,,,,,,,-2.9805032,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2882258,,Osakidetza,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Llano de Brujas,,,,,,,,,,,,,,,,,,,-1.0700454,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0071631,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Llerena,,,,,,,,,,,,,,,,,,,-6.0211838,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2377643,,,,,,,24/7,,,,,,,,,,,,,,,,,yes,,clinic,,,,,,,,,,,,1,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Calle Gran Vía,,,,,Centro de Salud de Logrosán,,,,10120,,,,,,,,,,,,,,,-5.4879901,,,,,,,,,,,,,,,,,yes,,Logrosán,,,,,,,,39.3322291,,,,,,,,,,,,,,,yes,,+34 927 36 08 08;+34 927 36 07 18,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Los Realejos,,,,,,,,,,,,,,,,,,,-16.5830110,,,,,,,,,,,,,,,,,,,,,,,,,,,28.3843902,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Mazarrón,,,,,,,,,,,,,,,,,,,-1.3152176,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6005378,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,survey,,,,,,,,,,,,,,,,Centro de Salud de Mazo,,,,,,,,,,,,,,,,,,,-17.7789170,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6070223,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,Imagen de Catastro de España,,,,,,,,,,2,,,,,,,,,,,,,,public,,,,,,,,,
,,,,,,,,,PNOA,,,,,,,,,,,Calle Concejo de Sarriguren,,,,,Centro de Salud de Mendillorri,,,,31016,,,,,,,,,,,,,,,-1.6178594,,,,,,,,,,,,,,,,,no,,Pamplona/Iruña,,,,,,,,42.8088576,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Minglanilla,,,,,,,,,,,,,,,,,,,-1.5989704,,,,,,,,,,,,,,,,,no,,,,,,,,,,39.5382805,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Miranda del Castañar,,,,,roof_tiles,,along,,,,,,,,,,,,-5.9959997,,,,,,,,,,,,,gabled,,,,,,,,,,,,,,40.4841838,,,,,,,,,,,,,,,,,+34 923 432 100,,,,,,,,,clinic,,,,,,,,,,,,1,,,,,plaster,,,,,,,,,yes,white,,,,,,,,
,,,,,,,,,pacomayo,,,,,,,,,,,carrer del Mar,,,,,Centro de Salud de Mutxamel,,,,,,,,,,,,,Consultorio,,,,,,-0.4421601,,,,,,,,,,,,,,,,,yes,,,,,,,,,,38.4133530,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Navajas,,,,,,,,,,,,,,,,,,,-0.5048554,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8787794,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Navaluenga,,,,,,,,,,,,,,,,,,,-4.7053020,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4114322,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Navamorcuende,,,,,,,,,,,,,,,,,,,-4.7900636,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1551929,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Navas del Madroño,,,,,,,,,,,,,,,,,,,-6.6572889,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6214200,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Navas del Rey,,,,,,,,,,,,,,,,,,,-4.2529886,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3829816,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Onamio,,,,,,,,,,,,,,,,,,,-6.4996144,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5579677,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Onda,,,,,,,,,,,,,,,,,,,-0.2680469,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9628343,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,24,,,,,,,,,,,,,,Zumalakarregi hiribidea,,,Ondarretako Osasun Zentroa,,Centro de Salud de Ondarreta,,,,20008,,,,,,,Ambulatorio de El Altiguo,,,,,,,,-2.0049914,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3137330,,,,,,,,,,,,,,,,,,,,,,,,yes,,clinic,,,,,,,Q64443051,Avenida de Zumalakarregi,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Oropesa del Mar,,,,,,,,,,,,,,,,,,,0.1376591,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0959952,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,doctor,,
,,general;emergency;paediatrics;gynaecology;dermatology;cardiology,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Ortuella,,,,,,,,,,,,,,,,,,,-3.0526965,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3090575,,Osakidetza,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Perales de Tajuña,,,,,,,,,,,,,,,,,,,-3.3519403,,,,,,,,,,,,,,,,,yes,,,,,,,,,,40.2318800,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Calle Ullal del Estany,,,,,Centro de Salud de Peñíscola,,,,12598,,,,,,,,,,,,,,,0.4015334,,,,,,,,,,,,,,,,,yes,,Peníscola / Peñíscola,,,,,,,,40.3609233,,,,,,,,,,,,,,,,,+34 964468520,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Calle Zacatín,,,,,Centro de Salud de Pinos Puente,,,,18240,,,,,,,,,,,,,,,-3.7493570,,,,,,,,,,,,,,,,,,,Pinos Puente,,,,,,,,37.2499847,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,8,,,,,,,,+34 923 242 434,,,,,,Calle de los Alfareros,,,,,Centro de Salud de Pizarrales,,,,37006,,,,,,,,,,,,,,,-5.6735961,,,,,,,,,,fence,,,,,,,,,Salamanca,,,,,,,,40.9760938,Alfonso Sánchez Montero,,,,,,,,,,,,,,,,+34 923 232 630,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,
,,,,,,,,,,,,,,,,,,,,c/Arturo Leon S/N,,,,,Centro de Salud de Pola de Laviana,,,,,,,,,,,,,,,,,,,-5.5643726,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2468865,,,,,,,24/7,,,,,,,,,,+34 985601555,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,general;paediatrics;emergency;community,,,,4,,,local_knowledge;aerial_imagery,,,,,,,,,,,Calle Camino de la Bomba,,,,,Centro de Salud de Portillo,,,,47160,,,,,,,,,,,,,,,-4.5895608,,,,,,,,,,,,,,,,,yes,,Portillo,,,,,,,,41.4750453,,SACyL,,,,,24/7,,,,,,,,,,+34 983 55 62 64,,,no,,,,,,clinic,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctor,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Puente Tocinos,,,,,,,,,,,,,,,,,,,-1.1029452,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9959814,,,,,,,,,Centro de Salud de Puente Tocinos,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Riaño,,,,,,,,,,,,,,,,,,,-5.7223478,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3295813,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,doctor,,
,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud de Riaño,,,,,,,,,,,,,,,,,,,-5.0003479,,,,,,,,,,,,,,,,,,,,,,,,,,,42.9750262,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Avenida María Auxiliadora,,,,,Centro de Salud de Rota,,,,11520,,,,,,,,,,,,,,,-6.3638183,,,,,,,,,,,,,,,,,,,Rota,,,,,,,,36.6241855,,,,,,,,,,,,,,,yes,,+34 956 24 33 78,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
