comment,roof:levels,amenity,maxspeed,fence,healthcare:speciality,Inaltime,contact:website,roof:colour,internet_access:fee,USE,height,LEVELS,wikidata,alt_name,operator,ele,is_in,addr:housenumber,addr:postcode:source,note,emergency,designation,is_in:country,building:levels,opening_hours,is_in:city,addr:housename,created_by,name,access,source,lon,CLC:details,start_date,is_in:county,email,highway,website,PERIMETER,fax,name:ro,description,barrier,CLC:explanation,contact:phone,is_in:country_code,pre-CLC:landuse,is_in:state,phone,historic,old_name,lat,name:hu,fence_type,ID,addr:street,building,is_in:state_code,name:en,operator:type,addr:city,ENCLOSED_AREA,roof:shape,url,addr:postcode,wheelchair,addr:interpolation,source:geometry,name:etymology:wikidata,LMI,roof:orientation,healthcare,industrial,addr:country,internet_access
,,hospital,,,,,,,,,,,,,,,,2,,,yes,,,,,,,,Spitalul  Județean de Urgență Brăila,,,27.9413245,,,,,,,,,,,,,,,,,,,,45.2525358,,,,Șoseaua Buzăului,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,Galați,,,"Spitalul ""Buna Vestire"" obstretică-ginecologie",,,28.0421077,,,,,,,,,,,,,,,,,,,,45.4445555,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,Romania,,,Sibiu,,,"Spitalul ""Carl Wolf"" - Centru pentru Bătrâni",,,24.1401341,,,Sibiu,,,,,,,,,,,RO,,,,,,45.7977333,,,,,yes,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul 2,,,24.3681636,,,,,,,,,,,,,,,,,,,,45.1087535,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,4,,,,,,,,,,,Spitalul Agnita,,Bing,24.6224366,,,,,,,,,,,,,,,,,,,,45.9788926,,,,Strada Spitalului,hospital,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,yes,,,,,,,,Spitalul Aiud,,,23.7230167,,,,,,,,,,,,,,,,,,,,46.3077623,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,yes,,,,,,,,Spitalul Aiud,,,23.7235314,,,,,,,,,,,,,,,,,,,,46.3079301,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul BalneoMedCenter,,,24.3670524,,,,,,,,,,,,,,,,,,,,45.0821070,,,,,hospital,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Boldescu,,,26.0240557,,,,,,,,,,,,,,,,,,,,44.9500947,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,no,,,,,,,,Spitalul Boli Infecțioase,,,22.8856886,,,,,,,,,,,,,,,,,,,,47.7945099,,,,,hospital,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,no,,,,,,,,Spitalul Boli Pulmonare ,,,25.6762752,,,,,,,,,,,,,,,,,,,,45.1791475,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Buna Vestire,,,26.0305870,,,,,,,,,,,,,,,,,,,,44.9390262,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,Regina Maria,,,85,,,yes,,,,,,,,Spitalul Băneasa Regina Maria,,,26.0717694,,,,,,,,,,,,,,,,,,,,44.4958919,,,,Strada Constantin Dobrogeanu-Gherea,yes,,,,București,,,,013763,,,,,,,,,RO,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul C.F.R.,,,22.8816176,,,,,,,,,,,,,,,,,,,,47.7895054,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul C.F.R.,private,,22.6412098,,,,,,,,,,,fence,,,,,,,,,44.6234415,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,8-12,,,no,,,3,,,,,Spitalul CF Buzău,,,26.8361269,,,,,,,,,,,,,,,,,,,,45.1436946,,,,Bulevardul Republicii,yes,,,,Buzău,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,6,,,,,,,,,,,Spitalul CFR,,,23.7937217,,,,,,,,,,,,,,,,,,,,44.3145550,,,,Bulevardul Știrbei Vodă,,,,,Craiova,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul CFR,,,25.9965905,,,,,,,,,,,,,,,,,,,,44.9264990,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,Spitalul Municipal Calafat,,,,,,,,,,,,,,Spitalul Calafat - Secția exterioara TBC Pneumologie,,,23.0991253,,,,,,,,,,,,,,,,,,,,43.9132628,,,,,,,,,Poiana Mare,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,Ministerul Sănătății,,,5-7,,,yes,,,,,București,,,"Spitalul Clinic ""Doctor Ioan Cantacuzino""",,,26.1093263,,,,,,http://www.spitalul-cantacuzino.ro/,,,,,,,,,,,+40212107100,,,44.4449545,,,,Strada Ion Movilă,,,,,București,,,,020475,limited,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,Ministerul Transporturilor,,,,,,,,,,,,,,Spitalul Clinic C.F. Constanța,,,28.6511060,,,,,,,,,,,,,,,,,,,,44.1738648,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,Ministerul Transporturilor,,,62,,,yes,,,,,,,,Spitalul Clinic C.F. Nr. 2,,,26.0691431,,,,,,,,,,,,,,,,,,,,44.4737970,,,,Bulevardul Mărăști,yes,,,,București,,,,012244,,,,,,,hospital,,,
,,hospital,,,general,,,,,,,,,,,,,19-21,,,no,,,,24/7,,,,Spitalul Clinic Colentina,,,26.1154528,,1858,,,,http://spitalulcolentina.ro,,,,,,,,,,,+4 021 3173245,,,44.4546577,,,,Șoseaua Ștefan cel Mare,,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,general;ophthalmology;surgery;internal;emergency;neurology;psychiatry;otolaryngology,,,,,,,,,,,,,13-15,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana",,,,,,,,,,Spitalul Clinic Căi Ferate,,,21.2179142,,,,,,https://www.spitalcftm.ro/,,,,,,,,,,,+40 256 493 088,,,45.7495125,,,,Splaiul Tudor Vladimirescu,,,,,Timișoara,,,,300173,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Clinic Căi Ferate,,,21.9352689,,,,,,,,,,,,,,,,,,,,47.0671585,,,,,yes,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Clinic Dr CI Parhon,,,27.5681719,,,,,,,,,,,,,,,,,,,,47.1800168,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,2 - 4,,,,,România,,,Sibiu,,,Spitalul Clinic Județean - Clinica de Pediatrie,,,24.1549511,,,,,,http://www.pediatriesibiu.ro/,,,,,,,,RO,,Sibiu,,,,45.7952233,,,,Strada Pompeiu Onofreiu,,SB,,,Sibiu,,,,550166,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Clinic Județean de Urgentă,,,24.1547703,,,,,,,,,,,,,,,,,,,,45.7942078,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,1,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana",,yes,,,,,,,,"Spitalul Clinic Județean de Urgențe ""Sf. Spiridon""",,http://www.spitalspiridon.ro,27.5811326,,1786,,,,http://www.spitalspiridon.ro,,,,,,,,,,,0232-240822,,,47.1679519,,,,Bulevardul Independenței,,,,,Iași,,,,700111,,,,,,,hospital,,RO,
,,hospital,,,,,,,,,,,,,,,,,,,yes,,,,,Deva,,,Spitalul Clinic Județean de Urgență,,,22.9044186,,,,,,,,,,,,,,,,,,,,45.8772699,,,,,,,,,Deva,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,1,,,yes,,,,,,,,Spitalul Clinic Județean de Urgență,,,23.7924010,,,,,,,,,,,,,,,,,,,,44.3066944,,,,Strada Tabaci,,,,,Craiova,,,,200642,yes,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,yes,,,,,,,,Spitalul Clinic Județean de Urgență,,,23.5830532,,,,,,,,,,,,,,,,,,,,46.7658775,,,,Strada Clinicilor,yes,,,,Cluj-Napoca,,,,,yes,,,,,,,,RO,
,,hospital,,,,,,,,,,,,,,,,,,,yes,,,,,,,,Spitalul Clinic Județean de Urgență Cluj,,,23.5818652,,,,,,,,,,,,,,,,,,,,46.7656239,,,,,,,,,Cluj-Napoca,,,http://www.scju-cluj.ro,,yes,,,,,,,,RO,
,,hospital,,,,,,,,,,,,,Spitalul Clinic Județean de Urgență Pius Brînzeu,,,156,,,yes,,,,,Timișoara,,,Spitalul Clinic Județean de Urgență Pius Brînzeu,,,21.2435394,,,,,,,,,,,,,,,,,,,,45.7366392,,,,Bulevardul Dr. Iosif Bulbucă (Liviu Rebreanu),,,,,Timișoara,,,,300723,,,,,,,,,,
,,hospital,,,,,,,,,,,,,SCJU Constanța,,,145,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana",,,,,,,,,,Spitalul Clinic Județean de Urgență „Sf. Apostol Andrei” Constanța,,,28.6407109,,,,,,,,,,,,,,,,,,,,44.1867919,,,,Bulevardul Tomis,,,St. Andrew Constanța County Emergency Clinical Hospital,,Constanța,,,,900591,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,7-8,,,,,,,,,,,Spitalul Clinic Municipal,,,21.3159401,,,,,,,,,,,,,,,,,,,,46.1798407,,,,Strada Mihai Viteazul,,,,,Arad,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,no,,,,,,,,Spitalul Clinic Municipal Dr. Gavril Curteanu,,,21.9171303,,,,,,,,,,,,,,,,,,,,47.0752818,,,,,yes,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Clinic Municipal Filantropia,,,23.7932327,,,,,,,,,,,,,,,,,,,,44.3226986,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,București,12,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana",,,,,,,,,,Spitalul Clinic Nicolae Malaxa,,,26.1783545,,,,,,,,,,,,,,,,,,,,44.4384233,,,,Șoseaua Vergului,yes,,,,București,,,,022448,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,1,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana",,,,,,,,,,Spitalul Clinic Nr.2 Filantropia,,,23.7924603,,,,,,,,,,,,,,,,,,,,44.3215714,,,,Strada Filantropiei,,,,,Craiova,,,,200143,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,Spitalul Panduri,,,,,,,,,,,,,,,Spitalul Clinic Profesor Doctor Theodor Burghele,,,26.0722353,,,,,,,,,,,,,,,,,,,,44.4256060,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,2,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana",,,,,,,,,,"Spitalul Clinic de Adulți Secția Clinică Obstetrica-Ginecologie II ""Dominic Stanca""",,,23.5999931,,,,,,,,,,,,,,,,,,,,46.7743398,,,,Strada Paris,yes,,,,Cluj-Napoca,,,,400125,,,,,,,,,RO,
,,hospital,,,,,,,,,,,,,,,,53-55,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana",,,,,,,,,,"Spitalul Clinic de Adulți Secția Clinică Obstetrica-Ginecologie II ""Dominic Stanca""",,,23.5999358,,,,,,,,,,,,,,,,,,,,46.7744183,,,,Bulevardul 21 Decembrie 1989,yes,,,,Cluj-Napoca,,,,400124,,,,,,,,,RO,
,,hospital,,,,,,,,,,,,,SCBI Constanța,,,100,,,,,,,,,,,Spitalul Clinic de Boli Infecțioase,,,28.6371628,,,,,,,,,,,,,,,,,,,,44.1706162,,,,Bulevardul Ferdinand,,,,,Constanța,,,,900709,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,23,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana",,,,,,,,,,Spitalul Clinic de Boli Infecțioase,,,23.5830973,,,,,,,,,Spitalul Clinic de Boli Infecțioase,,,,,,,,,,,46.7606932,,,,Strada Iuliu Moldovan,yes,,Clinical Hospital of Infectious Diseases,,Cluj-Napoca,,,,400348,,,,,,,,,RO,
,,hospital,,,,,,,,,,,,,Ministerului Sănătății,,,13,,,yes,,,,,,,,Spitalul Clinic de Boli Infecțioase și Pneumoftiziologie Dr. Victor Babeș,,,21.2603163,,,,,,http://www.spitalul-vbabes-tm.ro/,,,,,,,,,,,,,,45.7689955,,,,Strada Gheorghe Adam,,,,,Timișoara,,,,300310,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,126,,,,,,,,,,,Spitalul Clinic de Boli Infecțioase și Pneumoftiziologie Dr. Victor Babeș,,,23.8246033,,,,,,,,,,,,,,,,,,,,44.3149227,,,,Calea București,,,,,Craiova,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Clinic de Boli Infecțioase “Sfânta Parascheva”,,http://www.gomi.ro,27.5833191,,1911,,,,http://www.gomi.ro,,,,,,,,,,,,,Spitalul Izolare,47.1710315,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,17-21,,,,,,4,,,,,"Spitalul Clinic de Chirurgie Oro-Maxilo-Facială ""Prof. Dr. Dan Theodorescu""",,,26.0852229,,,,,,,,,,,,,,,,,,,,44.4358189,,,,Calea Plevnei,yes,,,,București,,,,010221,,,,,,,hospital,,RO,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Clinic de Nefrologie Dr. Carol Davila,,,26.0894303,,,,,,,,,,,,,,,,,,,,44.4443743,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Clinic de Neurologie și Psihiatrie,,,21.9448908,,,,,,,,,,,,,,,,,,,,47.0635438,,,,,yes,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,99,,,,,,,,,,,Spitalul Clinic de Neuropsihiatrie,,,23.8154514,,,,contact@scnpc.ro,,http://www.scnpc.ro/,,,,,,,,,,,0251431189,,,44.3174294,,,,Calea București,,,,,Craiova,,,,200473,,,,,,,hospital,,RO,
,,hospital,,,gynaecology;maternity;obstetrics,,,,,,,,,Casa Rudolf Menczer,,,,22-24,,,,,,2,,,,,Spitalul Clinic de Obstetrică-Ginecologie Dr. Dumitru Popescu,,,21.2146799,,,,,,,,,,,,,,,,,,,,45.7447010,,,,Bulevardul 16 Decembrie 1989,yes,,,,Timișoara,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Clinic de Ortopedie,,,23.6046608,,,,,,,,,,,,,,,,,,,,46.7712196,,,,Strada General Traian Moșoiu,yes,,,,Cluj-Napoca,,,,,,,,,,,,,RO,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spitalul Clinic de Ortopedie ""Foișor"" - Ambulator",,survey,26.1215769,,,,,,,,,,,,,,,,,,,,44.4407960,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,12,,,,,,,24/7,,,,Spitalul Clinic de Pneumoftiziologie Brașov - Pavilionul I,,"Bing, survey",25.5736522,,,,manager@pneumologie.ro,,http://www.pneumologie.ro,,,,,,,,,,,0268477011,,,45.6429493,,,,Aleea Dealul Spirii,yes,,,,,,,,500193,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,40,,,,,,,,,,,Spitalul Clinic de Pneumoftiziologie Constanța,,,28.6085487,,,,,,,,,,,,,,,,,,,,44.2317851,,,,Strada Sentinelei,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,Iași,,,Spitalul Clinic de Pneumologie,,,27.6094451,,,,,,,,,,,,,,,,,,,,47.1554474,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,36,,,,,,,,,,,Spitalul Clinic de Psihiatrie Socola,,,27.6137204,,,,,,,,,,,,,,,,,,,,47.1307568,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,yes,,,,,București,,,Spitalul Clinic de Psihiatrie “Prof. Dr. Alexandru Obregia”,,,26.1281487,,,,,,,,,,,fence,,,,,,,,,44.3863938,,,,,,,,,,,,http://spital-obregia.ro/,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,172,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana",,,,,,,,,,Spitalul Clinic de Urgenta pentru copii Cluj-Napoca Neonatologie-prematuri,,,23.5464858,,,,,,,,,,,,,,,,,,,,46.7674114,,,,Strada Donath,,,,,Cluj-Napoca,,,,400331,,,,,,,,,RO,
,,hospital,,,ophthalmology,,,,,,,,,,Romanian health system,,,1,,,yes,,,7,,București,,,Spitalul Clinic de Urgențe Oftalmologice,,,26.1000622,,,,,,,,,,,,,,,,,,,,44.4459748,,,,Piața Lahovari,hospital,,,,București,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,94,,,,,,,,,,,Spitalul Clinic de Urgențe Tătărași,,,27.6164654,,,,,,,,,,,,,,,,,,,,47.1608815,,,,Strada Ion Creangă,,,,,Iași,,,,700321,,,,,,,,,RO,
,,hospital,,,,,,,,,,,,,,,,,,,yes,,,,,București,,,"Spitalul Clinic de Urgență ""Bagdasar-Arsenie""",,,26.1293482,,,,,,,,,,,fence,,,,,,,,,44.3851108,,,,,,,,,,,,http://www.bagdasar-arseni.ro/,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,yes,,,,,București,,,"Spitalul Clinic de Urgență ""Bagdasar-Arsenie""",,,26.1276861,,,,,,,,,,,,,,,,,,,,44.3854890,,,,,yes,,,,,,,http://www.bagdasar-arseni.ro/,,,,,,,,,,,
,,hospital,,,,,,,,,,,,Spitalul Clinic Nr. 3,,,,2,,,yes,,,,,Iași,,,"Spitalul Clinic de Urgență ""Prof. Dr. Nicolae Oblu""",,,27.6076341,,,,,,http://www.neuroiasi.ro/,,,,,,,,,,,+40 232 264271;+40 232 473020,,,47.1613322,,,,Strada Ateneului,,,,,Iași,,,,700309,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Clinic de Urgență Arad,,,21.3095887,,,,,,,,,,,,,,,,,,,,46.1843755,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Clinic de Urgență Avram Iancu,,,21.9366007,,,,,,,,,,,,,,,,,,,,47.0624146,,,,,,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spitalul Clinic de Urgență Chirurgie Plastică, Reparatorie și Arsuri",,survey,26.0564588,,,,,,,,,,,,,,,,,,,,44.4642626,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,150,,,,,,,,,,,"Spitalul Clinic de Urgență Militar ""Dr. Ștefan Odobleja""",,,23.8194946,,,,smu_craiova@yahoo.com,,http://www.smucraiova.ro/,,0251581444,,,,,,,,,0251581081,,,44.3022180,,,,Strada Caracal,,,,,Craiova,,,,200746,,,,,,,,,RO,
,,hospital,,,,,,,,,,,,,Serviciul Român de Informații,,,149,,,yes,,,,,,,,Spitalul Clinic de Urgență Prof. Dr. Agrippa Ionescu,,,26.1192578,,,,,,http://www.spitalulagrippaionescu.ro/,,,,,,,,,,,,,,44.6460536,,,,Strada Ion Constantin Brătianu,hospital,,,,Balotești,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,13,,,yes,,,,,București,,,Spitalul Clinic de Urgență Sfântul Ioan,,,26.1427626,,,,,,,,,,,,,,,,,+40213345075,,,44.3916272,,,,Șoseaua Vitan-Bârzești,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,yes,,,,,,,,Spitalul Clinic de Urgență pentru Copii Louis Țurcanu,,,21.2213879,,,,,,,,,,,,,,,,,,,,45.7541313,,,,,,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,yes,,,,,București,,,Spitalul Clinic de Urgență pentru Copii „Grigore Alexandrescu”,,,26.0904944,,,,,,,,,,,,,,,,,,,,44.4522542,,,,Bulevardul Iancu de Hunedoara,,,,,București,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,162-164,,,yes,,,5,,,,,Spitalul Clinic nr.1 C.F. Witing,,,26.0716359,,,,,,,,,,,,,,,,,,,,44.4423803,,,,Calea Plevnei,yes,,,,București,,,,010243,,,,,,,hospital,,,
,,hospital,,yes,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Ecomed - Vintilă Vodă,,,26.7425296,,,,,,,,,,,,,,,,,,,,45.4586215,,metal,,,,,,,Vintilă Vodă,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Elena Beldiman,,,27.6715602,,,,,,,,,,,,,,,,,,,,46.2352539,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,București,,,Spitalul Filantropia,,,26.0824040,,,,,,,,,,,,,,,,,,,,44.4526353,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,București,,,Spitalul Fundeni,,,26.1578509,,,,,,,,,,,,,,,,,,,,44.4655861,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Grecescu,private,,22.6442098,,,,,,,,,,,fence,,,,,,,,,44.6241305,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,42,,,,,,,,,,,Spitalul Huedin,,,23.0152743,,,,,,,,,,,,,,,,,,,,46.8627407,,,,Strada Spitalului,,,,,,,,,405400,,,,,,,,,,
,,hospital,,,,30,,,,,10,,,,,,,,,,yes,,,,,,,,Spitalul Județean,,,26.2406942,,,,,,,,,,,,,,,,,,,,47.6393056,,,5101;5099;5100;4868,,,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,Târgoviște,,,Spitalul Județean Dâmbovița,,,25.4501612,,,,,,,,,,,,,,,,,,,,44.9242085,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,yes,,,,,,,,Spitalul Județean Ialomița,,,27.3596604,,,,,,,,,,,,,,,,,,,,44.5682022,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,București,,,Spitalul Județean Ilfov,,,26.1560953,,,,,,,,,,,,,,,,,,,,44.4349966,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Județean Sălaj,,,23.0503571,,,,,,,,,,,,,,,,,,,,47.1929082,Nagy Kórház,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Județean de Urgență,private,,22.6512094,,,,,,http://www.spitjudseverin.ro/,,,,,fence,,,,,,0252/313751,,,44.6437003,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Județean de Urgență - Vâlcea,,,24.3603645,,,,,,,,,,,,,,,,,,,,45.1180125,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Județean de Urgență Dr. Constantin Opriș,,,23.5523972,,,,,,,,,,,,,,,,,,,,47.6558136,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,36,,,yes,,,8,24/7,,,,Spitalul Județean de Urgență Pitești,,,24.8466626,,,,sesizari@sjupitesti.ro,,http://www.sjupitesti.ro/,,,,,,,,,,,0248287150,,,44.8715527,,,,Aleea Spitalului,,,The County Emergency Hospital Pitești,,Pitești,,,,110283,,,,,,,hospital,,,
,,hospital,,,oncology,,,,,,,,,,,,,62,,,yes,,,2,,,,,"Spitalul Județean de Urgență Pitești, Pavilion Secția Oncologie",,,24.8700457,,,,,,,,,,,,,,,,,,,,44.8618744,,,,Bulevardul I. C. Brătianu,,,,,Pitești,,,,,,,,,,,hospital,,,
,,hospital,,,emergency,,,,,,,,,,,,,56,,,yes,,,3,,,,,"Spitalul Județean de Urgență Pitești, Secția Boli Infecțioase",,,24.8695372,,,,,,,,,,,,,,,,,,,,44.8611094,,,,Bulevardul I. C. Brătianu,,,,,Pitești,,,,,,,,,,,hospital,,,
,,hospital,,,ophthalmology;pneumology;psychiatry,,,,,,,,,,,,,53,,,yes,,,,,,,,"Spitalul Județean de Urgență Pitești, Secțiile Oftalmologie, Psihiatrie și Pneumologie",,,24.8590499,,,,,,,,,,,,,,,,,,,,44.8662990,,,,Strada Negru Vodă,,,,,Pitești,,,,110069,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Județean de Urgență Reșița,,,21.8803262,,,,,,,,,,,,,,,,,,,,45.3253823,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Județean de Urgență Slatina,,,24.3681746,,,,,,,,,,,,,,,,,,,,44.4321490,,,,,,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,yes,,,,,,,,Spitalul Județean de urgență Sf. Spiridon,,,27.9529593,,,,,,,,,,,,,,,,,,,,45.2578616,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,yes,,,10,,,,,Spitalul Maria Sklodowska Curie (de copii) - Budimex,,,26.1089945,,,,,,,,,,,,,,,,,,,,44.3896324,,,,Bulevardul Constantin Brâncoveanu,yes,,,,București,,,,,,,,Q7186,,,,,,
,,hospital,,,,,,,no,,,,,,,,,11,,,yes,,,,,,,,Spitalul Mavromati,,,26.6615309,,,,spital@spitjudbotosani.ro,,http://www.spitjudbotosani.ro,,0231 / 517780,,,,,0231 / 518812,,,,,,,47.7422144,,,,Strada Arhimandrit Marchian,,,,,Botoșani,,,,710211,yes,,,,,,hospital,,,yes
,,hospital,,,,,,,,,,,,,,,,3-5,,,,,,,,,,,Spitalul Militar,,,27.1900319,,,,,,,,,,,,,,,,,,,,45.6968576,,,,Strada Cezar Bolliac,,,,,Focșani,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Militar,,,23.6017672,,,,,,,,,,,,,,,,,,,,46.7694348,,,,,,,,,,,,,,,,,,,,,,RO,
