shop,name:cy,healthcare:speciality,building:part,wikipedia:en,postal_code,source:outline,fhrs:structural,ref:seedcode,is_in,addr:housenumber,note,old:fhrs:id,man_made,electricity,created_by,pharmacy,source,is_in:town,capacity:disabled,health_specialty:physiotherapy,multipolygon,fhrs:local_authority_id,health_specialty:geriatrics,fax,survey:date,short_name,check_date,leisure,note:outline,historic,facebook,name:uk,motor_vehicle,source:area,smoothness,wikimedia_commons,addr:street,name:em,source:name,fixme,name:en,contact:fax,name,designation,addr:postcode,roof:material,addr:state,name:etymology:wikidata,fhrs:rating,disused,opening_hours:minor_injuries,health_specialty:renal_dialysis,amenity_1,Source,loc_name,description,healthcare:speciality:mental_health,not:addr:postcode,operational_status,wikipedia,minor_injuries_unit,access,fhrs:authority,alt_website,fhrs:confidence_management,email,highway,barrier,contact:email,addr:province,fhrs:id,roof:shape,specialism,insurance:health,source:geometry,addr:city,source:building,military,toilets:wheelchair,internet_access,drive_through,fhrs:businesstype,lon,contact:website,roof:colour,layer,private,height,lat,alt_name,fhrs:hygiene,operator,previous_name,fee,ref:university_of_cambridge,area,opening_hours,hospital,contact:phone,addr:housename,healthcare:speciality:rehabilitation,type,start_date,website,brand,telephone,phone,health_specialty:dentistry,old_name,smoking,disused:fhrs:id,addr:village,abandoned,note:wikidata,source:id,historic:operator,architect,wheelchair:description,dispensing,landuse,source:amenity,hospital:for,amenity,operator:type,reg_name,addr:suburb,surface,building:min_level,wikidata,source:postcode,addr:town,emergency,addr:district,building:levels,lit,FIXME,source:addr,ref:edubase,addr:full,fence_type,last_check,addr:county,source:addr:postcode,ref:charity,building,building:colour,fhrs:inspectiondate,name:gd,url,wheelchair,addr:place,outpatients,beds,healthcare,position,addr:country,operator:wikidata
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pages Lane Surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9382563,,,,,,52.5455215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paignton Hospital,,TQ3 3AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.5694721,,,,,,50.4369505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,ONS_Postcode_Directory,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wear Street,,,,,,Palmer Community Hospital,,NE32 3UX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jarrow,,,,,,,-1.4920417,,,,,,54.9804039,,,,,,,,,,,,,,,https://www.nhs.uk/Services/hospitals/Overview/DefaultView.aspx?id=668,,,+44 191 402 8000,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Park Attwood Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3001102,,,,,,52.4140649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,OS OpenMap Local,,,,,,,,,,,,,,,,,,,,,,,,,,Park House Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0215906,,,,,,53.4766148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,OS_OpenData_StreetView,,,,,,,,,,,,,,,,,,,,,,,,,,Park Lee Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4804059,,,,,,53.7344861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandy Lane,,,,,,Park Lodge Independent Hospital,,SK6 4NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0831262,,,,,,53.4178932,,,,,,,,,,,,,,,http://www.careuk.com,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Park Road Children & Family Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8675149,,,,,,52.4483922,,,South Birmingham NHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Park View Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8969784,,,,,,52.4403748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,Salamanca Street,,,,,,Parkhead Hospital,,G31 5ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glasgow,,,,,,,-4.1973059,,,,,,55.8531165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q85011529,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,OS7,,,,,,,,,,,,,,,,,,,,,,,,,,Parklands Hospital,,RG24 9RH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1128445,,,,,,51.2830992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,16,Psychiatric hospital for people with LDs,,,,,,,,,,,,,,,,,,,,,,,,,,Stanningley Road,,,,,,Parkside Lodge,,LS12 2HE,,,,,,,,,,,,,,,,,,,,,,,,,,322479,,,,,Leeds,,,,,,,-1.5900810,,,,,,53.7990199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,visual survey; estimate,,,,,,,,,,,,,,,,,,,,,,,,,,Parkway Hospital (BUPA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7640342,,,,,,52.4215856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parsloes Avenue Surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1309329,,,,,,51.5511286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paulton Memorial Hospital,,BS39 7SB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4927527,,,,,,51.2993421,,,,,,,,,,,,,,,https://bathneshealthandcare.nhs.uk/clinics-and-treatments/community-hospitals/,,,,,,,204966,,,,,,,,,,,,hospital,,,,,,Q7155377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,Brest Road,,,,,,Peninsula NHS Treatment Centre,,PL6 5XP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plymouth,,,,,,,-4.1191108,,,,,,50.4127462,,,,,,,,,,,,,,,http://www.peninsulatreatmentcentre.nhs.uk/,,,+44 1752 506 070,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,yes,,,,,yes,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penn Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1602407,,,,,,52.5592712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penntorr Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.2239552,,,,,,50.3749987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chapel Pill Lane,,,,,,Penny Brohn Cancer Care,,BS20 0HH,,,,,,,,,,,,,,,,,,,,,,,,,,185478,,,,,Bristol,,,,,,,-2.6750978,,,,,,51.4786015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,FHRS Open Data,,,,,,,,,,,,,,Easton-In-Gordano,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bridge Lane,,,,,,Penrith Hospital,,CA11 8HX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penrith,,,,,,,-2.7415540,,,,,,54.6564041,,,,,,,,,,,,,,,https://www.cumbriapartnership.nhs.uk/where-we-work/penrith-community-hospital,,,+44 1768 245300,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queen Elizabeth Drive,,,,,,Pershore Hospital,,WR10 1PS,,,,,,,,,,,,,,,,,,,,,,,,,,673972,,,,,Pershore,,,,,,,-2.0781131,,,,,,52.1140111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,FHRS Open Data,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"GPS, OS_OpenData_StreetView, NHS Website",,,,,,,,,,,,,,,,,,,,,,,,,,Perth Royal Infirmary,,PH1 1NX,,,,,,,,,,,,,,,en:Perth Royal Infirmary,,,,,,,,,,,924277,,,,,Perth,,,,,,,-3.4557482,,,,,,56.3983917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7170888,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bretton Gate,,,,,,Peterborough City Hospital,,PE3 9GZ,,,,,,,,,,,,,,,,,,,,,,,,,,247232,,,,,Peterborough,,,,,,,-0.2784728,,,,,,52.5875775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7177993,,,yes,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peterlee Community Hospital,,,,,,,,,,,,,,,,,en:Peterlee Community Hospital,,,,,,,,,,,,,,,,,,,,,,,-1.3342976,,,,,,54.7549631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q85846916,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swan Street,,,,,,Petersfield Hospital,,GU32 3LB,,,,,,,,,,,,,,,,,,,,,,,,,,910460,,,,,Petersfield,,,,,,,-0.9426339,,,,,,51.0042084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Hanningfield Road,,,,,,Phoenix Hospital,,CM2 8FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chelmsford,,,,,,,0.5037531,,,,,,51.7074607,,,Phoenix Hospital Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,private,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,"Bing maps, survey, local knowledge, aerial imagery",,,,,,,,,,,,,,,,,,,,,,,,,,Pilgrim Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0128345,,,,,,52.9935330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7193936,,,yes,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinderfields Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4854531,,,,,,53.6923593,,,The Mid Yorkshire Hospitals NHS Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q30280299,,,yes,,,,,,,,,,,,,,,,,http://www.midyorks.nhs.uk,,,,,hospital,,,
,,,,,,,,,,,,,,,,,OS OpenMap Local,,,,,,,,,,,,,,,,,,,,Benslow Lane,,,,,,Pinehill Hospital,,SG4 9QZ,,,,,,,,,,,,,,,,,,,,,,,,,,961058,,,,,Hitchin,,,,,,,-0.2628796,,,,,,51.9500398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,FHRS Open Data,,,,,Hertfordshire,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferry Road,,,,,,Pitlochry Community Hospital,,PH16 5FG,,,,,,,,,,,,,,,,,,,,,,,,,,938163,,,,,Pitlochry,,,,,,,-3.7366597,,,,,,56.7004466,,,,,,,,,,,Pitlochry Community Hospital,,,,https://www.nhstayside.scot.nhs.uk/GoingToHospital/OurPremisesA-Z/PitlochryCommunityHospital/index.htm,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plas Coch Independant Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4575740,,,,,,53.2646329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plymouth Grove Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2256950,,,,,,53.4641845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,Ysbyty Pontypridd A'r Cyclch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pontypridd and District Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3268749,,,,,,51.6025670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Longfleet Road,,,,,,Poole General Hospital,,BH15 2JB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9722287,,,,,,50.7224936,,,Poole NHS Trust,,,,,,,+44 1202 665511,,,,,https://www.poole.nhs.uk,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7228621,,,yes,,,,,,,,,,,,,,,,,,yes,,,,,,,
,,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Porlock Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.5965040,,,,,,51.2100715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Port Isaac Surgury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.8257871,,,,,,50.5899022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portland Hospital (Minor Injuries Unit),,,,,,,,,,,,,,,,,"en:Royal Naval Hospital, Portland",,,,,,,,,,,,,,,,,,,,,,,-2.4453543,,,,,,50.5657563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q16899469,,,no,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,OS_OpenData_StreetView,,,,,,,,,,,,,,,,,,,,Fancy Hill,,,,,,Portree Community Hospital,,IV51 9BZ,,,,,,,,,,,,,,,,,,,http://www.portreehospital.org.uk,,,,,,,560889,,,,,Portree,,,,,,,-6.1936081,,grey,,,,57.4105638,,,,,,,,,,,,,,,https://www.nhshighland.scot.nhs.uk/Services/Pages/PortreeCommunityHospital.aspx,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,FHRS Open Data,,,,,,,,hospital,,,,,,,,,hospital,,GB,
,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,Church Road,,,,,,Portslade Health Centre,,BN41 1LB,,,,,,,,,,,,,,,,,,,,,,,,,,207326,,,,,Portslade,,,,,,,-0.2134954,,,,,,50.8337412,,,,,,,,,,,,,,,http://www.portsladehealthcentre.co.uk/,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,FHRS Open Data,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnet Road,,,,,,Potters Bar Community Hospital,,EN6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potters Bar,,,,,,,-0.1782543,,,,,,51.6869385,,,,,,,,,,,Potters Bar Community Hospital,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,Hertfordshire,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chesterfield Road,,,,,,Presentation Sisters Care Centre - former Convent School,,DE4 3FT,,,,,,,,,,,,,,,,,,,,,,,,,,258316,,,,,Matlock,,,,,,,-1.5440842,,,,,,53.1423103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prestwich Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3026841,,,,,,53.5297398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primrose Terrace,,,,,,Primrose Hill Community Hospital,,NE32 5HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jarrow,,,,,,,-1.4835527,,,,,,54.9676966,,,,,,,,,,,,,,,https://www.nhs.uk/Services/hospitals/Overview/DefaultView.aspx?id=RE9GC,,,+44 191 451 6375,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ysbyty Tywysog Philip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permissive,,,,,,,,,,Prince Philip Hospital,,,,,,,,,,,,,,,,,,,permissive,,,,,,,,,,,,,,,,,,,,,-4.1355748,,,,,,51.6931734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q30280386,,,yes,,,,,,,,,,,,,,,,,,yes,,,,,,,
,,,,,,,,,,73a,,,,,,,,,,,,,,,,,,,,,,,,,,,London Road,,,,,,Princes House,,RG1 5UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reading,OS_OpenData_StreetView,,,,,,-0.9593170,,,,,,51.4516397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,yes,,,,,,,,,,,,,,Bing;survey,,,,,,,,,,,,,,,,,,,,,,,,,,Princess Alexandra Eye Pavilion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.1986692,,,,,,55.9441519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7244518,,,,,1,,,,,,,,,,,yes,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Princess Alexandra Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0834007,,,,,,51.7696283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q50573098,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Princess Anne Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4363634,,,,,,50.9353143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7244546,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,38-42,,,,,,,,,,,,,,,,,,,,,,,,,,,Osborne Road,,,,,,Princess Margaret Hospital,,SL4 3SJ,,,,,,,,,,,,,,,,,,,,,,,,,,842817,,,,,,,,,,,,-0.6108390,,,,,,51.4748391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,FHRS Open Data,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Princess Royal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0915177,,,,,,50.9922292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7244803,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,estimate,,,,,,,,,,,,,,,,,,,,,,,,,,Princess Royal Hospital,,TF1 6TF,,,,,,,,,,Telford Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5145602,,,,,,52.7139294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7244804,,,yes,,,,,,,,,,,,,,,,,,yes,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farnborough Common,,,,,,Princess Royal University Hospital,,BR6 8ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orpington,,,,,,,0.0605045,,,,,,51.3666812,,,King's College NHS Foundation Trust,,,,,,,,,,,,https://pruh.kch.nhs.uk/,,,+44 1689 863000,,,,,,,,,,,,,,,,hospital,,,,,,Q7244808,,,yes,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Princess of Wales Community Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0579439,,,,,,52.3447221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lynn Road,,,,,,Princess of Wales Hospital,,CB6 1DN,,,,,,,,,,,,,,,,,,,,,,,,,,336536,,,,,Ely,,,,,,,0.2770655,,,,,,52.4133089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,FHRS Open Data,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Priory Health Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6537769,,,,,,51.2035333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairfield Bungalows,,,,,,Priory Hospital Blandford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blandford Forum,,,,,,,-2.1632761,,,,,,50.8621963,,,,,,,,,,,Priory Hospital,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,centre,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Priory Hospital Bristol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5650163,,,,,,51.4814363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,+44 1245 346177,,,,,,,,,,,,,Stump Lane,,,,,,Priory Hospital Chelmsford,,CM1 7SJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chelmsford,,,,,,,0.4884109,,,,,,51.7423462,,,The Priory Group,,,,,,,,,,,,https://www.priorygroup.com/,,,+44 1245 806412,,,,,,,,,,,,,,,,hospital,private,,,,,Q30265238,,,no,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ransom Road,,,,,,Priory Hospital Nottingham,,NG3 5GS,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1313060,,,,,,52.9716152,,,The Priory Group,,,,,,,,,yes,,,https://www.priorygroup.com/location-results/item/the-priory-clinic-nottingham,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,FHRS Open Data,,,,,,,,yes,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,Prospect House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7344430,,,,,,52.4012479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,yes,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prospect Park Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0135426,,,,,,51.4501591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q30292887,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,856,,,,,,,,,,,,,,,,,,,,,,,,,,,Brighton Road,,,,,,Purley War Memorial Hospital,,CR8 2YL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purley,,,,,,,-0.1145764,,,,,,51.3400462,,,,,,,,,,,,,,,,,,+44 20 8401 3000,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,
