health_facility:type,shop,office,healthcare:speciality,OGD-Stmk:ARZTNR,description:de,health_specialty:ophthalmology,insurance:OEDA,addr:housenumber,description,addr:state,name:de,source,addr:village,addr:conscriptionnumber,healthcare:speciality:de,insurance:BVA,fax,at_bev:addr_date,emergency,contracts,historic,addr:street,fixme,contact:fax,addr:city,designation,addr:postcode,roof:material,insurance:SVA,health_specialty:surgery,insurance:VA,int_name,owner,full_name,insurance,phone_1,insurance:KFAW,wikipedia,insurance:KFAG,ref,email,source:housenumber,contact:email,contact:phone1,roof:shape,doctors,health_specialty:internal_medicine,general_medicine,health_specialty:general,health_person:type,health_specialty:radiology,toilets:wheelchair,source_ref,origin,lon,contact:website,roof:colour,lat,alt_name,building:roof:shape,source_1,operator,insurance:GKK,short_name,opening_hours,contact:phone,addr:housename,name,contact:mobile,OGD-Stmk:OBJECTID,start_date,website,phone,old_name,smoking,url,dispensing,landuse,amenity,addr:suburb,wikidata,medical_system:western,addr:district,building:levels,image,note,source:addr,building:material,addr:full,health_specialty:massage_therapy,min_height,health_specialty:orthopaedics,date,building,building:colour,health_specialty:optometry,wheelchair,addr:place,healthcare,addr:country
,,,,,,,,14,,,,,,,,,,,,,,Wieshöfstraße,,,Karlstetten,,3121,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5615009,,,48.2562318,,,,,,,"Mo,Th,Fr 07:30-12:30; We 07:30-12:30,17:30-19:00",,,Dr. Herwig Rotter,,,,,+43 2741 7300,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,
,,,,,,,,27,,,,,,,,,,,,,,Georgestraße,,,Langenstein,,4222,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4746007,,,48.2529485,,,,,,,,,,Dr. Hohl,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,73,,,,,,,,,+43 (7564) 5555 14,,,,,Hinterstoder,,,Hinterstoder,,4573,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1473431,,,47.6967517,,,,,,,,,,Dr. Holger August Grassner,,,,,+43 (7564) 55550,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,73,,,,,,,,,,,,,,Unterkramsach,,,Kramsach,,6233,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8875843,,,47.4431774,,,,,,,,,,Dr. Hosp,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,1,,,,,,,,,,2017-04-07,,,,Am Zeilberg,,,Wiesmath,,2811,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2837437,,,47.6152964,,,,,,,,,,Dr. Huber,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,10,,,,,,,,,,,,,,Weidenstraße,,,Gampern,,4851,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5507827,,,47.9864750,,,,,,,"Mo-Fr 08:00-12:00; Tu 08:00-12:00,16:30-18:30; Th 15:00-17:00",,,Dr. Hubert Niedermayr,,,,,+4376828707,,,,,,doctors,,,,,,,,,,,,,,,detached,,,yes,,,AT
,,,general,,,,,8,,,,,,,,,,2017-10-01,,,,Stocket,,,St. Marienkirchen am Hausruck,,4926,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5681937,,,48.1892426,,,,Dr. Hutgrabner Christoph,,,,,,Dr. Hutgrabner Christoph,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,Stocket,doctor,AT
,,physician,,,,,,5,,,,geoimage.at,,,,,,2016-10-02,,,,Rainerweg,,,Frankenburg am Hausruck,,4873,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4866291,,,48.0652714,,,,,,,,,,Dr. Höftberger,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,general,,,,,16a,Ärztin für Allgemeinmedizin,,,,,,,,,2017-10-01,,,,Kremser Straße,,,Hausleiten,,3464,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0986907,,,48.3943440,,,,,,,"Mo 08:00-11:00; Tu 07:30-11:30,16:00-19:00; Th 08:00-12:00,14:00-16:00; Fr 08:00-12:00,14:00-16:00; PH off",,,Dr. Irene Mann,,,,,+43 2265 7356,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,,,,,,,3a,,,,,,,,,,,,,,Kreuzstraße,,,Schlins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6987923,,,47.2061502,,,,,,,,,,Dr. Iris Jäger,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,general,,,,,49,,,,geoimage.at;aekstmk.or.at,,,,,,2016-10-02,,,,Altenmarkter Straße,,,Wies,,8551,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2623085,,,46.7146579,,,,,,,"Mo,We,Fr 08:00-12:30; Tu,Th 15:00-18:30; Sa,Su,PH off",,,Dr. Irmagard Schwender,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,,,,,,,1,,,,,,,,,,,,,,Buchbergstraße,,,Leonding,,4060,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2582277,,,48.2835006,,,,,,,,+43 732 682835,,Dr. Isabella Roth,,,,,,,,,,,doctors,,,,,,,Allgemeinmedizin,,,,,,,,house,,,,,,AT
,,,general,,,,,3,Allgemeinmedizin (Praktischer Arzt),,,,,,,,+43 2287 4641-74,,,,,Arbeiterheimstraße,,,Strasshof an der Nordbahn,,2231,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6366560,,,48.3156854,,,,,,,,,,Dr. Johann Cserko,,,,,+43 2287 4477,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,
,,,general,,,,,12,,,,,,,,,,2017-10-01,,,,Bahnhofstraße,,,Schruns,,6780,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9189218,,,47.0793916,,,,,,,,+43 5556 741 61,,Dr. Johann Trippolt,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,,,,,,,31,,,,,,,,,,,,,,Harterfeldstraße,,,Leonding,,4060,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2540934,,,48.2605902,,,,,,,"Mo 07:45-11:45,16:45-19:00;Tu 06:45-08:30,16:45-19:00;We-Fr 07:45-11:00;Sa-Su off",+43 732 673323,,Dr. Johannes Füreder / Dr. Magdalena Liebhart,,,,,,,,,,,doctors,,,,,,,,,,,,,,,house,,,,,,AT
,,,,,,,,32,,,,geoimage.at,,,,,,,,,,Schulstraße,,,Königswiesen,,4280,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8358108,,,48.4089506,,,,,,,"Mo,Th 07:30-11:30; Tu 07:30-11:30,16:00-18:00; Fr 13:30-18:00; Sa 07:30-09:30",+43 7955 6740,,Dr. Josef Schützenberger,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,68,,,,,,,,,,2018-10-01,,,,Sigmund-Freud-Straße,,,Obertressen,,8990,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7794182,,,47.6162537,,,,,,,,+43 3622 52829,,Dr. Judith Meryem Müller,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,general,4754.0,,,yes,565,,,,Land Steiermark - data.steiermark.gv.at,,,Arzt für Allgemeinmedizin,yes,,,,,,Dr-Josef-Genger-Platz,,+43 3613 234715,Admont,,8911,,yes,,yes,,,,"BVA, GKK, KFAG, KFAW, SVA, OEDA, VA",,yes,,yes,,,,joerg@schweiger-doc.at,,,,,,,,,,,,14.4611312,,,47.5786249,,,,,yes,,,+43 3613 2347,,Dr. Jörg Schweiger,,2291,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,,general,,,,,28,,,,geoimage.at,,,,,,,,,,Flurstraße,,,Höchst,,6973,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6450124,,,47.4655360,,,,,,,,,,Dr. Jürgen Schneider,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,yes,,doctor,AT
,,,,,,,,2,Allgemeinmedizin / Anästhesiologie und Intensivmedizin,,,,,,,,,,,,,Hauptstraße,,,Wallern im Burgenland,,7151,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9366622,,,47.7250394,,,,,,,,,,Dr. Karin Limbeck,,,,,+43 2174 26651,,,,,,doctors,,,,,,,,,,,,,,,yes,,,yes,,,
,,,,,,,,5,,,,,,,,,,,,,,Markt,,,Unterweißenbach,,4273,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7824766,,,48.4339208,,,,,,,"Mo 08:00-12:00,17:00-19:00; Tu, We, Fr 08:00-12:00; Th 16:00-19:00",+43 7956 7339,,Dr. Karin Mittendorfer,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,physician,general,,,,,55,,,,,,,,,,,,,,Neunkirchener Straße,,,Puchberg am Schneeberg,,2734,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9183600,,,47.7810133,,,,,,,,,,Dr. Karin Pietsch,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6472271,,,47.3883172,,,,,,,,,,Dr. Karl Schnell,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,
,,,,,,,,1,,,,,,,,,,,,,,Johann-Georg-Seyfried-Weg,,+43 5523 62402 4,Weiler,,6837,,,,,,,,,,,,,,,,ordination@grotti.at,,,,,,,,,,,,9.6536121,,,47.3028581,,,,,,,,+43 5523 62402,,Dr. Karl-Heinz Grotti,,,,http://www.grotti.at/,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,,,,,,,11a,,,,,,,,,,,,,,Untere Marktstraße,,,Sieghartskirchen,,3443,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0124652,,,48.2588950,,,,,,,,,,Dr. Kerbl-Hofinger,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,
,,,general,,,,,5,,,,geoimage.at MaxRes;https://www.meinbezirk.at/kitzbuehel/lokales/die-neue-hausaerztin-in-brixen-infos-und-oeffnungszeiten-d2110145.html,,,,,,,,,,Pfarrfeld,,,Brixen im Thale,,6364,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2523342,,,47.4512128,,,,,,,,,,Dr. Kerstin Gasser-Puck,,,,,05334/8181,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,5,,,,,,,,,,,,,,Baumgartenstraße,,,Markgrafneusiedl,,2282,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6243645,,,48.2679860,,,,,,,,,,Dr. Kiraly,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,23,,,,,,,,,,2017-04-07,,,,Hauptplatz,,+43 4233 20283,Griffen,,9112,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7299701,https://www.dr-dobrounig.at/,,46.7032064,,,,,,,"Mo,Tu 07:30-12:30; We 15:00-18:00; Th 07:45-12:30; Fr 07:00-11:00",+43 4233 20320,,Dr. Klaudia Dobrounig,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,12,,,,geoimage.at,,,,,,,,,,Lederergasse,,,Lembach im Mühlkreis,,4132,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8974376,,,48.4968609,,,,,,,,,,Dr. Klaus Fürst,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,
,,,general,5629.0,,,,10,,,,Land Steiermark - data.steiermark.gv.at;Bing,,,Arzt für Allgemeinmedizin,,,,,,,Körblergasse,,+43 316 3815704,Graz,,8010,,yes,,,,,,"KFAG, KFAW, SVA",,yes,,yes,,,,,,,,,,,,,,,,15.4443574,,,47.0791090,,,,,,,,+43 316 3815700,,Dr. Klaus Gstirner,,203,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,,,,,,,10,,,,,,,,,,,,,,Schulstraße,,,Leonding,,4060,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2571293,,,48.2503636,,,,,,,,+43 699 81165345,,Dr. Klaus Rolli,,,,,,,,,,,doctors,,,,,,,Neurochirurchie,,,,,,,,house,,,,,,AT
,,,biochemistry,5418.0,,,,7,,,,Land Steiermark - data.steiermark.gv.at;geoimage.at,,,Facharzt für Medizinische und Chemische Labordiagnostik,yes,,2018-10-01,,,,Karl Morre-Gasse,,+43 3452 7627622,Leibnitz,,8430,,yes,,yes,,,,"BVA, GKK, KFAG, KFAW, SVA, VA",,yes,,yes,,,,,,,,,,,,,,,,15.5422955,,,46.7804491,,,,,yes,,,+43 3452 76276,,Dr. Klaus Sabin,,1567,,,,,,,,,doctors,,,,,,,Facharzt für Labormedizin,,,,,,,,yes,,,,,doctor,AT
,,,,,,,,19,,,,,,,,,,,,,,Stiftsfeld,,,Fischlham,,4652,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9510225,,,48.0850881,,,,,,,"Mo-Fr 08:00-12:00; Tu 17:00-19:00; We 08:00-12:00,17:00-19:00",,,Dr. Krump,,,,,,,,,,,doctors,,,,,,,,,,,,,,,residential,,,,,,AT
,,,,,,,,27,,,,geoimage.at,,,,,,,,,,Bahnhofstraße,,,Altheim,,4950,,,,,,,,,,,,,,,,,,,,,,,,,no,,,13.2343222,,,48.2519458,,,,,,,,,,Dr. Krösslhuber,,,,,+43 7723 42322,,,,,,doctors,,,,,,,,,,,,,,,yes,,,no,,,
,,,,,,,,,,,,geoimage.at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5186038,,,47.8453594,,,,,,,,,,Dr. Kugler,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,yes,,,
,,,,,,,,20,,,,,,,,,,2018-10-01,,,,Bahnstraße,,,Bad Vöslau,,2540,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2181944,,,47.9672699,,,,,,,,,,Dr. Kurt Hlawacek,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,general,,,,,94,,,,,,,,,,,,,,Arlbergstraße,,,Innerbraz,,6751,,,,,,,,,,,,,,,,praxis@dr-jenny.at,,,,,,,,,,,,9.9185557,http://www.dr-jenny.at/,,47.1444896,,,,,,,"Mo 08:00-11:00,17:00-19:00; Tu 08:00-11:00,15:00-17:00; Th,Fr 08:00-11:00",+43 5552 28444,,Dr. Kurt Jenny,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,,,,,,,2,,,,,,,,,,,,,,Ameisbergweg,,,Kollerschlag,,4154,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8420604,,,48.6018854,,,,,,,,,,Dr. Leitner,,,,,07287 83490,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,general,,,,,13,,,,,,,,,,,,,,Ringstraße,,,St.Leonhard bei Freistadt,,4294,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6710895,,,48.4412410,,,,,,,"Mo 08:00-11:00,17:00-19:00; Tu 08:00-11:30; We,Th 08:00-11:30,17:00-19:00; Fr 08:00-11:30; Sa 09:00-11:00",+43 7952 85500,,Dr. Leopold Reichinger,,,,,,,,,,,doctors,,,,,1,,Arzt Reichinger Leopold,,,,,,,,house,,,,,doctor,
,,,,,,,,7,,,,,,,,,,2017-10-01,,,,Dr.Siegfried Gapp Weg,,,Mieming,,6414,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9658121,,,47.3062197,,,,,,,,,,"Dr. Linser, Allgemeinmedizin",,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,yes,,centre,AT
,,,,,,,,32,,,,basemap.at,,,,,,,,,,Hauptstraße,,,Zistersdorf,,2225,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7647826,,,48.5451994,,,,,,,,,,Dr. Manfred Ganneshofer,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,
,,,paediatrics,,,,,2A,,,,,,,,,+43 1 25 33033 4315,,,,,Marienplatz,,,Perchtoldsdorf,,2380,,,,,,,,,,,,,,ordination@kinderarzt-perchtoldsdorf.at,,,,,,,,,,,,,,16.2804594,,,48.1251889,,,,,,,"Mo,We 15:00-18:00; Mo-Fr 09:00-12:00",,,Dr. Manuel Langer,,,,https://www.kinderarzt-perchtoldsdorf.at/,+43 1 244 70 72,,,,,,doctors,,,,,,https://www.kinderarzt-perchtoldsdorf.at/wp-content/uploads/2018/08/kap-web-logo.png,,,,,,,,,,,,yes,,doctor,AT
,,,,,,,,51,,,,,,,,,,,,,,Obere Hauptstraße,,,Nickelsdorf,,2425,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0633139,,,47.9419064,,,,,,,,,,Dr. Margareta Schmidt-Orban,,,,,004321462323,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,physiatry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2798312,,,46.6498531,,,,,,,,,,Dr. Marianne Böckelberger,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,
,,,,,,,,13,,,,,,,,,,,,,,Dallingerstraße,,,Leonding,,4060,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2469449,,,48.2761793,,,,,,,"Tu 16:00-18:00;Th 08:00-10:00;Mo,We,Fr-Su off",+43 732 678829,,Dr. Marietta Pernsteiner,,,,,,,,,,,doctors,,,,,,,Allgemeinmedizin,,,,,,,,house,,,,,,AT
,,,anaesthetics,4939.0,,,,4,,,,Land Steiermark - data.steiermark.gv.at,,,Facharzt für Anästhesiologie und Intensivmedizin,,,,,,,Industriegasse,,+43 3862 53130,Bruck an der Mur,,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2746916,,,47.4206264,,,,,,,,+43 3862 52684,,Dr. Markus Heiml,,2035,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,,general,,,,,7,,,,geoimage.at MaxRes,,,,,,,,,,Osterndorfer Straße,,,Bad Häring,,6323,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1205377,,,47.5131664,,,,,,,,,,Dr. Markus Huber Facharzt für Allgemeinmedizin,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,,,,,,,30,,,,,,,,,,,,,,Hirtenberger Straße,,,Sankt Veit an der Triesting,,2560,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1597669,,,47.9371470,,,,,,,Mo 13:30-19:00; Tu 07:30-13:30; Th 08:30-13:30; Fr 13:30-17:00,+43 2672 87795,,Dr. Markus Sommer,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,,general,,,,,12,,,,www.knittelfeld.at,,,,,+43 3512 8350915,2017-10-01,,,,Parkstraße,,,Knittelfeld,,8720,,,,,,,,"GKK, BVA, VA, SVA, KFA, SVB",,,,,,ordination@dr-handel.at,,,,,,,,,,,,,,14.8269634,,,47.2119605,,,www.docfinder.at,,,,"Mo 08:00-13:00, Tu 13:00-18:00, We 08:00-13:00, Th 13:00-18:00, Fr 08:00-12:00",,,Dr. Martin Handel,,,,www.dr-handel.at,+43 3512 853090,,,,,,doctors,,,,Murtal,,,,,,,,,,,yes,,,,,doctor,AT
,,,,,,,,1a,,,,,,,,,,,,,,Straubstraße,,,Hall in Tirol,,6060,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5069833,,,47.2839491,,,,,,,,,,Dr. Martin Jud,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,1,,,,,,,,,,,,,,Mischlgutweg,,,Anif,,5081,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0649038,,,47.7475632,,,,,,,"Mo 08:00-12:00,16:00-19:00; Tu 16:00-19:00; We-Fr 08:00-12:00",,,Dr. Martin Krüger,,,,http://www.dr-krueger.at/,06246/ 72 96 9,,,,,,doctors,,,,,1,,,,,,,,,,office,,,yes,,,AT
,,,,,,,,11,,,,,,,,,,,,,,Rudolfstraße,,,Langenlois,,3550,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6750200,,,48.4719354,,,,,,,"Mo,We 07:30-12:30; Tu 07:30-12:30,17:00-19:00; Fr 07:30-10:30",,,Dr. Matthias Skopek,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,214,,,,,,,,,,2018-10-01,,,,Schöffelstraße,,,Sulz im Wienerwald,,2392,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1379376,,,48.1012570,,,,,,,,,,Dr. Merz,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,10,,,,,,,,,,2018-10-01,,,,Hubertusgasse,,,Oberpullendorf,,7350,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5128455,,,47.4965498,,,,,,,,,,Dr. Michael Ackerl,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,,dermatology;venereology,,,,,25a,,,,geoimage.at,,,,,+43 4242 52838-40,2017-10-01,,,,Völkendorfer Straße,,,Villach,,9500,,,,,,,,,,,,,,termindrgasser@gmx.at,,,,,,,,,,,,,,13.8350081,,,46.6099058,,,,,,Dr. Gasser,"Mo 08:00-11:00,13:00-15:00; Tu-Fr 08:00-11:00",,,Dr. Michael Gasser,,,,http://www.hautarzt-villach.at,+43 4242 52838,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,,,,,,,76,,,,,,,,,,,,,,Hauptstraße,,,Deutschkreutz,,7301,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6270956,,,47.5978352,,,,,,,"Mo, Th 07:00-11:30; Tu, Fr 07:00-11:30, 15:30-17:00",,,Dr. Michael Heinrich,,,,http://www.deutschkreutz.at/aerzte.html,+43 2613 89260,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,urology,,,,,78,,,,geoimage.at,,,,,,,,,,Langenharterstraße,,,St. Valentin,,4300,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5180745,,,48.1727763,,,,,,,,,,Dr. Michael Jahn,,,,http://www.urologe-jahn.at/,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,11,,,,,,,,,,,,,,Seestraße,,,Mörbisch am See,,7072,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6698672,,,47.7551262,,,,,,,"Mo,Fr 08:00-12:00, 15:00-17:00; Tu,Th 08:00-12:00; We,PH off",,,Dr. Michael Schriefl,,,,,+43 2685 8240,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,82,,,,,,,,,,2019-04-01,,,,Hauptstraße,,,Gutenstein,,2770,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8963739,,,47.8765429,,,,,,,,,,Dr. Michael Wanzenböck,,,,http://www.wanzi.at/,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,30,,,,,,,,,,,,,,Pilotengasse,,,Wien,,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4824408,,,48.2214411,,,,,,,"Mo 09:00-12:00, Tu 09:00-12:00, We 15:00-18:00, Th 09:00-12:00, Fr 13:00-16:00",,,Dr. Monika Hinterberger,,,,https://hinterberger.or.at/,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,17,,,,,,,,,,,,,,Hauptstraße,,,Schiedlberg,,4521,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2675957,,,48.0917078,,,,,,,,,,Dr. Monika Paireder,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,yes,,,AT
,,,general,,,,,48,,,,,,,Arzt für Allgemeinmedizin,,,,,,,Angergasse,,,,,7474,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4475077,,,47.1605422,,,,,,,,,,Dr. Moser,,,,,+43 3365 220 20,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,
,,,,,,,,38a,,,Dr. Neuner,,,,,,+43512302530 25,,,,,Bahnhofstraße,,,Völs,,6176,,,,,,,,,,,,,,anmeldung@drneuner.at,,,,,,,,,,,,,,11.3203350,,,47.2551718,,,,,,,"Mo-Fr 08:00-11:30, Tu 16:00-18:00, Th 16:00-18:00",,,Dr. Neuner,,,,https://www.drneuner.at/,+43512302530,,,,,,doctors,,,,,,,,,,,,,,,yes,,,yes,,doctor,AT
,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6812415,,,47.1321784,,,,,,,,,,Dr. Nico Schoklitsch,,,,,,,,,yes,,doctors,,,,,,,,,,,,,,,yes,,,,,,
,,,,,,,,21,,,,,,,,,,,,,,Hagergasse,,,Deutsch-Wagram,,2232,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5595654,,,48.3003137,,,,,,,,,,Dr. Niedermayer,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,23,,,,geoimage.at,,,,,,,,,,Bauordenstraße,,,Wels,,4600,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0021514,,,48.1493672,,,,,,,,,,Dr. Norbert Haberbusch,,,,,+437242/45080,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,22,,,,geoimage.at,,,,,,2018-10-01,yes,,,Kobernaußerwaldstraße,,,Lengau,,5212,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2928287,,,48.0260222,,,,,,,,,,Dr. Nöbauer,,,,,,,,,,,doctors,,,,,,,,,,,,,,,house,,,,,,AT
,,,,,,,,271,,,,,,,,,,,,,,Barwies,,,Mieming,,6414,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9651993,,,47.3056772,,,,,,,,,,"Dr. Oberleit, Allgemeinmedizin",,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,yes,,,AT
,,,general,3850.0,,,,262,,,,Land Steiermark - data.steiermark.gv.at,,,Arzt für Allgemeinmedizin,yes,,,,,,Hauptstraße,,+43 3477 21794,Sankt Peter am Ottersbach,,8093,,yes,,yes,,,,"BVA, GKK, KFAG, KFAW, SVA, VA",,yes,,yes,,,,,,,,,,,,,,,,15.7585380,,,46.8011990,,,,,yes,,,+43 3477 2179,,Dr. Olaf Wonisch,,1116,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,,general,,,,,381,,,,geoimage.at,,,,,,,,,,,,,Ramsau am Dachstein,,8972,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6588960,,,47.4199615,,,,,,,"Mo-Tu 07:30-12:00; We 14:00-16:00; Th 07:30-12:00, 14:00-16:00; Fr 07:30-11:00; Sa-Su closed",,,Dr. Oliver Lammel,,,,,+43 3687 81081,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,Ramsau,doctor,AT
,,,,,,,,1,,,,geoimage.at maxres,,,,,,,,,,Hauptstraße,,,Sankt Veit an der Triesting,,2560,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1554726,http://www.ordination-fezga.at/,,47.9384958,,,,,,,"Mo,Fr 08:00-13:00; We-Th 14:00-19:00",+43 2672 83729,,Dr. Orges Fezga,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,AT
