shop,operational_status,office,building:part,contact:postcode,payment:cash,postal_code,source:addr:housenumber:ref,ref:FR:FINESS,roof:orientation:compass,is_in,addr:housenumber,note,payment:debit_cards,name:de,source,virtuous,fax,indoor,source:amenity,ref:FR:SIREN,ref:FR:SIRET,historic,facebook,FID,contact:fax,currency:EUR,addr:street,bmo:type,source:name,fixme,name:en,vending,name,wheelchair:description,level,type:FR:FINESS,addr:postcode,roof:material,payment:credit_cards,roof:orientation,source:geometry:date,ref:mhs,disused,level:ref,payment:mastercard,fuel:lpg,roof:height,source:architect,payment:american_express,description,payment:maestro,fuel:diesel,since,wikipedia,payment:cheque,brand:wikidata,source:heritage,ref,email,ref:FR:prix-carburants,source:geometry,contact:email,addr:unit,name:br,roof:shape,building:use,wall,fuel:e10,payment:visa_electron,addr:city,source:building,payment:visa_debit,building:roof:colour,payment:cards,drive_through,source:ref:FR:FINESS,lon,contact:website,survey:date,layer,height,entrance:step:height,alt_name,building:roof:shape,source_1,operator,contact:city,brand:wikipedia,area,compressed_air,opening_hours,contact:phone,addr:housename,ref:FINESS,source:name:br,heritage,hgv:lanes,start_date,website,noname,contact:housenumber,brand,telephone,source:date,phone,construction,old_name,start_date:amenity,name:oc,room,mhs:inscription_date,buildingpart,architect,dispensing,ref:FR:NAF,colour,amenity,operator:type,addr:place,addr:suburb,official_name,building:min_level,source:opening_hours,brand:website,wikidata,payment:notes,source:addr:version,emergency,building:levels,fuel:octane_98,name:fr,contact:street,fuel:octane_95,wheelchair,FIXME,disused:amenity,source:addr,building:material,alt_source,addr:full,payment:visa,entrance:width,lat,iof,old_shop,building,payment:coins,roof:levels,start_date:building,entrance:step_count,vending_machine,healthcare,comment:fr,addr:country,heritage:operator,ref:FR:LaPoste
,,,,,,,,330041815,,,,,,,Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Saint-Seurin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5863040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,44.8428680,,,yes,,,,,,,,,,
,,,,,,,,600006605,,,109,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011;Celtipharm - 10/2014,,,,,,,,,,,,Boulevard de Metzingen,,,,,,Pharmacie Saint-Siméon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0123450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,49.5815780,,,yes,,,,,,pharmacy,,,,
,,,,,,,,140010836,,,27,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,Route de Caen,,,,,,Pharmacie Saint-Vigor,,,,14400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint-Vigor-le-Grand,,,,,,,-0.6875770,,,,,,pharmacie Lizer-Leroy,,,,,,,,,+33 2 31929268,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,49.2729690,,,yes,,,,,,,,,,
,,,,,,,,590023354,,,209,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011;Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Saint-Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0639020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,50.6577560,,,yes,,,,,,,,,,
,,,,,,,,600008577,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011;Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Saint-Éloi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4633320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,49.2966110,,,yes,,,,,,,,,,
,,,,,,,,220012116,,,,,,,Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Saint-Émilion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4861990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,48.5228010,,,yes,,,,,,,,,,
,,,,,,,,,,,91,,,,KG Ground Survey 2016,,,,,,,,,,,,Rue Léthière,,,,,,Pharmacie Sainte-Anne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61.3844984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,16.2245829,,,yes,,,,,,,,,,
,,,,,,,,570014050,,,,,,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,,,,,,,,,,,,,,,,,,Pharmacie Sainte-Croix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5337633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,49.2917562,,,yes,,,,,,,,,,
,,,,,,,,350020962,,,,,,,Le ministère des solidarités et de la santé - 08/2018,,,,,,,,,,,,,,,,,,Pharmacie Sainte-Elisabeth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,-1.6507730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,1,,,,,yes,,,,,,,,,48.0846712,,,retail,,,,,,,,,,
,,,,,,,,890003536,,,,,,,survey 2016-06,,,,,,,,,,,,,,,,,,Pharmacie Sainte-Geneviève,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,3.5525256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,bank,,,,,,,47.7994826,,,yes,,,,,,,,,,
,,,,,,,,570020040,,,8,,,,Le ministère des solidarités et de la santé - 10/2018,,,,,,,,,,,,Rue des Généraux Altmayer,,,,,,Pharmacie Sainte-Marie,,,,57500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint-Avold,,,,,,,6.7189461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,49.1094086,,,yes,,,,,,pharmacy,,,,
,,,,,,,,380003202,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,Pharmacie Samama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5436060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,45.1740240,,,yes,,,,,,,,,,
,,,,,,,,710007113,,,,,,,Le ministère des solidarités et de la santé - 10/2018,,,,,,,,,,,,,,,,,,Pharmacie Sant'Orval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8504657,,,,,,,,,,,,,,,+33 3 85 36 01 47,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,46.3820554,,,yes,,,,,,pharmacy,,,,
,,,,,yes,,67240,350019048,,,6,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,Square Sarah Bernhardt,,,,,,Pharmacie Sarah Bernhardt,,,,35200,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rennes,,,,,no,,-1.6783793,,,,,,,,,SELARL Pharmacie Palheret Dore Bonte,,,,,,,,,,,,,http://www.pharmacie-sarah-bernhardt-rennes.fr,,,,,,+33 2 99 50 64 48,,,,,,,,,yes,,,pharmacy,,,,,,,,,,2016-04-01,,,,,,,,,,Rennes Métropole,,,,,,48.0919518,,,yes,,,,,,pharmacy,,,,
,,,,,,,,600002554,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2013;Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Sarmiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3194960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,49.3200140,,,yes,,,,,,,,,,
,,,,,,,,600006423,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,,,,,,,Pharmacie Sarmiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5334752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,49.1274316,,,yes,,,,,,,,,,
,,,,,,,,800014144,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,Pharmacie Saunt Ladre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2929390,,,,,,,,,Labalette,,,,,,,,,,,,,,,,,,,+33 3 22 44 14 78,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,49.9182400,,,yes,,,,,,,,,,
,,,,,,,,850022120,,,,,,,Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Saupin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6128674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,46.7426236,,,yes,,,,,,,,,,
,,,,,,,,440026276,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,Pharmacie Schmitzberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1667281,,,,,,,,,,,,,,"Mo-Fr 09:00-12:30, 14:00-19:30; Sa 09:00-12:30, 14:00-18:00",,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,yes,,,,,,,,,47.2590134,,,yes,,,,,,,,,,
,,,,,,,,350019576,,,,,,,Direction general des finances publiques cadastre 2010,,,,,,,,,,,,,,,,,,Pharmacie Schneegans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6717291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,48.3070634,,,yes,,,,,,,,,,
,,,,,,,,730007457,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012;Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Schutz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3769660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,45.6515050,,,yes,,,,,,,,,,
,,,,,,,,590022471,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre;mise à jour : 2008;Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Segard-Willem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0137527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,limited,,,,,,,,,50.6352932,,,apartments,,,,,,pharmacy,,,,
,,,,,,,,850019761,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010;Celtipharm - 10/2014,,,,,,,,,,,,Place du Marché,,,,,,Pharmacie Seguin,,,,85330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1769810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,46.9417658,,,yes,,,,,,,,,,
,,,,,,,,270022296,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011;Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Sehet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4871500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,49.0857150,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pharmacie Serandour-Blangonet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4497134,,,,,,,,,,,,,,,,,,,,,,,,,,,,+33 2 97 26 14 03,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,47.6692455,,,yes,,,,,,pharmacy,,,,
,,,,,,,,590021622,,,,,,,Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Serrure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0237897,,,,,,,,,,,,,,"Mo-Fr 08:30-19:30, Sa 09:00-13:00,14:00-18:00",,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,50.6376303,,,yes,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pharmacie Sicre-Manera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,1.5746394,,,,,,,,,,,,,,"Mo-Fr 09:00-12:30, 14:00-19:30; Sa 09:00-12:30, 14:00-19:00",,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,43.2402095,,,yes,,,,,,pharmacy,,,,
,,,,,,,,050004241,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,Pharmacie Signouret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2271726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,44.6676759,,,yes,,,,,,,,,,
,,,,,,,,370006611,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010; Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Sillas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7078484,,,,,,,,,,,,,,"Mo-Fr 09:00-12:30,15:00-20:00; Sa 09:00-12:30",,,,,,,,,,,,,,+33247413245,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,47.4545988,,,yes,,,,,,,,,,
,,,,,,,,860789262,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,Pharmacie Simon-Meheust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,0.3676955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,46.4561194,,,yes,,,,,,pharmacy,,,,
,,,,,,,,910013044,,Essonne,14,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,+33 1 64 48 99 96,,Rue de la Division Leclerc,,,,,,Pharmacie Skura Collard,,,,91160,,,,,,,,,,,,,,,,2004-11-02,,,,,,,,,,,,,,,,,Saulx-les-Chartreux,,,,,,,2.2696933,,,,,,,,,,,,,,,+33 1 64 48 99 96,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,48.6934015,,,yes,,,,,,,,,,
,,,,,,,,950009183,,,,,,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010;Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Sofianos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1515496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,48.9987026,,,yes,,,,,,,,,,
,,,,,,,,430001602,,,8,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011;Celtipharm - 10/2014,,,,,,,,,,,,Avenue Charles Dupuy,,,,,,Pharmacie Solelhac,,,,43700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brives-Charensac,,,,,,,3.9257880,,,,,,,,,,,,,,,,,,,,,,,,,,,,+33471095192,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,45.0472690,,,yes,,,,,,pharmacy,,,,
,,,,,,,,970204426,,,,,,,Le ministère des solidarités et de la santé - 10/2018,,,,,,,,,,,,,,,,,,Pharmacie Soléa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.9759977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,14.5759337,,,yes,,,,,,,,,,
,,,,,,,,350021762,,,,,,,Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Sombat Saphay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2785580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,48.3411640,,,yes,,,,,,,,,,
,,,,,,,,550002026,,,,,,,"source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012 (Plan image, feuille AB 01)",,,,,,,,,,,,,,,,,,Pharmacie Soncourt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3293215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,48.8988241,,,yes,,,,,,,,,,
,,,,,,,,540018025,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010;Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Sonzogni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1824050,,,,,,,,,,,,,,Mo-Sa 08:00-20:00,,,,,,,,https://pharmaciesonzogni.mesoigner.fr/,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,48.6594040,,,yes,,,,,,,,,,
,,,,,,,,590033023,,,26,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010;Celtipharm - 10/2014,,,,,,,,,,,,Rue Jean-Baptiste Lebas,,,,,,Pharmacie Sory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2358886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,50.6313107,,,yes,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pharmacie Soualiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63.0867439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,18.0657794,,,yes,,,,,,,,,,
,,,,,,,,230002024,,,33,,,,Celtipharm - 10/2014,,,,,,,,,,,,Avenue Georges Clemenceau,,,,,,Pharmacie Souchal,,,,23170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chambon-sur-Voueize,,,,,,,2.4239468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,46.1884633,,,yes,,,,,,,,,,
,,,,,,,,300009636,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,,,,,,,Pharmacie Soulie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6246724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,44.1956937,,,yes,,,,,,,,,,
,,,,,,,,190008532,,,,,,,Le ministère des solidarités et de la santé - 10/2018,,,,,,,,,,,,,,,,,,Pharmacie Soullier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4046460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,45.4443390,,,yes,,,,,,pharmacy,,,,
,,,,,,,,540014982,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,,,,,,,Pharmacie Soumoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0428500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,48.9030320,,,yes,,,,,,,,,,
chemist,,,,,,,,,,,,,,,KG Ground Survey 2016,,,,,,,,,,,,,,,,,,Pharmacie Spartien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61.3441697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,16.3297265,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2017,,,,,,,,,,,,,,,,,,Pharmacie St Just,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3849759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,45.8612741,,,yes,,,,,,pharmacy,,,,
,,,,,,,,400010484,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,Pharmacie Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3288718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,yes,,,,,,,,,43.7517313,,,yes,,,,,,,,,,
,,,,,,,,620017525,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,,,,,,,,,,,,,,,,,,Pharmacie Stéphanie Leleu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9859600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,50.3271720,,,yes,,,,,,,,,,
,,,,,,,,170016133,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,Pharmacie Surbier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5042560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,46.0929620,,,commercial,,,,,,,,,,
,,,,,,,,520002452,,,,,,,Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6241378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,47.8969937,,,yes,,,,,,,,,,
,,,,,,,,620004309,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012;Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie Tahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8169930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,yes,,,,,,,,,50.2757820,,,yes,,,,,,,,,,
,operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pharmacie Taiarapu,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,Satellite photogrammetry,,,,,,,,,,,,,,,,-149.3119742,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/12/07,,,,,,,,,,,,,pharmacy,private,,,,,,,,,,,,,,,,,,,,hard,,,,,-17.7263797,,,yes,,,,,,,,,,
,,,,,,,,080006927,,,1,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012;Celtipharm - 10/2014,,,,,,,,,,,,Rue du Rivage,,,,,,Pharmacie Tailler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7057440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,50.0106100,,,yes,,,,,,,,,,
,,,,,,,,850014580,,,,,,,Celtipharm - 10/2014 + Observations sur places,,,,,,,,,,,,,,,,,,Pharmacie Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5902471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,yes,,,,,,,,,46.3703500,,,yes,,,,,,,,,,
,,,,,,,,850023920,,,,,,,Celtipharm - 10/2014 + Observations sur places,,,,,,,,,,,,,,,,,,Pharmacie Talbot-Louet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5979756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,yes,,,,,,,,,46.3671575,,,yes,,,,,,,,,,
,,,,,,,,330039181,,,8,,,,Celtipharm - 10/2014,,,,,,,,,,,,Place Godard,,,,,,Pharmacie Tardat,,,,33460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arsac,,,,,,,-0.6890140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,44.9968820,,,yes,,,,,,,,,,
