old_name:fr,roof:levels,amenity,building:colour,maxstay,health_specialty:psychiatry,healthcare:speciality,addr:housename,contact:website,parking,social_facility,layer,surface,lon,access:employee,loc_name,wikidata,alt_name,social_facility:for,operator,name:de,alt_name:fr,addr:housenumber,access,fee,capacity,short_name,source:geometry:entity,area,building:levels,ref:OnroerendErfgoed,hospital,contact:phone,wikipedia,heritage:website,name,note,source,name:fr,heritage,opening_hours:url,name:etymology:wikidata,website,destination:symbol,fax,abandoned,name:nl,description,emergency,contact:email,addr:province,capacity:disabled,opening_hours,phone,addr:street:nl,old_name,lat,OnroerendErfgoed:criteria,alt_name:nl,wheelchair:description,addr:street:fr,addr:street,building,disabled,name:en,operator:type,addr:city,designation,roof:shape,addr:postcode,wheelchair,source:geometry,phone:emergency,email,ref:UrbIS,old_name:nl,healthcare,toilets:wheelchair,landuse,disused,addr:country,heritage:operator,internet_access
,,hospital,,,,,,,,,,,4.0414794,,,,,,,,,,,,,,,,,,,,,,Saint-Alfred (malades mentaux),,,,,,,,,,,,,,,,,,,,,50.5419714,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,4.2251623,,,,,,,,,,,,,,,,,,,,,,Saint-Bernard (Psychiatrie),,,,,,,,,,,,,,,,,,,,,50.4995684,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,5.8563009,,,,,,,,,,,,,,,,,,,,,,Sanatorium du Basil,,,,,,,,,,yes,,,,,,,,,,,50.4317462,,,,,,yes,,,,,,,,,,,,,,,,,yes,,,
,,hospital,,,,,,,,,,,6.0284753,,,,,,,,,,,,,,,,,,,,,,Sankt Nikolaus Hospital,,,,,,,,,,,,,yes,,,,,,,,50.6285861,,,,,Hufengasse,yes,,,,,,,4700,yes,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,4.8360625,,,,,,,,,133,,,,,,,,,,,,,Sint Elisabeth,,,,,,,,,,,,,yes,,,,,,,,51.1853950,,,,,Nederij,yes,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,3.5280500,,,,,,,,,,,,,,,,,,,,,,Sint Vincentius,,,,,,,,,,,,,,,,,,,,,50.9856810,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,psychiatry,,,,,,,4.4506704,,,,,,,,,252,,,,,,,,,,,,,Sint-Amedeus,,,,,,,,,,,,,,,,,,,,,51.1839648,,,,,Deurnestraat,,,,,Mortsel,,,2640,,,,,,,hospital,,,,BE,,
,,hospital,,,,,,,,,,,3.3213594,,,Q3262786,,,,,,,,,,,,,,,,,,,Sint-Andriesziekenhuis,,,,,,,,,,,,,,,,,,,,,51.0026089,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,4.4158810,,,,,,,,,,,,,,,,,,,,,,Sint-Augustinus (GZA),,,,,,,,,,,,,yes,,,,,,,,51.1750487,,,,,,,,,,,,,,,,,,,,hospital,,,,,,
,,hospital,,,,urology;anaesthetics;gynaecology;physiatry;geriatrics;endocrinology;haematology;nephrology;radiology;psychiatry;child_psychiatry;palliative;orthopaedics;otolaryngology;maternity;internal,,,,,,,3.2250538,,,Q2137779,,,AZ Sint-Jan,,,1,,,,,,,,,,,,,Sint-Franciscus Xaverius-Ziekenhuis,,http://www.azsintjan.be/pati%C3%ABnten/afdelingen.aspx,,,http://www.azsintjan.be/bezoekers/bezoekuren/campus-sint-franciscus-xaverius.aspx,,http://www.azsintjan.be,,+32 50 47 04 80,,,,no,,,,,+32 50 47 04 70,,,51.2129836,,,,,Spaanse Loskaai,,,,,Brugge,,,8000,yes,,,info@azsintjan.be,,,hospital,,,,,,
,,hospital,,,,,,,,,,,5.3154042,,,,,,,,,129,,,,,,,,,,,,,Sint-Franciscus ziekenhuis,,AGIV Flandres GRB,,,,,,,,,,,,,,,,,,,51.0478431,,,,,Pastoor Paquaylaan,,,,,Heusden-Zolder,,,3550,,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,4.2314491,,,,,,AZ Rivierenland,,,23,,,,,,,,,,,,,Sint-Jozefkliniek,,,,,,,,,,,,,,,,,,,,,51.1000165,,,,,Kasteelstraat,yes,,,,Bornem,,,2880,yes,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,4.2283433,,,,,,,,,100,,,,,,,,,,,,,Sint-Maria Halle,,,,,,,http://sintmaria.be/,,,,,,,,,,,+32 2 363 12 11,,,50.7363334,,,,,Ziekenhuislaan,,,,,Halle,,,1500,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,4.4133844,,,,Sint-Vincentiusgasthuis,,,,,20,,,,,,,,7573,,,,https://inventaris.onroerenderfgoed.be/dibe/relict/7573,Sint-Vincentius (GZA),,,,4,,,,,,,,Sint-Vincentiusgasthuis en Moederhuis,yes,,,,,,,,51.2051580,M,,,,Sint-Vincentiusstraat,,,,,Antwerpen,,,,,,,,,,hospital,,,,,OnroerendErfgoed,
,,hospital,,,,,,,,,,,2.7153148,,,,,,CM,,,46,,,,,,,,,,,,,Ter Duinen,,,,,,,,,,,,,no,,,,,,,,51.1387428,,,,,Louisweg,,,,,Nieuwpoort,,,8620,,,,,,,,,,,,,
,,,,,,,,,,,,,4.4510836,,,,,,,,,10,,,,,,,,,,,,,UCLouvain Saint-Luc University Hospital,,,Cliniques universitaires Saint-Luc,,,,,,,,,,yes,,,,,+32 2 764 11 11,,,50.8521230,,,,,Avenue Hippocrate - Hippokrateslaan,hospital,,,,Woluwe-Saint-Lambert - Sint-Lambrechts-Woluwe,,,1200,yes,,,,8522976,,,yes,,,,,
,,hospital,,,,psychiatry,,,,,,,4.7469044,,,,,,,,,1,,,,,,,,,,,,,UPC Sint-Kamillus,,,,,,,,,,,,,,,,,,,,,50.8558625,,,,,Krijkelberg,,,,,Bierbeek,,,,,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,4.8442506,,,,,,,,,2,,,,,,,,,,,,,UZ Leuven - Campus Lubbeek,,bing;survey,,,,,,,,,,,,,,,,,,,50.8816068,,,,,,yes,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,4.7984576,,,,,,,,,,,,,,,,,,,,,,UZ Pellenberg,,,,,,,,,,,,,,,,,,,,,50.8608593,,,,,,yes,,,,,,,,yes,,,,,,,yes,,,,,
,,hospital,,,,,,,,,,,3.7285908,,,Q1920549,,,,,,10,,,,UZ Gent,,,,,,,,,Universitair Ziekenhuis Gent,,,,,,,,,,,,,yes,,,,,,,,51.0256032,,,,,Corneel Heymanslaan,,,Ghent University Hospital,,,,,9000,,,,,,,hospital,,,,,,
,,hospital,,,,general,,,,,,,5.8574544,,,,,,CHR Verviers,,,29,,,,,,,,,,,,,Urgences La Tourelle,,,,,,,https://www.chrverviers.be/services-urgences-36.html,,,,,,yes,,,,,,,,50.5819714,,,,,Rue du Parc,yes,,,,Verviers,,,4800,,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,5.4827837,,,,,,,,,,,,,,,,,,,,,,Vesalius Ziekenhuis,,,,,,,,,,,,,,,,,,,,,50.7875193,,,,,,,,,,,,,,,,,,,,,,residential,,,,
,,hospital,,,,,Hôpital Sainte-Thérèse,,,,,,5.7223686,,,,,,,,,1,,,,,,,,,,,,,Vivalia - Hopital Sainte-Therese,,,,,,,,,,,,,yes,,,,,,,,50.0115690,,,,,Chaussée d'Houffalize,public,,,,,Vivalia - Hopital Sainte-Therese,,6600,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,5.2642578,,,,,,,,,,,,,,,,,,,,,,Vivalia Cup - Hôpital psychiatrique La Clairière,,,,,,,,,,,,,no,,,,,,,,49.8375734,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,3.0395185,,,,,,,,,,,,,,,,,,,,,,WZC Blijvelde,,,,,,,,,,,,,,,,,,,,,51.0318043,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,4.6428987,,,,,,,,,,,,,,,,,,,,,,WZR De Dennen vzw,,,,,,,,,,,,,no,,,,,,,,51.2865307,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,Algemeen_Ziekenhuis,,,,,,,4.4491903,,,,,,ZNA,,,70,,,,,,,,,,,,,ZNA Jan Palfijn,,,,,,,https://www.zna.be/nl/zna-jan-palfijn,,,,,,,,,,,+32 3 640 21 11,,,51.2576600,,,,,Lange Bremstraat,,,,,Merksem,,,2170,yes,,,,,,,yes,,,,,
,,hospital,,,,,,,,,,,4.4204269,,,,,,,,,"1,1A",,,,,,,,,,,,,ZNA Middelheim,,,,,,,,,,,,,,,,,,,,,51.1827852,,,,,Lindendreef,yes,,,,,,,2020,,,,,,,hospital,,,,,,
,,hospital,,,,Revalidatiecentrum;geriatrie,,,,,,,4.4070948,,,,Sint-Elisabethgasthuis,,ZNA,,,26,,,,,,,,5336,,,,https://inventaris.onroerenderfgoed.be/dibe/relict/5336,ZNA Sint-Elisabeth,,,,4,,,https://www.zna.be/nl/zna-sint-elisabeth,,,,,Gespecialiseerd ziekenhuis Revalidatie & geriatrie,,,,,,+32 3 234 41 11,,,51.2138381,M,,,,Leopoldstraat,,,,,Antwerpen,,,2000,,,,,,,hospital,,,,,OnroerendErfgoed,
,,hospital,,,,,,,,,,,4.4453451,,,,,,ZNA,,,,,,,,,,,,,,,,ZNA Sint-Erasmus,,,,,,,https://www.zna.be/nl/zna-sint-erasmus,,,,,,,,,,,+32 3 270 80 11,,,51.2073443,,,,,,,,,,,,,,,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,4.4330401,,,Q2378586,,,ZNA,,,167,,,,,,,,,,,,,ZNA Stuivenberg,,,,,,,https://www.zna.be/nl/zna-stuivenberg,,,,,Algemeen ziekenhuis,yes,,,,,+32 3 217 71 11,,,51.2239867,,,,,Lange Beeldekensstraat,,,,,Antwerpen,,,2060,,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,5.5160270,,,,,,,,,,,,,,,,,,,,,,ZOL Campus Sint-Jan,,,,,,,,,,,,,,,,,,,,,50.9566342,,,,,,,,,,Genk,,,3660,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,5.6262586,,,,,,,,,478,,,,,,,,,,,,,ZOL Ziekenhuis Oost Limburg Campus Sint-Barbara,,,,,,,,,,,,,no,,,,,,,,50.9096734,,,,,Bessemerstraat,hospital,,,,Lanaken,,,3620,,,,,,,,,,,BE,,
,,hospital,,,,paediatrics;obesity;cystic_fibrosis;polypathology;respiratory_kinesitherapy,,,,,,,3.0190778,,,,,,Zeepreventroium vzw,,,5,,,,,,,,,,,,,Zeepreventorium,,,,,,,https://www.zeepreventorium.be/,,,,,medisch pediatrisch revalidatiecentrum,,,,,,,,,51.2707571,,,,,Koninklijke Baan,,,,,De Haan,,,8420,,,,,,,hospital,,,,,,
,,hospital,,,,,,,,,,,4.2209572,,,,,,,,,,,,,,,,,,,,,,Ziekenhuis Inkendaal,,,,,,,,,,,,,,,,,,,,,50.8049228,,,,,,,,,,,,,,,,,,,,,,,,,,
