shop,payment:bancomat,amenity,drive_through,handrail,building:part,ramp,contact:website,addr:hamlet,addr:suburb,official_name,payment:cash,payment:notes,operator,payment:debit_cards,brand:wikipedia,addr:housenumber,payment:maestro,ref:UrbIS,lon,building:levels,opening_hours,image,contact:phone,addr:housename,ref:OnroerendErfgoed,heritage:website,note,source,name:fr,building:material,brand:wikidata,heritage,opening_hours:url,source:geometry:ref,addr:street,email,website,fax,indoor,name:nl,description,contact:email,addr:province,brand,addr:unit,payment:visa,source:geometry,phone,roof:levels,historic,roof:orientation,lat,OnroerendErfgoed:criteria,level,addr:city,building,building:colour,contact:facebook,contact:fax,name,payment:mastercard,roof:shape,addr:postcode,wheelchair,payment:coins,addr:place,start_date,payment:contactless,payment:visa_debit,source:geometry:date,dispensing,healthcare,roof:material,addr:country,heritage:operator
,,pharmacy,,,,,,,,,,,,,,1,,,3.1199125,,,,,,,,,,,,,,,,Brugsesteenweg,aporoeselare@msiroeselaretielt.be,,,,,,,,,,,,+32 51 20 66 62,,,,50.9514719,,,,commercial,,,,MSI Louwagie,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,1A,,,5.3403843,,"Mo-Fr 09:00-12:30,13:30-19:00, Sa 09:00-13:00",,,,,,,,,,,,,,Chemin de Huy,,,,,,,,,,,,,,,,,50.2905165,,,Baillonville,house,,,,Ma Pharmacie,,,5377,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,,,4.9120080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5922934,,,,yes,,,,Mailleux,,,,,,,,,,,,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,575,,,4.2252545,,,,,,,,,,,,,,,,Brusselstraat,,,,,,,,,,,,,,,,,50.8798774,,,Sint-Ulriks Kapelle,yes,,,,Marina Girardin,,,1700,,,,,,,,,,,,
,,pharmacy,no,,,,,,,,,,,,,43,,,3.6852341,,,,,,,,,,,,,,,Gbg/1411986,Groenestaakstraat,,,,,,,,,,,,GRB,,,,,51.0814813,,,Gent,yes,,,,Martens Mireille,,,9030,,,,,,,2007-06-04,yes,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,154a,,,5.9522400,,,,,,,,,,,,,,,,Rue de Spa,,,,,,,,,,,,,,,,,50.4559860,,,Francorchamps,yes,,,,Martin,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,4,,,4.4213342,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,51.0482038,,,,house,,,,Masschelin A,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,,,4.6167030,,Mo-Sa 10:00-20:00; Fr 10:00-21:00; PH off,,,,,,,,,,,,,,,,https://medi-market.be/fr,,room,,,,,,,,,,,,,50.6710832,,1,,,,,,Medi-Market,,,,,,,,,,,no,,,,
,,pharmacy,,,,,,,,,,,,,,,,,4.3847882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9291759,,,,yes,,,,MediPro,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,,,4.3995799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7119068,,,,yes,,,,Medimarket,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,Nieuwrode,,,,,,,47,,,4.8342157,,"Mo-Fr 09:00-12:30, 13:15-19:00; Sa 09:00-12:30",,,,,,,,,,,,,,Dorp,,https://www.apotheekmees.be/,+32 16 46 42 14,,,,,Vlaams-Brabant,,,,,+32 16 56 46 11,,,,50.9506420,,,Holsbeek,yes,,,,Mees,,,3221,,,,,,,,,,,BE,
,,pharmacy,,,,,,,,,,,,,,54,,,5.5661918,,Mo-Fr09:00-18:30; Sa 09:30-18:00; Su off,,,,,,,,,,,,,,Rue Saint-Gilles,,,,,,,,,,,,,+32 4 2231472,,,,50.6392467,,,Liège,yes,,,,Meurmans,,,4000,,,,,,,,yes,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,1,,,5.2335906,,,,,,,,,,,,,,,,Rue Ernest Malvoz,,,,,,,,,,,,,,,,,50.5497361,,,Antheit,yes,,,,Multi-pharma,,,4520,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,,,5.2551543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5263599,,,,commercial,,,,MultiPharma Jamaigne,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,21,,,4.2085180,,,,,,,,,,,,,,,,Chaussée de Redemont,,,,,,,,,,,,,,,,,50.4665656,,,Haine-Saint-Pierre,yes,,,,MultiPharmacie,,,7100,,,,,,,,yes,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,266;266A,,,4.4779321,,"Mo-Fr 09:00-12:30,14:00-18:30; Sa 09:00-12:30",,,,,,,,,,,,,,Liersesteenweg,,,,,,,,,Multipharma,,,,,,,,51.0424087,,,,house,,,,Multipharam Apotheek,,,,,,,,,,,,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,4,,,5.5670998,,,,,,,,,,,,,,,,Boulevard Jean de Wilde,,,,,,,,,,,,,,,,,50.6594727,,,Liège,yes,,,,Multipharma,,,4000,,,,,,,,,,,BE,
,,pharmacy,,,,,,,,,,,,,,,,,5.3456744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9478198,,,,yes,,,,Multipharma,,,,,,,,,,,yes,,,,
,,pharmacy,,,,,,,,,,,,,,,,,4.4199064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8610074,,,,yes,,,,Multipharma,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,121,,7752707,4.3015369,,,,,,,,,,,,,,,,Rue de Grand-Bigard - Groot-Bijgaardenstraat,,,,,,,,,,,,,,,,,50.8593570,,,,yes,,,,Multipharma,,,,,,,,,,,yes,,,,
,,pharmacy,,,,,,,,,,,,,,14,,,4.5435481,,,,,,,,,,,,,,,,Place d'Armes,,,,,,,,,,,,,,,,,50.1958601,,,Philippeville,yes,,,,Multipharma,,,5600,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,73,,,4.2022929,,,,,,,,,,,,,,,,Rue de Mons,,,,,,,,,,,,,,,,,50.6905883,,,,yes,,,,Multipharma,,,,,,,,,,,no,,,,
,,pharmacy,,,,,,,,,,,,,,98,,8715236,4.4262724,,"Mo-Fr 09:00-12:30,14:00-18:30; Sa 09:30-12:30",,,,,,,,,,Q62565018,,,,Avenue Antoine-Joseph Slegers - Antoine-Joseph Slegerslaan,,,,,,,,,Multipharma,,,,,,,,50.8412162,,,,retail,,,,Multipharma,,,,,,,,,,,yes,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,,,,3.4505617,,,,,,,,,,,,Q62565018,,,,,,,,,,,,,Multipharma,,,,,,,,50.5662024,,,,yes,,,,Multipharma,,,,,,,,,,,yes,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,41,,,4.3229008,,,,,,,,,,,,,,,,Grand Place,,,,,,,,,,,,,,,,,50.5967458,,,Nivelles,yes,,,,Multipharma,,,1400,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,,,4.4418928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4085781,,,,yes,,,,Multipharma,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,Multipharma,,,2,,,4.4664899,,,,,,,,,,,,,,,,Baron Leroystraat,,,,,,,,,,,,,,,,,51.2257149,,,Antwerpen,house,,,,Multipharma,,,2100,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,,,5.6498119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6959188,,,,,,,,Multipharma,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,7,,,5.6177479,,,,,,,,,,,,,,,,Rue de la Tour,,,,,,,,,,,,,,,,,50.7091570,,,Hermée,yes,,,,Multipharma,,,4680,,,,,,,,,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,,,,4.2045806,,,,,,,,,,,,Q62565018,,,,,,,,,,,,,Multipharma,,,,,,,,50.6929002,,,,yes,,,,Multipharma,,,,,,,,,,,yes,pharmacy,,,
,,pharmacy,no,,,,,,,,,,,,,68,,,5.1243024,,"Mo-Fr 08:30-12:00,13:30-18:30; Sa 09:00-12:30",,,,,,,,,,,,,,Rue de Ciney,,,,,,,,,,,,,+32 85 61 11 01,,,,50.4351386,,,Ohey,yes,,,,Multipharma,,,5350,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,,,4.3927461,,,,,,,,,,,,,,,,Place des Martyrs,,,,,,,,,,,,,,,,,50.5090768,,,Luttre,yes,,,,Multipharma,,,6238,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,2A,,,5.6468269,,"Mo-Fr 09:00-12:30,14:00-19:00; Sa 09:00-12:30",,,,,,,,,,,,,,Rue Émile Baudrux,,https://www.multipharma.be/,,,,,,,,,,,,,,,49.7276708,,,Habay-la-Neuve,yes,,,,Multipharma,,,6720,,,,,,,,yes,,,BE,
,,pharmacy,,,,,,,,,,,BASTIN Laurence,,,30,,,4.0408107,,"Mo-Fr 08:30-12:30,13:30-18:15; Sa 08:30-12:00",,,,,,,,,,,,,,Rue de Bruxelles,,,,,,,,,,,,,,,,,50.6943580,,,,yes,,,,Multipharma - Enghien,,,,,,,,,,,,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,71,,,5.5656966,,"Mo-Fr 09:00-12:30, 13:30-18:00; Sa 09:00-12:00",,+32 4 2221615,,,,,,,,,,,,Rue Saint-Severin,,,,,,,,,,,,,,,,,50.6454050,,,Liège,yes,,,,Multipharma Liège,,,4000,,,,,,,,yes,,,,
,,pharmacy,,,,,,,,,,,,,,113,,,3.9835087,,"Mo,Tu,Th,Fr 09:00-12:00,14:00-19:00, Sa 09:00-12:00, We 14:00-19:00",,,,,,,,,,,,,Gbg/957874,Groendreef,,,,,Neyt,,,,,,,GRB,,,,,51.1110094,,,,house,,,,Neyt,,,,,,,,,,2007-12-14,,,,,
,,pharmacy,,,,,,,,,,,,,,3,,,4.0608380,,,,,,,,,,,,,,,,Hofstraat,,,,,,,,,,,,,,,,,51.0093006,,,,yes,,,,Obus,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,105,,,4.2670179,,,,,,,,,,,,,,,,Rue de l'Entreville,,,,,,071 59 03 62,,,,,,,,,,,50.3529646,,,Lobbes,yes,,,,Orban C,,,6540,,,,,,,,yes,,,,
,,pharmacy,,,,,,,,,,,,,,,,,4.3025837,,"Mo-Fr 09:00-13:30,14:00-19:00; Sa 09:00-12:30",,,,,,Name is apparently only in French - please do not translate unless there is evidence that they are using multilingual names,,,,,,,,,,,,,,,,,,,,,,,,,50.8332513,,,,,,,,Parc Astrid,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,12,,,4.9544403,,,,,,,,,,,,,,,,Sint-Truidensesteenweg,,,,,,,,,,,,,+32 16 81 12 64,,,,50.8011960,,,Tienen,yes,,,,Peeters S,,,3300,,,,,,,,,,,BE,
,,pharmacy,,,,,,,,,,,,,,19,,,5.7346235,,,,,Apotheek Penders-Daniëls,,,,,,,,,,,Oudekerkstraat,,,,,,,,,,,,,,,,,51.1684277,,,Kinrooi,yes,,,,Penders-Daniëls,,,3640,,,,,,,,yes,,,BE,
,,pharmacy,,,,,,,,,,,,,,2,,,5.5998243,,,,,,,,,,,,,,,,Rue Henri Pirenne,,,,,,,,,,,,,,,,,50.6275172,,,Liège,yes,,,,Phamarcie Grivegnée,,,4030,,,Grivegnée,,,,,no,,,BE,
,,pharmacy,,,,,,,,,,,Fabian TRUS,,,80,,,5.5383301,,"Mo-Fr 08:30-12:30,13:30-18:00; Sa 09:00-12:00",,,,,,,,,,,,,,Boulevard des Arts,officine18@pharmasante.be,https://www.solidaris-liege.be/pharma_sante/trouvez-une-officine/seraing-bois-saint-jean-boulevard-des-arts-80.html,,,,,,,,,,,+32 4 336 38 57,,,,50.5913899,,,Seraing,yes,,,,Pharma Sante - Les Pharmacies Du Peuple,,,4102,,,,,,,,,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,84,,,4.9255710,,,,,,,,,,,,,,,,Rue de la Gare de Naninne,,,,,,,,Namur,,,,,,,,,50.4186696,,,Naninne,house,,,,Pharmacie,,,5100,,,,,,,,,,,BE,
,,pharmacy,,,,,,,,,,,,,,,,,4.9867805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7536774,,,,yes,,,,Pharmacie,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,10,,,4.8671366,,,,,,,,,,,,,,,,Avenue des Déportés,,,,,,,,,,,,,,,,,50.7237219,,,,yes,,,,Pharmacie,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,Pharmaciens Wallon - Van der Maren,,,5,,7603115,4.3035510,,"Mo-Fr 09:00-12:30,14:00-19:00; Sa 09:00-12:30",,,,,,,,,,,,,,Boulevard Aristide Briand - Aristide Briandlaan,,https://www.santalis.eu/pharmacie-agalec,,,,,,,,,,,+32 2 521 47 02,,,,50.8292067,,,Anderlecht,yes,,,,Pharmacie AGALEC,,,1070,,,,,,,,,,,BE,
,,pharmacy,,,,,,,,,,,,,,41,,,4.7808615,,,,,,,,,,,,,,,,Chaussée de Charleroi,,,,,,,,,,,,,+32 81 65 71 14,,,,50.6369188,,,,yes,,,,Pharmacie Ancia,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,Thérèse Angely,,,652,,,4.8954113,,Mo-Fr 08:30-19:00; Sa 09:00-12:30,,,,,,,,,,,,,,Chaussée de Louvain,,https://www.aposite.be/angely5020/,+32 81 21 30 04,,,,,,,,,,+32 81 21 51 09,,,,50.4959621,,,Champion,yes,,,,Pharmacie Angely,,,5020,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,119,,,4.6711708,,,,,,,,,,,,,,,,Chaussée de Huy,,,,,,,,,,,,,,,,,50.6993648,,,,yes,,,,Pharmacie Anthoine,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,9,,,4.8720191,,"Mo-Fr 09:00-12:30, 14:00-18:30; Sa 09:00-12:15",,,,,,,,,,,,,,Rue Jean-Baptiste Brabant,,,,,,,,,,,,,,,,,50.4656468,,,Namur,yes,,,,Pharmacie B. Allard,,,5000,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,214,,,5.2311151,,,,,,,,,,,,,,,,Chaussée de Tirlemont,,http://www.pharmaspeed.be/,,,,,,,,,,,+32 85 21 18 69,,,,50.5616872,,,Vinalmont,house,,,,Pharmacie Badot,,,4520,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,,,5.0485316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6691634,,,,yes,,,,Pharmacie Bataille,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,,,3.2335207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7387088,,,,yes,,,,Pharmacie Beuls,,,,,,,,,,,yes,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,,,,5.3048082,,"Mo-Fr 08:30-12:00,14:00-19:00; Sa 09:00-12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4849340,,,,house,,,,Pharmacie Billen,,,,,,,,,,,no,,,,
,,pharmacy,,,,,,,,,,,,,,22,,,4.6916343,,,,,,,,,bing,,,,,,,Place de l'Orneau,,https://www.aposite.be/bouchat5030,,,,,,,,,,,+32 81 61 21 97,,,,50.5609186,,,Gembloux,yes,,,,Pharmacie Bouchat,,,5030,,,,,,,,no,,,BE,
,,pharmacy,,,,,,,,,,,,,,21,,,5.8329134,,,,,,,,,,,,,,,,Place de Petit-Rechain,,,,,,,,,,,,,,,,,50.6132549,,,Verviers,yes,,,,Pharmacie Classen A.,,,4800,,,,,,,,yes,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,231,,,4.6945287,2,,,,,,,,,,plaster,,,,,Chaussée de Huy,,,,,,,,,,,,,,1,,along,50.6842310,,,,yes,#FFFFFF,,,Pharmacie Coppe,,gabled,,,,,,,,,yes,,roof_tiles,,
,,pharmacy,,,,,,,,,,,,,,30,,8086252,4.3700141,,,,,,,,,,,,,,,,Place de la Reine - Koninginneplein,,,,,,,,,,,,,,,,,50.8589514,,,Schaerbeek - Schaarbeek,yes,,,,Pharmacie Courouble,,,1030,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,26,,,5.2757567,,,,,,,,,,,,,,,,Rue Delvigne,,,,,,,,,,,,,,,,,50.1675187,,,,house,,,,Pharmacie Crochelet,,,6900,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,54,,,4.2035392,,,,,,,,,,,,,,,,Rue de Mons,,,,,,,,,,,,,,,,,50.6913296,,,,yes,,,,Pharmacie Cullus,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,19,,,5.6198001,,,,,,,,,,,,,,,,Voie de Messe,,,,,,,,,,,,,,,,,50.7111773,,,Hermée,yes,,,,Pharmacie Darcis Janssen,,,4680,,,,,,,,,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,123,,,5.1083599,,,,,,,,,,,,,,,,Rue de la Gare,phcie.daubie@skynet.be,,,,,,,,,,,,+32 83 211810,,,,50.2670858,,,Leignon,yes,,,,Pharmacie Daubie,,,5590,,,,,,,,yes,,,,
,,pharmacy,,,,,,,,,,,,,,19,,7956399,4.3726398,,,,,,,,,,,,,,,,Place Colignon - Colignonplein,,,,,,,,,,,,,,,,,50.8674365,,,Schaerbeek - Schaarbeek,yes,,,,Pharmacie De Croock,,,1030,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,,,5.0671503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4064998,,,,,,,,Pharmacie Degimbe,,,,,,,,,,,no,,,,
,,pharmacy,,,,,,,,,,,,,,280,,,4.8333836,,,,,,,,,bing,,,,,,,Route de Gembloux,,,,,,,,,,,,,,,,,50.6001030,,,Aische-en-Refail,yes,,,,Pharmacie Dejardin / Veronique,,,5310,,,,,,,,yes,pharmacy,,BE,
,,pharmacy,,,,,,,,,,,,,,4,,,5.8726447,,,,,,,,,,,,,,,,Place d'Arles,,,,,,,,,,,,,,,,,50.5858470,,,Verviers,yes,,,,Pharmacie Demonceau,,,4800,,,,,,,,,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,"134,136",,,4.3795328,,,,,,,,,,,,,,,,Avenue Alphonse Allard,,,,,,,,,,,,,,,,,50.6782706,,,Braine-l'Alleud,yes,,,,Pharmacie Derache,,,1420,,,,,,,,,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,10,,,5.6755187,,Mo-Fr 09:00-18:30; Sa 09:00-12:30,,,,,,,,,,,,,,Place Joseph Thiry,,http://pharmaciedetraitisabelle.be/,,,,,,,,,,,+32 4 384 40 02,,,,50.4739282,,,,yes,,,,Pharmacie Detrait,,,,,,,,,,,yes,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,27,,,4.9200561,,"Mo-Fr 08:30-12:30,13:30-19:00; Sa 08:30-12:30",,,,,,,,,,,,,,Rue du Soldat Fernand Charles,,https://www.pharmacie-detroz.be/,,,,,,,,,,,+32 81 87 71 37,,,,50.6679794,,,Autre-Eglise,yes,,,,Pharmacie Detroz,,,1367,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,24,,,5.8605536,,,,,,,,probably this building must be split in two. The pharmacy is the right building,,,,,,,,Rue de la Station,,,,,,,,,,,,,+32 87 68 70 34,,,,50.7032256,,,Aubel,house,,,,Pharmacie Detry Dupont sprl,,,4880,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,41,,,5.5599202,,Mo-Fr 09:00-18:30; Sa 09:00-13:00,,+32 4 2260259,,,,,,,,,,,,Chaussée de Tongres,,,,,,,,,,,,,,,,,50.6650774,,,Rocourt,yes,,,,Pharmacie Discry-Evrard,,,4000,,,,,,,,yes,,,BE,
,,pharmacy,,,,,,,,,,,,,,41,,,5.3218370,,,,,,,,,,,,,,,,Rue Caquin,,,,,,,,,,,,,,,,,50.6421324,,,,yes,,,,Pharmacie Discry-Mordant,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,1,,,4.8709267,,,,,,,,,,,,,,,,Avenue Fernand Charlot,,https://www.santalis.eu/pharmacie-ergot,,,,,,,,,,,+32 10 812139,,,,50.7233082,,,Jodoigne,yes,,,,Pharmacie Ergot,,,1370,,,,,,,,,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,,,,4.3606085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5115098,,,,yes,,,,Pharmacie Evrard,,,,,,,,,,,yes,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,4,,,4.3698883,3,,,,,,,,,,,,,,,Rue du Môle,,,,,,,,,,,,,,,,,50.6829572,,,Braine-l'Alleud,yes,,,,Pharmacie Familia,,,1420,,,,,,,,,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,,,,5.3805209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4831709,,,,yes,,,,Pharmacie Familia,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,yes,,,,,13,yes,,4.2972149,,,,,,,,,,,,,,,,Avenue Gaston Mertens,wauthier.braine@epc-familia.be,,,,,,,,,,,,,,,,50.6827941,,,,yes,,,,Pharmacie Familia Wauthier-Braine,,,1440,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,18,,,4.3901257,,,,,,,,,Pharmacien,,,,,,,Rue Froide,,,,,,,,,,,,,+32 71 21 30 11,,,,50.3215468,,,Ham-sur-Heure,yes,,,,Pharmacie Françoise Desablens,,,6120,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,,,4.3613701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5119627,,,,yes,,,,Pharmacie Glorieux,,,,,,,,,,,yes,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,11,,,4.7162099,,,,,,,,,,,,,,,,Chaussée de Louvain,,http://www.pharmaciegoes.be/,,,,,,,,a,,,,,,,50.7801546,,,Hamme-Mille,yes,,,,Pharmacie Goes,,,1320,,,,,,,,yes,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,,,,5.0812669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6701813,,,,yes,,,,Pharmacie Gustin,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,,,5.0853363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6681302,,,,yes,,,,Pharmacie Hanquin,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,30A,,,5.0213796,,,,,,,,,,,,,,,,Chaussée de Marche,,http://www.assessetourisme.be/vie-economique/leconomie-assessoise/professions-liberales/pharmacies/shop.2007-11-30.9108817067,,,,,,,,,,,+32 83 65 70 65,,,,50.3724685,,,Assesse,yes,,,,Pharmacie Haulot-Bauche,,,5330,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,2,,,5.3249985,,"Mo-Sa 09:00-12:30, 14:00-19:00; Sa 09:00-12:30",,,,,,,,,,,,,,Rue du Village,,https://pharmacie-heine-sprl.business.site/,,,,,,,,,,,+32 19 54 40 23,,,,50.6820309,,,Remicourt,commercial,,,,Pharmacie Heine,,,4350,yes,,,,,,,yes,,,,
,,pharmacy,no,,,,,,,,,,Henrotte,,,,,,5.5338798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4261682,,,Hamoir,yes,,,,Pharmacie Henrotte,,,4180,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,,,4.3890785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5068990,,,,,,,,Pharmacie Henry,,,,,,,,,,,,,,,
,,pharmacy,no,,,,,,,,,,,,,,,,3.9240437,2,,,,,,,,,,,,,,,,,http://www.pharmacieherbaux.be,,,,,,,,,,,,,,,50.6484909,,,,yes,,,,Pharmacie Herbaux,,,,,,,,,,,yes,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,,,,4.5656873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6610636,,,,yes,,,,Pharmacie Herbillon,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,,,5.8125374,,"Mo-Fr 08:30-12:15+,13:30-18:30; Sa 09:00-12:15+,13:30-18:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5361735,,,,yes,,,,Pharmacie Hody,,,,no,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,,,4.1662192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4121942,,,,yes,,,,Pharmacie Hubert,,,,,,,,,,,,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,92,,,5.5900095,,"Mo-Fr 09:00-12:30, 14:00-18:30; Sa 09:00-12:30",,,,,,,,,,,,,,Avenue du Luxembourg,,,,,,,,,,,,,+32 4 3433961,,,,50.6221873,,,Liège,yes,,,,Pharmacie Hustinx,,,4020,,,,,,,,yes,pharmacy,,BE,
,,pharmacy,,,,,,,,,,,,,,544,,,4.9578026,,,,,,,,,,,,,,,,Route de Hannut,,,,,,,,,,,,,,,,,50.5054419,,,Gelbressée,yes,,,,Pharmacie Jassogne,,,5024,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,,,3.7799013,,,,,,,,,,,,,,,,Rue du Rat d'Eau,,,,,,,,,,,,,,,,,50.3618841,,,Athis,yes,,,,Pharmacie Jospin,,,7387,,,,,,,,yes,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,10,,,4.7597306,,,,,,,,,,,,,,,,Rue Auguste Renard,,,,,,,,,,,,,,,,,50.4348458,,,,house,,,,Pharmacie LAIME SPRL,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,19,,,4.8691380,,,,,,,,,,,,,,,,Rue de la Bruyère,,,,,,,,,,,,,,,,,50.7246640,,,,yes,,,,Pharmacie La Bruyère,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,,,5.6968029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6259544,,,,yes,,,,Pharmacie La Sauvegarde,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,,,5.6757309,,"Mo-Fr 09:00-12:30, 13:30-18:30; Sa 09:00-12:30",,,,,,,,,,,,,,,,https://www.aposite.be/337/index.cfm?CFID=82288904&CFTOKEN=68c9bbbb4f92ca34-FC091BED-2AAA-D282-F8F2C80AE8A9F4BA,,,,,,,,,,,+32 4 384 42 31,,,,50.4733385,,,,yes,,,,Pharmacie Laloux,,,,,,,1948,,,,yes,pharmacy,,,
,,pharmacy,,,,,,,,,,,,,,2,,,5.7226113,,,,,,,,,,,,,,,,Rue Gervais Toussaint,,,,,,,,,,,,,,,,,50.7133298,,,Dalhem,yes,,,,Pharmacie Lambert,,,4607,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,162,,,5.6055870,,,,,,,,,,,,,,,,Rue Fraischamps,,,+32 4 344 15 96,,,,,,,,,,+32 4 343 34 30,,,,50.6298005,,,,,,,,Pharmacie Lambion-Lamalle,,,,,,,,,,,no,,,,
,,pharmacy,,,,,,,,,,,,,,22,,,5.3734590,,,,,,,,,,,,,,,,Place du Marché,,,,,,,,,,,,,+32 61 61 39 83,,,,50.0256685,,,Saint-Hubert,yes,,,,Pharmacie Laurent Delcourt,,,6870,,,,,,,,,,,,
