healthcare_1,healthcare:speciality,building:part,social_facility,postal_code,contact:yelp,is_in,addr:housenumber,contact:alt_mobile,religion,electricity,created_by,name:de,source,covered,it:fvg:ctrn:code,Longitude,image,ISTAT,fax,short_name,material,contact:facebook,leisure,foot,addr:street,fixme,name:en,contact:fax,name,wheelchair:description,level,addr:postcode,addr:state,internet_access:fee,disused,internet_access,email:pec,name:it,parking,loc_name,cafeteria,emergency:conditional,operational_status,wikipedia,contact:alt_phone,access,addr:province,ref,email,highway,addr:full,barrier,contact:email,importance,roof:shape,key,contact:twitter,FEATURE_ID,health_specialty:paediatrics,insurance:health,refugees,source:geometry,addr:city,roof,toilets:wheelchair,health_amenity:type,lon,contact:website,layer,height,email_1,alt_name,operator,ele,ref:vatin,fee,service,area,opening_hours,contact:phone,addr:housename,rer_edi_id:ref,elevator,contact:mobile,park_ride,start_date,website,addr:unit,phone,surface,old_name,smoking,name:zh,type,it:fvg:ctrn:revision,aeroway,landuse,wheelchair,amenity,operator:type,addr:place,addr:hamlet,reg_name,telephone,official_name,Latitude,wikidata,social_facility:for,water_source,information,emergency,building:levels,contact:instagram,note,operator:wikipedia,name:fr,ref:corine_land_cover,name:nl,description,healthcare,fence_type,linkpdf,first_aid,levels,trees,what3words,lat,building,url,roof:levels,wifi,name:fur,beds,oneway,addr:country,operator:wikidata
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale G.A. Alivesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5656587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6009599,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale G.B. Hodierna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7304669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9198791,,,,,,,,,
,,,,,,,176,,,,,,,,,,,,,,,,,,Corso Umberto I,,,,Ospedale G.P. Delogu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8344472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1210060,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Gaetano Pini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1944261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4541920,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Galliera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9404009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,hospital,,,,,,Ospedali Galliera,,Q1344478,,,,,,,,,,,,,,,,,,,,44.4014760,,http://www.galliera.it,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Garibaldi Presidio San Luigi - Santi Currò,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0740482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Azienda ospedaliera Garibaldi (Presidio San Luigi - Santi Currò),,,,,,,,,,,,,,,,,,,,,,37.5228788,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Ginecologico-Ostetrico Sant'Anna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6735958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0363063,,,,,,,,,
,,,,,,,28,,,,,,,,,,,,,,,,,,Via Giancarlo Passeroni,,,,Ospedale Giovanni Battista Grassi,,,00122,,,,,,,,,,,,,,,,,dsgrassi@aslroma3.it,,,,,,,,,,,,,,Ostia Lido,,,,12.2993427,,,,,,Azienda USL Roma 3,,,,,,,,,,,,,,http://www.aslromad.it/Presidio.aspx?Organizzazione=9&Section=4&Page=1,,+39 06 56481,,,,,,,,,yes,hospital,,,,,,,,,,,,yes,3,,,,,,,,hospital,,,,,,,41.7293501,hospital,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Giovanni Da Procida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7691256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6899530,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Giovanni Paolo II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6807018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9060396,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Giovanni Paolo II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4718396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,40.9141093,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Giovanni Paolo II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0713057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,37.5261517,,,,,,,,,
,,,,,,,5,,,,,,,,,,,,,,,,,,Via delle Fontane,,,,Ospedale Girolamo Frà Castoro,,,37047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Bonifacio,,,,11.2792801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,45.3904660,,,,,,,,IT,
,,,,,,,50,,,,,,,,,,,,,,,,,,Via al donatore di sangue,,,,Ospedale Giuseppe Fornaroli,,,20013,,,,,,,,Ospedale di Magenta,,,,,,,,,,,,,,,,,,,,,,,Magenta,,,,8.8916496,,,,,,,,,,,,,,,,,,,,http://www.asst-ovestmi.it,,+39 02 979631,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,45.4717693,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Giustinian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3220103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4315424,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Gravina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5159919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2233823,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Guadagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3643298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0955658,,,,,,,,,
,,,,,,,,,,,,,,,4AED,,,,,,,,,,,,,,Ospedale Infantile Burlo Garofolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7862306,,,19 m,,,,,,,,,,,,,,,,,,,,,,,,,1A0,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6351847,yes,,,,,,,,
,,,,,,,,,,,,,,,4AED,,,,,,,,,,,,,,Ospedale Infantile Burlo Garofolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7842609,,,27 m,,,,,,,,,,,,,,,,,,,,,,,,,1AM,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6362071,yes,,,,,,,,
,,,,,,,46,,,,,,,,,,,,,,,,,,Spalto Marengo,,,,Ospedale Infantile Cesare Arrigo,wc accessibile,,15121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alessandria,,,,8.6249342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,44.9158899,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Infantile Regina Margherita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6756200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,Q3886621,,,,,,,,,,,,,,,,,,,,45.0340302,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Infermi,,,,,,,,,Ospedale Infermi Rimini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5850808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,Q30026475,,,,yes,,,,,,,,,hospital,,,,,,,44.0453819,,,,,,,,,
,cardiology;surgery;oncology;dentistry;general,,,,,,14,,,,,,,,,,,,,,,,,,Via Fulda,,,,Ospedale Israelitico,,,00148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roma,,,,12.4281808,,,,,,,,,,,,,,,,,,,,http://ospedaleisraelitico.it/sede-in-via-fulda-14/,,+3906602911,,,,,,,,,,hospital,,,,,,,,,,,,no,,,,,,,,,hospital,,,,,,,41.8357737,hospital,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Israelitico Roma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4780693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8907365,yes,,,,,,,,
,,,,,,,84035,,,,,,,,,,,,,,,,,,Via Luigi Curto,,,,Ospedale L. Curto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polla,,,,15.5004357,,,,,,,,,,,,,,Ospedale L. Curto,,,,,,,,+39 0975 373111,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,40.5170316,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale La Schiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0735467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8488875,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale La Schiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0721410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8493307,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Leopoldo Parodi Delfino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0054276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,41.7268717,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Lorenzo Bonomo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3035740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,hospital,,,,,,,,,,,,yes,,,,,,,,,hospital,,,,,,,41.2301452,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Loreto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6081499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,43.4363330,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Luigi Sacco,,,,,,,,,,,,,,,it:Ospedale Luigi Sacco,,,,,,,,,,,,,,,,,,,,,,,9.1204663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,Q3886605,,,,,,,,,,,,,,,,,,,,45.5172691,,,,,,,,,
,,,,,,,176,,,,,,,,,,,,,,,,,,Via Fratelli Rosselli,,,,Ospedale M. Montessori,,,60033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3147833,,,,,,,,,,,,,+39 071 74901,,,,,,,,,,,,,,,,,,yes,hospital,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,43.5982418,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Macedonio Melloni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2184885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,45.4666078,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Macerata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4596346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,43.2936425,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Madonna delle Grazie,,,75100,,,,,,,,,,,,it:Ospedale Madonna delle Grazie,,,,,,,,,,,,,,,,,,,Matera,,,,16.6108140,,,,,,,,,,,,,,,,,,,2002,,,,,,,,,,,,yes,hospital,,,,,,,,Q3886606,,,,,,,,,,,,,,,,,,,,40.6538442,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,,,,Piazza dell'Ospitale,,,,Ospedale Maggiore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trieste,,,,13.7805859,,,,,,Azienda Sanitaria Universitaria Integrata di Trieste,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,hospital,,,,,,,45.6501755,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Maggiore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5103651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3141112,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Maggiore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7645148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,36.8391826,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Maggiore Carlo Alberto Pizzardi,,,,,,,,,,,,,,,it:Ospedale Maggiore di Bologna,,,,,,,,,,,,,,,,,,,,,,,11.3118679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,hospital,,,,,,,,Q3886608,,,,,,,,,,,,,,,,,,,,44.5075280,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Maggiore Parma,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,10.3082880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,Q3886664,,,,,,,,,,,,,,,,,,,,44.7979118,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Maria Adelaide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6938735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,45.0759016,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Maria Immacolata Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7473628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5851890,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Maria Paternò Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,14.7424131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9214417,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Maria SS. dello Splendore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9606012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.7459549,,,,,,,,,
,,,,,,,,,,,,,local_knowledge,,,,,,,,,,,,,,,,Ospedale Maria Vittoria,,,,,,,,,,,,,,,it:Ospedale Maria Vittoria,,,,,,,,,,,,,,,,,,,,,,,7.6568838,,,,,,ASL TO2,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,Q16585321,,,,yes,,,,,,,,,hospital,,,,,,,45.0812192,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1749659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2137915,,,,,,,,,
,orthopaedics,,,,,,2,,,,,,,,,,,,,,,,,,Viale I Maggio,,,,Ospedale Marino Regina Margherita,,,07041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alghero,,,,8.3106654,,,,,,ATS Sardegna,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,40.5793613,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Martini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6283471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,45.0668875,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Martiri di Villa Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6001105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8119895,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Mater Salutis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3150612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,45.1870131,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Mauriziano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6654990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,hospital,,,,,,,45.0531139,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Mauriziano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6350198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0075907,hospital,,,,,,,,
,,,,,,,,,,,,,Regione Emilia Romagna,,,,,,,,,,,,,,,,Ospedale Maurizio Bufalini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2591287,,,,,Ospedale Bufalini,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,Trauma Center Romagna,,,,,,,,yes,,,,,,,,,,,,,,,,44.1337319,yes,,,,,,,,
,,,,,,,,,,,,,Regione Emilia Romagna,,,,,,,,,,,,,,,,Ospedale Maurizio Bufalini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2582666,,,,,Ospedale Bufalini,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,Trauma Center Romagna,,,,,,,,yes,,,,,,,,,,,,,,,,44.1343616,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Mauro Scarlato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5255190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7553856,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Michele Sarcone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5358279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1306188,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Microcitemico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,9.1127285,,,,,,Azienda Ospedaliera Giuseppe Brotzu,,,,,,,,,,,,,,,,,,,,,,,,,yes,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2465761,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Militare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1657313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3435676,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Militare Amerigo Demurtas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1115193,,,,,Dipartimento Militare di Medicina Legale,,,,,,,,,,,,,,,,,,,,,,,,,military,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2188202,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,is this really permissive access?,,,Ospedale Militare Celio,,,,,,,,,,,,,,,,,permissive,,,,,,,,,,,,,,,,,,,,,12.4962176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,military,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8874514,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Militare di Padova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8706698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4153610,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Misericordia di Grosseto,,,,,,,,,,,,,,,it:Ospedale Misericordia di Grosseto,,,,,,,,,,,,,,,,,,,,,,,11.1243015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,Q3886613,,,,yes,,,,,,,,,hospital,,,,,,,42.7786714,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Molinette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6726823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,hospital,,,,,,,45.0421421,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Monaldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2110387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,Q3886614,,,,,,,,,,,,,,,,,,,,40.8700620,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Monsignor Dimiccoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2526873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,41.3140565,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,,,,Via Fatebenefratelli,,,,Ospedale Monsignor Giovanni Galliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acqui Terme,,,,8.4500410,,,,,Ospedale civile di Acqui Terme,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.6790785,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Morgagni-Pierantoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0201053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2038366,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale N. Melli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0036413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,40.4793441,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Niguarda Cà Granda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1884350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,Q3886620,,,,yes,,,,,,,,,hospital,,,,,,,45.5067906,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Nostra Signora della Mercede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5488929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8775430,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Nostra Signora di Bonaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7941739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5571502,,,,,,,,,
,,,,,,,,,,,,,"Bing, Local knowledge",,,,,,,,,,,,,,,,Ospedale Nuovo Regina Margherita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4709915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8859361,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Oftalmico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4479990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9081631,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Oftalmico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6712457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,hospital,,,,,,,45.0742820,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ospedale Oncologico Armando Businco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,9.1140083,,,,,,Azienda Ospedaliera Giuseppe Brotzu,,,,,,,,,,,,,,,,,,,,,,,,,yes,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2448743,,,,,,,,,
