amenity,int_name,ref:ipa,healthcare:speciality,ref:dgpc,wikipedia,contact:website,name:pt,official_name,lon,owner,wikidata,alt_name,parking,operator,sport,INF_MORADA,addr:housenumber,layer,capacity,short_name,addr:district,heritage:since,building:levels,opening_hours,contact:phone,addr:housename,heritage:website,name:de,note,source,name:fr,site_status,boundary,addr:street,email,protection_title,website,ref:vatin,fax,description,emergency,contact:email,building:material,heritage,addr:unit,barrier,phone,source:ref,historic,ownership,old_name,lat,operator:type,heritage:ref,addr:city,building,building:colour,contact:facebook,name:en,contact:fax,name,source:pkey,castle_type,addr:postcode,wheelchair,area,addr:place,name:es,start_date,electricity,protect_class,healthcare,heritage:website:sipa,toilets:wheelchair,landuse,disused,addr:country,heritage:operator
hospital,,,,,,,,,-8.2659417,,,,,,,,,,,,,,,,,,,,,bing,,,,,,,,,,,no,,,,,,,,,,,41.5736346,,,,,,,,,Hospital António Lopes,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-9.1743424,,Q10298349,Hospital de Loures,,"SGHL - Sociedade Gestora do Hospital de Loures, SA",,,3,,,,,,,,,,,,,,,,,Avenida Carlos Teixeira,,,,,,,yes,,,,,fence,,,,,,38.8206633,,,Loures,,,,,,Hospital Beatriz Ângelo,,,2674-514,yes,,,,,,,,,yes,,,,
hospital,,,,,,,,,-8.9728878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,39.5502927,,,,,,,,,Hospital Bernardino Lopes de Oliveira,,,,limited,,,,,,,,,,,,,
hospital,,,,,,www.hospitalcufinfantesanto.pt,,,-9.1685359,,,,,,,,3,,,,,,,24/7,+351 213 926 100,,,,,,,,,Travessa do Castro,,,www.hospitalcufinfantesanto.pt,,,,,geral.hcis@jmello.pt,,,,,+351213926100,,,,,38.7049314,,,Lisboa,,,,,,Hospital CUF Infante Santo,,,1350-070,,,,,,,,,,,,,,
hospital,,,general;psychiatry;paediatrics;chiropractic;orthopaedics;emergency;oncology;cardiology;physiatry;neurology;otolaryngology;ophthalmology;radiology;osteopathy;internal;geriatrics,,,,,,-7.9119250,,,,,José de Mello Saúde,,,12 e 14,,,,,,,,,,,,,,,,,Rua Belo Horizonte,,,,,,,yes,,,,,,,,,,,40.6441531,,,Viseu,,,,,,Hospital CUF Viseu,,,3500-612,,,,,,,,hospital,,,,,,
hospital,,,surgery,,,,,,-8.8703919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,38.5380333,,,,construction,,,,,Hospital Cirúgico de Setúbal,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-9.0998048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,38.7587821,,,,,,,,,Hospital Cuf Descobertas,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,http://www.chlc.min-saude.pt/hospital.aspx?menuid=480,,,-9.1531513,"Centro Hospitalar de Lisboa Central, EPE",Q1630433,,,,,,6-8,,,,,,,,+351 217 924 200,,,,,,,,,Rua da Beneficência,,,,,,,,cadm@hccabral.min-saude.pt,,,,,,,,national,,38.7391536,,,Lisboa,,,,,,Hospital Curry Cabral,,,1069-166,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-8.8623405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,40.1311067,,,,,,,,,Hospital Distrital da Figueira da Foz,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.1995560,,,,,SNS,,,,,,,,,,,,,,,,local_knowledge,,,,,,,,,,,yes,,,,,,,,,,,39.4558286,,,,,,,,,Hospital Distrital de Abrantes,,,,,yes,,,,,,,,,,,,
hospital,,,,,,,,,-6.7687339,,,,,,,,,,,,,,,,,,,,,,,,,Avenida Abade de Baçal,,,,,,,yes,,,,,,+351 273 310 800,,,,,41.8041437,,,Bragança,,,,,,Hospital Distrital de Bragança,,,5300-068,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6256160,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,yes,,,,,,,,,,,39.9168060,,,,,,,,,Hospital Distrital de Pombal,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.4946345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,40.8939709,,,,,,,,,Hospital Distrital de São João da Madeira,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.9705603,,,,,"Centro Hospitalar Barreiro Montijo, E.P.E.",,,54,,,,,,,,,,,,,,,,,Rua Machado Santos,,,http://www.chbm.min-saude.pt/,,,,yes,,,,,,,,,,,38.7079281,,,Montijo,,,,,,Hospital Distrital do Montijo,,,2870-351,,,,,,,,,,,,,,
hospital,,,,,,,,,-7.7929510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,41.1657241,,,Peso da Régua,yes,,,,,Hospital Dom Luís I,,,5050,,,,,,,,,,,,,,
hospital,,,paediatrics; paediatric_surgery,,,http://www.chlc.min-saude.pt,,,-9.1393819,Centro Hospitalar Lisboa Central,Q10298538,Maternidade Magalhães Coutinho,,Centro Hospitalar Lisboa Central,,,,,,,,,,,+351 213 126 600,,,,,,,,,Rua Jacinta Marto,,,,,,,,sec.adm.hde@chlc.min-saude.pt,,,,,,,,national,,38.7276257,,,Lisboa,,,,,,Hospital Dona Estefânia,,,1169-045,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-7.2407601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9247577,,,,yes,,,,,Hospital Doutor Aprigio Meireles,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6321659,,,,,,,,,,,,,,,,,,,,,,,,,Avenida Doutor Nunes da Silva,hfzovar@hovar.min-saude.pt,,http://www.hospitalovar.pt/,,+351 256579209,,no,,,,,,+351 256579200,,,,,40.8579273,,,Ovar,,,,,,Hospital Doutor Francisco Zagalo,,,3880-113,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-7.4293006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2996744,,,,,,,,,Hospital Doutor José Maria Grande,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-9.2494992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,38.7428458,,,,,,,,,Hospital Fernando Fonseca - Amadora/Sintra,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-9.1753997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,38.6721507,,,,,,,,,"Hospital Garcia de Orta, EPE",,,,,,,,,,,,,,,,,
hospital,,,,,,www.hgsa.min-saude.pt,,,-8.6178884,,Q1630437,Hospital de Santo António,,,,,,,,HGSA,,,,,+351 222 077500,,,,,Bing,,,,Largo do Prof. Abel Salazar,,,,,,,yes,,,,,,,,,,,41.1464262,,,Porto,,,,,,Hospital Geral de Santo António,,,4099-001,yes,,,,,,,hospital,,,,,PT,
hospital,,,,,,,,,-8.6547205,,Q50036448,Hospital Distrital de Aveiro,,Centro Hospitalar do Baixo Vouga,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,40.6357527,,,,,,,,,Hospital Infante Dom Pedro,,,,yes,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-8.5937306,,Q66814774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1546824,,,,,,,,,Hospital Joaquim Urbano,,,,,,,,,,,,,,,yes,,
hospital,,,,,,,,,-7.8713918,,,Unidade Local de Saúde do Baixo Alentejo (ULSBA),,,,,,,,,,,,24/7,,,,,,,,,,Rua Doutor António Fernando Covas Lima,,,,,,,yes,,,,,,,,,,,38.0142979,,,Beja,,,,,,Hospital José Joaquim Fernandes,,,7801-849,yes,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-8.4417217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,40.4427544,,,,yes,,,,,Hospital José Luciano de Castro,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6262594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1573133,,,,,,,,,Hospital Lusíadas Porto,,,,yes,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6228366,,Q29524695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1568191,,,,,,,,,Hospital Maria Pia,,,,yes,,,,,,,,,,,,,
hospital,,20497,,,pt:Hospital Militar Regional n.º 1 (D. Pedro V),,,,-8.6269358,,Q10298418,Hospital Militar do Porto,,Ministério da Defesa Nacional,,,,,,HMR1,,,,,,,,,,,,,,Avenida da Boavista,,,www.hfar.pt,,,,,,,,,,+351 226 087 900,,,,Hospital Militar Dom Pedro V,41.1576791,,,Porto,,,,,,Hospital Militar Regional nº 1 (Dom Pedro V),,,4050-113,,,,,1869,,,,http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=20497,,,,,
hospital,,,,,,,,,-8.3905284,,,,,Santa Casa da Misericórdia,,,,,,,,,,,,,,,,,,,,,geral@hnf.pt,,http://www.hnf.pt/,,+351 252900809,,,,,,,,+351 252900800,,,,,41.3908807,,,,,,,,,Hospital Narciso Ferreira,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-9.0288509,,,,,Santa Casa da Misericórdia de Azeitão,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,no,,,,,,,,,,,38.5454893,,,,,,,,,Hospital Nossa Senhora da Arrábida,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-7.6962803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4212111,,,,,,,,,Hospital Nossa Senhora da Assunção,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.3945257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,39.6111434,,,,,,,,,"Hospital Nossa Senhora da Graça - Tomar (Centro Hospitalar Médio Tejo, EPE)",,,,,,,,,,,,,,,,,
hospital,,20001,,,,,,,-8.6166362,,,Hospital de São Francisco,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,no,,plaster,,,,,,,,,41.1417631,,,,yes,white,,,,Hospital Ordem São Francisco,,,,,,,,,,,,http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=20001,,,,,
hospital,,,,,,,,,-8.6164128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,41.1476451,,,,,,,,,Hospital Ordem do Carmo,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6147605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,41.1473906,,,,yes,,,,,Hospital Ordem dos Clérigos,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-9.3444059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,38.6814458,,,,,,,,,Hospital Ortopédico Doutor José de Almeida,,,,,,,,,,,,,,,,,
hospital,,,,,,,,"Centro Hospitalar Tâmega e Sousa, E.P.E.",-8.3109755,,,Centro Hospitalar Tâmega e Sousa,,,,,,,,CHTS,,,,,,,,,Telefone Geral 255 714 000 // Administração 255 714 094 // Serviço de Relações Públicas e Comunicação 255 714 060 // Posto de informações - Visitas e Acompanhantes 255 714 019 // Linha do Utente 808 203 126,http://www.chtamegasousa.pt/index.php?option=com_content&task=view&id=83&Itemid=77,,,,Lugar do Tapadinho Guilhufe,,,http://www.chtamegasousa.pt/,,,,yes,,,,,,+351 255 714000,,,,,41.1953206,,,Penafiel,,,,,,Hospital Padre Américo,,,4564-007,yes,,,,,,,,,,,,,
hospital,,,,,,,,,-9.1541646,,,,,,,,85,,,,,,,,,,,,,,,,,Rua Manuel Febrero,,,,,,,yes,,,,,,,,,,,38.6737158,,,,yes,,,,,Hospital Particular de Almada,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.8180442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.7057489,,,,,,,,,Hospital Particular de Viana do Castelo,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.5822085,,,,,HPA Saúde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1301722,,,,,,,,,Hospital Particular do Algarve - Alvor,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-7.9688180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,37.0452020,,,,,,,,,Hospital Particular do Algarve - Gambelas,,,,,,,,,,,hospital,,,,,,
hospital,,,paediatrics;paediatric_surgery,,,,,,-8.4118366,,,,,Centro Hospitalar e Universitário de Coimbra,,,,,,,,,,,,,,,,bing,,,,Avenida Afonso Romão,,,,,,,yes,,,,,,+351 239 800 100;+351 239 488 700,,,national,,40.2248542,,,,,,,,,Hospital Pediátrico de Coimbra,,,3000-602,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6631308,,,,,,,,,,,,,,,24/7,,,,,,Bing,,,,Rua Doutor Eduardo Torres,,,www.ulsm.min-saude.pt,,,,,,,,,,,,,,,41.1838556,,,,,,,,,"Hospital Pedro Hispano - Unidade Local de Saúde de Matosinhos, E.P.E.",,,4454-509,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.4141191,,,Trofa Saúde Hospital - Unidade Braga Sul,,Trofa Saúde,,,,,,,,,,,,,,,,,,,,Rua da Igreja,,,https://www.trofasaude.pt/bragasul/,,,,yes,,,,,,(+351) 253 680 200,,,,,41.5248064,,,Nogueira,,,,,,Hospital Privado Braga,,,4715-196,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.2677939,,,,,SCM,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,41.0396743,,,,,,,,,Hospital Privado Mesiricordia,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-8.7097362,,,,,,,,202,,,,,,,,,,,,,,,,,Rua da Aldeia Nova,,,,,,,yes,,,,,,,,,,,41.2222837,,,Perafita,,,,,,Hospital Privado da Boa Nova,,,4455-413,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-8.5498695,,,,,,,,,,,,,,,,,,,,,,,,,Rua António Sá Couto Araújo,,,,,,,,,,,,,,,,,,41.3437282,,,Bougado,,,,,,Hospital Privado da Trofa,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-8.5402289,,,,,Hospital Privado de Alfena,,,201,,,,,,,,,,,,,,,,,Rua das Passarias,,,https://www.hospitalprivadodealfena.pt/,,,,yes,,,,,,+351 229 688 700,,,,,41.2282167,,,Alfena,,,,,,Hospital Privado de Alfena,,,4445-268,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.4191246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5501426,,,,yes,,,,,Hospital Privado de Braga (Centro),,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.3220063,,,,,,,,,,,,,,5,,,,,,,,,,,Alameda dos Desportos,,,www.ami.com.pt,,,,yes,,,,,,,,,,,41.4296471,,,Guimarães,,,,,,Hospital Privado de Guimarães,,,4835-235 Guimarães,yes,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6821603,,,,,,,,,,,,,,,,,Hospital Privado de São Gonçalo de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,37.0981644,,,,yes,,,,,Hospital Privado de São Gonçalo de Lagos,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-6.7504943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8179853,,,,,,,,,Hospital Psiquiátrico,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-8.5885851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1709132,,,,,,,,,Hospital Psiquiátrico Conde de Ferreira,,,,,,,,,,,,,,,,,
,,,psychiatry,,,,,,-8.4024114,,,,,Centro Hospitalar e Universitário de Coimbra,,,,,,,,,,,,,,,,,,,,Conraria,,,,,,,,,,,,,+351 239 796 400,,,national,,40.1751476,,,Coimbra,,,,,,Hospital Psiquiátrico Sobral Cid,,,3040-714,,,Castelo Viegas,,,,,,,,,,,
hospital,,,,,,http://www.chln.min-saude.pt,,,-9.1572508,,,,,,,,117,,,,,,,,+351 217 548 000,,,,,,,,,Alameda das Linhas de Torres,,,,,,,no,consadm@hpv.min-saude.pt,,,,wall,,,,national,,38.7647054,,,Lisboa,,,,,,Hospital Pulido Valente,,,1769-001,yes,,,,,,,hospital,,yes,,,,
hospital,,,,,,,,,-8.5372230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,39.4677326,,,,,,,,,Hospital Rainha Santa Isabel,,,,,,,,,,,,,,,,,
hospital,,,,,,http://www.hslouis.pt,,,-9.1457764,,,Hospital St. Louis,,,,,182,,,,,,,,+351 213 216 500,,,,,dadosabertos.cm-lisboa.pt,,,,Rua Luz Soriano,,,http://www.hslouis.pt/,,,"Palácio construído no séc. XVI por um judeu abastado,subsistindo da sua construção primitiva dois cunhais incompletos com decoração de pedra relevada em meias esferas,no sentido de representar pomos de ouro...",,geral@hslouis.pt,,,,,,,castle,private,Palácio do Cunhal das Bolas,38.7134731,,,Lisboa,hospital,,,,+351 213 460 221,Hospital Saint Louis,49094e7c-a212-4035-ae58-47e76258c644,palace,1200-249,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.3780320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8207729,,,,,,,,,Hospital Santa Cecília,,,,,,,,,,,,,,,,,
hospital,,,,,pt:Hospital de Santa Maria,http://www.hsm.pt,,,-9.1645625,"Centro Hospitalar de Lisboa Norte, EPE.",Q10298545,,,,,,,,,,,,,,+351 217 805 000,Hospital de Santa Maria,,,,,,,,Avenida Professor Egas Moniz,,,,,,,yes,hsm.casns@hsm.min-saude.pt,,,,,,,,national,,38.7500117,,,Lisboa,,,,,,Hospital Santa Maria,,,1649-035,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-8.6228487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1464807,,,,,,,,,Hospital Santo António: C.I.C.A.,,,,yes,,,,,,,,,,,,,
hospital,,,,,,http://www.chlo.min-saude.pt,,,-9.2185595,"Centro Hospitalar de Lisboa Ocidental, EPE.",Q10298547,,,,,,,,,,,,,24/7,+351 210 433 000,,,,,,,,,Estrada Forte do Alto Duque,,,,,,,yes,chlo@chlo.min-saude.pt,,,,,,,,national,,38.7066015,,,,,,,,,Hospital São Francisco Xavier,,,1449-005,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.4629274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4628032,,,,hospital,,,,,Hospital São João Baptista,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.2148101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,38.6523122,,,,,,,,,Hospital São João de Deus,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.5237956,,,,,Centro Hospitalar Médio Ave,,,31,,,,,,,,,,,,,,,,,Rua Artur Cupertino de Miranda,,,http://www.chma.pt/,,,,,,,,,,+351 252 300800,,,,,41.4131579,,,Vila Nova de Famalicão,,,,,,Hospital São João de Deus,,,4767-958,yes,,,,,,,,,,commercial,,,
hospital,,,,,,,,,-9.1326954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4032337,,,,,,,,,Hospital Termal,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.7813168,,,Hospital de Esposende,,Santa Casa da Misericórdia de Esposende,,,,,,,,,,,,,,,,,,,,,hospital@scmesposende.pt,,http://hospital-esposende.scmesposende.pt/,,,,yes,,,,,,253969480,,,,,41.5366613,,,,yes,,,,,Hospital Valentim Ribeiro,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.4993182,,,Hospital Nossa Senhora da Conceição de Valongo,,,,,,,,,,,,,,Hospital Nossa Senhora da Conceição de Valongo,,,,Bing,,,,Rua da Misericórdia,,,,,,,yes,,,,,,,,,,,41.1872348,,,,,,,,,Hospital Valongo,,,4440-563,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-8.6283380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2104885,,,,,,,,,Hospital Velho,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.9840553,,Q30269927,,,,,,,,,,,,,,,,,,localização aproximada.,,,,,,,,,,,,,,,,,,,,,,,38.9782728,,,,,,,,,Hospital Vila Franca de Xira,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.5688038,,,,,Centro Hospitalar do Baixo Vouga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7476825,,,,,,,,,Hospital Visconde de Salreu,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6358530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1409249,,,,yes,,,,,Hospital da Arrábida,,,,,,,,,,,,,,,,,
hospital,,,,,,http://www.hospitalcruzvermelha.pt/,,,-9.1756551,,,Hospital Cruz Vermelha,,Cruz Vermelha,,,54,,,,,,,,+351 217 714 000,,,Krankenhaus vom Portugiesischen Roten Kreuz,,,,,,Rua Duarte Galvão,callcenter@hcvp.com.pt,,http://www.hospitalcruzvermelha.pt/,,,,yes,callcenter@hcvp.com.pt,,,,,+351 217 714 000,,,private,,38.7456459,,,Lisboa,,,,Portuguese Red Cross Hospital,,Hospital da Cruz Vermelha Portuguesa,,,1549-008,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.3563902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,39.9241736,,,,,,,,,Hospital da Fundação Nossa Senhora da Guia,,,,,,,,,,,,,,,,,
hospital,,,,,,,Hospital da Luz - Setúbal,,-8.9109291,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,38.5341232,,,,,,,,,Hospital da Luz - Setúbal,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6368298,,,,,,,,21,,,,,,,,,,,,,,,,,Rua do Brasil,geral.aveiro@hospitaldaluz.pt,,https://www.hospitaldaluz.pt/aveiro,,+351 234400739,,yes,,,,,,+351 234400700,,,,,40.6374547,,,Aveiro,,,,,,Hospital da Luz Aveiro,,,3800-009,limited,,,,,,,hospital,,,,,,
hospital,,,,,,www.hospitaldaluz.pt/lisboa,,,-9.1945108,,Q30280032,,,,,,100,,,,,,,,+351 217 104 400,,,,,,,,,Avenida Lusíada,,,,,,,,geral@hospitaldaluz.pt,,,,,,,,private,,38.7559505,,,Lisboa,,,,,+351 217 104 409,Hospital da Luz Lisboa,,,1500-650,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.7646130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clipóvoa - Hospital Privado,41.3948157,,,,,,,,,Hospital da Luz Póvoa de Varzim,,,,yes,,,,,,,,,yes,,,,
hospital,,,,,,,,,-8.4156518,,,,,,,,,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,41.8075083,,,,,,,,,Hospital da Misericórdia,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-8.2681084,,,,,SCM,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,41.0399299,private,,,,,,,,Hospital da Misericórdia,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,www.hospitaldaordemterceira.pt,,,-9.1419535,,,,,,,,7,,,,,,,,+351 213 230 300 / 98,,,,,,,,,Rua Serpa Pinto,,,,,,,,mail@hospitaldaordemterceira.pt,,,,,,,,private,,38.7084211,,,Lisboa,,,,,,Hospital da Ordem Terceira,,,1249-203,,,,,,,,,,,,,PT,
hospital,,27509,,,,,,,-8.6127755,,,Hospital da Irmandade de Nossa Senhora da Lapa,,Venerável Irmandade de Nossa Senhora da Lapa,,,1,,,,,,,,,,,,,,,,,Largo da Lapa,,,https://www.hospitaldalapa.pt/,,+351 225 501 621,,yes,,,,,,+351 225 502 828,,,,,41.1573528,,,Porto,,,,,,Hospital da Ordem da Lapa,,,4050-069,,,,,,,,,http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=27509,,,,,
hospital,,,,,,,,,-8.6101095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,41.1517736,,,,,,,,,Hospital da Ordem da Trindade,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6311436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,41.1719662,,,,,,,,,Hospital da Prelada,,,,yes,,,,,,,,,yes,,,,
hospital,,,,,,,,,-7.1581340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3093553,,,,,,,,,Hospital da Santa Casa de Misericórdia,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.3060520,,,,,,,,,,,,,,,,,,,,,,,,,Rua dos Cutileiros,geral@hospitaldeguimaraes.min-saude.pt,,http://www.hospitaldeguimaraes.min-saude.pt,,,,,,,,,,+351 253540330,,,,,41.4407234,,,,,,,,,"Hospital da Senhora da Oliveira Guimarães, EPE",,,4835-044,,,,,,,,,,,,,,
hospital,,,,,,,,,-9.1737523,,,Hospital Militar,,,,,,,,HFAR,,,,,+351 217 519 777,,,,,,,,,Azinhaga dos Ulmeiros,,,,,,,,,,,,,,,,,,38.7683470,,,Lisboa,,,,,,Hospital das Forças Armadas - Pólo de Lisboa,,,1649-020,,,,,,,,,,,military,,,
hospital,,,,,pt:Hospital de Braga,,,,-8.4011340,,Q10298528,,,Serviço Nacional de Saúde,,,,,,,,,,,,,,,,Bing,,,,Ambulatório (consultas externas),hbraga@hospitaldebraga.pt,,https://www.hospitaldebraga.pt//,,,,yes,,,,,,+351 253 027000,,,,,41.5668621,,,São Vítor,,,,,,Hospital de Braga,,,4710-243,yes,,,,,,,,,,,,,
hospital,,,,,,,,,-9.1315378,,,,,,,,,,,,,,,,,,,,,,,,,Rua Diário de Notícias,,,,,,,,,,,,,,,,,,39.4045987,,,Caldas da Rainha,,,,,,Hospital de Caldas da Rainha,,,2500-176,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6727013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,40.5973583,,,,,,,,,Hospital de Cuidados Continuados Integrados,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6237501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,41.2351939,,,,,,,,,Hospital de Dia da Maia,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-8.5170035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3998052,,,,hospital,,,,,Hospital de Dia da Trofa,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.1695736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,41.4500031,,,,hospital,,,,,Hospital de Fafe,,,,,,,,,,,,,,,,,
