health_facility:type,office,healthcare:speciality,building:part,indoor,health_specialty:oral_surgery,payment:cash,currency:others,postal_code,wheelchair:access,building:type,addr:housenumber,toilets,addr:state,name:de,heritage:since,opening_hours:url,image,fax,survey:date,emergency,building:roof,contact:facebook,historic,currency:EUR,addr:street,fixme,name:en,contact:fax,name,wheelchair:description,level,addr:postcode,roof:material,cn_ukd:token,lastcheck,roof:orientation,source:outline,designation,roof:height,owner,source:addr,source:address,wikipedia,mapillary,health_specialty:physiotherapy,check_date,ref,email,building:height,source:housenumber,contact:email,name:historic,roof:shape,building:use,publisher,name:hsb,atm,source:geometry,addr:city,source:building,toilets:wheelchair,source_ref,historic:addr:housenumber,lon,contact:website,roof:colour,layer,height,phone:mobile,alt_name,operator,short_name,source,opening_hours,contact:phone,addr:housename,heritage,start_date,website,phone,health_specialty:dentistry,old_name,smoking,heritage:ref,historic:addr:street,wheelchair:description:de,architect,wheelchair,amenity,health_specialty:periodontology,opening_hours:emergency,operator:type,addr:hamlet,building:flats,addr:suburb,official_name,toilets:access,payment:notes,medical_system:western,addr:district,payment:girocard,building:levels,health_facility,note,kvl_hro:type,FIXME,description,building:material,kvl_hro:amenity,kvl_hro:desc,building:architecture,lat,building,building:colour,payment:coins,url,roof:levels,healthcare,healthcare:for,addr:country,heritage:operator
,,,,,,,,,,,18,,,,,,,,,,,,,,Leipziger Straße,,,,Nina Pollmann Kieferorthopädie,,,06556,,,,,,,,,,,,,,,,,,,,,,,,,,,Artern,,,,,11.2953662,,,,,,,,,,,,,,,,+49-3466-31030,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,51.3645002,yes,,,,,,,DE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niziak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7830696,,,,,,,,,,,,,,,http://www.dr-niziak.de/,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,54.0817924,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,,,Von-Are-Straße,,,,"Nr.10 Dr. Vomhof Zahnarzt, Parodontologie, Implantologie",,,59555,,,,,,,,,,,,,,,,,,,,,,,,,,,Lippstadt,,,,,8.3405405,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,2,,,,,,,,,,51.6894722,yes,,,,,dentist,,,
,,,,,,,,,,,2,,,,,,,,,,,,,,Dr.-Pentrup-Straße,,,,O. Steinmark,,,33184,,,,,,,,,,,,,,,,,,,,,,,,,,,Altenbeken,,,,,8.9451353,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,51.7623626,yes,,,,,,,DE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olaf Giesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2221265,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,50.4602477,yes,,,,,dentist,,,
,,,,,,,,,,,61,,,,,,,,,,,,,,Reichenberger Straße,,,,Olaf Karp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2526260,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,Wörsdorf,,,,,,,,,,,,,,,,,50.2471721,yes,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,,,,,,Hohenwedeler Weg,,,,Oliver Hollmann,,,21682,,,,,,,,,,,,,,,,,,,,,,,,,,,Stade,,,,,9.4634227,,,,,,,,,,,,,,,www.zahnarztpraxis-hollmann.de,+49 4141 82435,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,53.6059253,yes,,,,,,,DE,
,,,,,,,,,,,26-28,,,,,,,+49 341 3542112,,,,,,,Raschwitzer Straße,,,,Oralchirurgie Markkleeberg,,,04416,,,,,,,,,,,,,,,,,,,,,,,,,,,Markkleeberg,,,,,12.3762866,,,,,,,,,Bing,"Mo-Fr 08:00-12:30,14:00-18:00",,,,,https://www.oralchirurgie-markkleeberg.de/,+49 341 3542111,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,51.2824290,yes,,,http://www.oralchirurgie-markkleeberg.de,,,,DE,
,,,,,,,,,,,62,,,,,,,,,,,,,,Bahnhofstraße,,,,Otfried Göbel,,,36110,,,,,,,,,,,,,,,,,,,,,,,,,,,Schlitz,,,,,9.5667427,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,50.6826340,yes,,,,,dentist,,DE,
,,,,,,,,,,,4b,,,,,,,,,,,,,,Altcoschütz,,,,Otmar Tauchert,,,01189,,,,,,,,,,,,,,,,,,,,,,,,,,,Dresden,,,,,13.6954034,,,,,,,,,HiRes aerial imagery,"Mo-Fr 08:00-12:00; Mo,Tu,Th 14:30-18:00",,,,,,4015715,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,51.0181801,yes,,,,,,,DE,
,,,,,,,,,,,8,,,,,,,,,,,,,,Bruchsaler Straße,,,,Palti Dentalzentrum Kraichtal,,,76703,,,,,,,,,,,,,,,,,,,,,,,,,,,Kraichtal,,,,,8.6671019,,,,,,,,,,,,,,,www.videnti.de,+49(0)7251 9698-0,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.1427149,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parxisklinik Dr. med. dent. Henrich und Kollegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6147065,,,,,,,,,,,,,,,,,,,,,,,,limited,dentist,,,,,,,,,,,,,,,,,,,,,,,50.2255768,yes,,,,,,,,
,,,,,,,,,,,6,,,,,,,,,,,,,,Brauhausgasse,,,,Petra Meusel,,,07422,,,,,,,,,,,,,,,,,,,,,,residential,,,,,Bad Blankenburg,,,,,11.2618823,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,50.6843097,house,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pfeiffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0331344,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,50.9500483,yes,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,,,,,,Nikolausstraße,,,,Polednik Georg Zahnarzt,,,54518,,,,,,,,,,,,,,,,,,,,,,,,,,,Osann-Monzel,,,,,6.9528879,,,,,,,,,,,,,,,,+49 6535 933500,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.9205648,commercial,,,,,dentist,,DE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Porsche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3531277,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,48.0062914,yes,,,,,,,,
,,,,,,,,,,,32,,,,,,,,,,,,,,Wilhelmstraße,,,,Praedent Dental Technik,,,53840,,,,,,,,,,,,,,,,,,,,,flat,,,,,,Troisdorf,,,,,7.1544253,,grey,,12,,,,,HiRes aerial imagery,,,,,,,,,,,,,,,,dentist,,,,,,Mitte,,,,,,,4,,,,,,brick,,,,50.8141548,yes,red,,,,,,DE,
,,,,,,,,,,,34,,,,,,,,,,,,,,Ernst-Ludwig-Straße,,,,Praxis 32plus,,,68623,,,,,,,,,,,,,,,,,,,,,,,,,,,Lampertheim,,,,,8.4752204,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.5978199,yes,,,,,,,,
,,dentistry,,,,,,,,,,,,,,,,,,,,,,,,,,,Praxis Dillenburger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3266175,,,,,,,,,,,,,,,https://www.implantate-worms.de/,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.6122855,yes,,,,,,,,
,,,,,,,,,,,1,,,,,,,+49 2452 87989,,,,,,,Haarener Straße,,,,Praxis Dr. Andrea Heinrichs-Huben,,,52525,,,,,,,,,,,,,,,,,,,,,,,,,,,Heinsberg,,,,,6.0783514,,,,,,,,,3dShapes,,,,,,,+49 2452 7214,,,,,,,,limited,dentist,,,,,,Karken,,,,,,,,,,,,Zahnärztin,,,,,51.0967591,yes,,,,,dentist,,DE,
,,,,,,,,,,,3,,,,,,,,,,,,,,Apweilerstraße,,,,Praxis Dr. Andrea Wahlen,,,52511,,,,,,,,,,,,,,,,,,,,,,,,,,,Geilenkirchen,,,,,6.1711870,,,,,,,,,,,,,,,,+49 2451 4900759,,,,,,,,,dentist,,,,,,Immendorf,,,,,,,,,,,,Zahnärztin,,,,,50.9519539,yes,,,,,dentist,,DE,
,,,,,,,,,,,7,,,,,,,+49 2452 931182,,,,,,,Küpper,,,,Praxis Dr. Anka Mühlstroh,,,52525,,,,,,,,,,,,,,,,,,,,,,,,,,,Heinsberg,,,,,6.1327853,,,,,,,,,,,,,,,,+49 2452 931181,,,,,,,,,dentist,,,,,,Unterbruch,,,,,,,,,,,,Zahnärztin,,,,,51.0678785,yes,,,,,dentist,,DE,
,,orthodontics,,,,,,,,,85,,,,,,,+49 2452 23497,,,,,,,Ostpromenade,,,,Praxis Dr. April Müller,,,52525,,,,,,,,,,,,,,,,,,,,,,,,,,,Heinsberg,,,,,6.0982232,,,,,,,,,,,,,,,,+49 2452 4414,,,,,,,,limited,dentist,,,,,,,,,,,,,,,,,,Fachzahnärztin für Kieferorthopädie,,,,,51.0646247,yes,,,,,dentist,,DE,
,,,,,,,,,,,37,,,,,,,+49 2433 959742,,,,,,,Holzapfelstraße,,,,Praxis Dr. Burkhard Lenz,,,41836,,,,,,,,,,,,,,,,,,,,,,,,,,,Hückelhoven,,,,,6.2427360,,,,,,,,,,"Mo-Th 08:00-12:30,14:30-19:00; We 08:00-12:30; Fr 08:00-14:00",,,,,https://www.praxis-lenz.de/,+49 2433 959741,,,,,,,,,dentist,,,,,,Doveren,,,,,,,,,,,,Zahnarzt,,,,,51.0476848,yes,,,,,dentist,,DE,
,,,,,,,,,,,43,,,,,,,+49 2431 70100,,,,,,,Wilhelmstraße,,,,Praxis Dr. Carl-Gert Arlt,,,41812,,,,,,,,,,,,,,,,,,,,,,,,,,,Erkelenz,,,,,6.3144032,,,,,,,,,,,,,,,,+49 2431 4959,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,Zahnarzt,,,,,51.0761901,yes,,,,,dentist,,DE,
,,,,,,,,,,,69,,,,,,,+49 2433 86096,,,,,,,Dinstühlerstraße,,,,Praxis Dr. Carsten J. Richter,,,41836,,,,,,,,,,,,,,,,,,,,,,,,,,,Hückelhoven,,,,,6.2263381,,,,,,,,,,"Mo,Tu 08:00-12:00,14:00-18:00; We,Fr 08:00-12:00; Th 08:00-12:00,14:00-20:00",,,,,,+49 2433 85111,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,Zahnarzt,,,,,51.0514357,yes,,,,,dentist,,DE,
,,,,,,,,,,,2,,,,,,,+49 2452 23384,,,,,,,Rathausstraße,,,,Praxis Dr. Emunds-Riemkasten,,,52525,,,,,,,,,,,,,,,,,,,,,,,,,,,Heinsberg,,,,,6.0930109,,,,,,,,,,,,,,,,+49 2452 21477,,,,,,,,limited,dentist,,,,,,,,,,,,,,,,,,Zahnarzt,,,,,51.0621818,yes,,,,,dentist,,DE,
,,,,,,,,,,,33,,,,,,,+49 2451 9156585,,,,,,,Roermonder Straße,,,,Praxis Dr. Gerold Harst,,,52531,,,,,,,,,,,,,,,,,,,,,,,,,,,Übach-Palenberg,,,,,6.1373363,,,,,,,,,,,,,,,,+49 2451 9156585,,,,,,,,,dentist,,,,,,Boscheln,,,,,,,,,,,,Zahnarzt,,,,,50.9131702,yes,,,,,dentist,,DE,
,,,,,,,,,,,51,,,,,,,+49 2451 921148,,,,,,,Geilenkirchener Straße,,,,Praxis Dr. Guido Kemper,,,52531,,,,,,,,,,,,,,,,,,,,,,,,,,,Übach-Palenberg,,,,,6.1054176,,,,,,,,,,,,,,,,+49 2451 64115,,,,,,,,,dentist,,,,,,Frelenberg,,,,,,,,,,,,Zahnarzt,,,,,50.9439024,yes,,,,,dentist,,DE,
,,,,,,,,,,,107,,,,,,,+49 2433 918667,,,,,,,Parkhofstraße,,,,Praxis Dr. Harun Atakul,,,41836,,,,,,,,,,,,,,,,,,,,,,,,,,,Hückelhoven,,,,,6.2217749,,,,,,,,,,,,,,,,+49 2433 918666,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,Zahnarzt,,,,,51.0563049,yes,,,,,dentist,,DE,
,,,,,,,,,,,22,,,,,,,+49 2452 4322,,,,,,,Gerberstraße,,,,Praxis Dr. Heinrich Wolters,,,52525,,,,,,,,,,,,,,,,,,,,,,,,,,,Heinsberg,,,,,6.0940174,,,,,,,,,,,,,,,,+49 2452 21155,,,,,,,,yes,dentist,,,,,,,,,,,,,,,,,,Zahnarzt,,,,,51.0658403,yes,,,,,dentist,,DE,
,,,,,,,,,,,21,,,,,,,+49 2451 73435,,,,,,,Gerhard-Schümmer-Straße,,,,Praxis Dr. Henning Popov,,,52511,,,,,,,,,,,,,,,,praxis@zahnarzt-popov.de,,,,,,,,,,,Geilenkirchen,,,,,6.1260679,,,,,,,,,,"Mo,Th 08:00-13:00,14:30-18:00; Tu 08:00-13:00,15:00-20:00; We 08:00-13:00; Fr 08:00-15:00",,,,,https://zahnarzt-popov.de/,+49 2451 73444,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,Zahnarzt,,,,,50.9659592,yes,,,,,dentist,,DE,
,,,,,,,,,,,6,,,,,,,+49 2431 980085,,,,,,,Hermann-Josef-Gormanns-Straße,,,,Praxis Dr. Johannes Lennartz,,,41812,,,,,,,,,,,,,,,,,,,,,,,,,,,Erkelenz,,,,,6.3188127,,,,,,,,,,Mo-Th 07:00-22:00; Fr 08:00-14:00,,,,,,+49 2431 76474,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,Zahnarzt,,,,,51.0790080,house,,,,,dentist,,DE,
,,,,,,,,,,,82,,,,,,,+49 2434 25199,,,,,,,Prämienstraße,,,,Praxis Dr. Jürgen Berns,,,41844,,,,,,,,,,,,,,,,,,,,,,,,,,,Wegberg,,,,,6.3084792,,,,,,,,,,,,,,,,+49 2434 5651,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,Zahnarzt,,,,,51.1324257,yes,,,,,dentist,,DE,
,,,,,,,,,,,64,,,,,,,+49 2436 2720,,,,,,,Heuchterstraße,,,,"Praxis Dr. Leon Vos, Lasch",,,41844,,,,,,,,,,,,,,,,,,,,,,,,,,,Wegberg,,,,,6.2033926,,,,,,,,,,,,,,,,+49 2436 2000,,,,,,,,,dentist,,,,,,Arsbeck,,,,,,,,,,,,Zahnarzt,,,,,51.1426291,yes,,,,,dentist,,DE,
,,,,,,,,,,,30,,,,,,,,,,,,,,Alte Landstraße,,,,Praxis Dr. Lothar Schmitz,,,41844,,,,,,,,,,,,,,,,,,,,,,,,,,,Wegberg,,,,,6.2586619,,,,,,,,,,,+49 2434 208 81,,,,,,,,,,,,,,dentist,,,,,,Klinkum,,,,,,,,,,,,,,,,,51.1368810,yes,,,,,,,DE,
,,,,,,,,,,,28,,,,,,,,,,,,,,Kölner Straße,,,,Praxis Dr. Michael Stoltenburg,,,41812,,,,,,,,,,,,,,,,,,,,,,,,,,,Erkelenz,,,,,6.3189637,,,,,,,,,,,,,,,,+49 2431 6556,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,Zahnarzt,,,,,51.0776285,yes,,,,,dentist,,DE,
,,,,,,,,,,,53,,,,,,,,,,,,,,Brabanter Straße,,,,Praxis Dr. Miloart Dedic,,,52525,,,,,,,,,,,,,,,,,,,,,,,,,,,Waldfeucht,,,,,5.9896302,,,,,,,,,,"Mo,Tu,Th 09:00-12:00,15:00-17:00, We,Fr 09:00-14:00",,,,,,+49 2455 1844,,,,,,,,no,dentist,,,,,,,,,,,,,,,,,,Zahnarzt,,,,,51.0653193,yes,,,,,dentist,,DE,
,,orthodontics,,,,,,,,,18,,,,,,,+49 2431 942018,,,,,,,Heinrich-Jansen-Weg,,,,Praxis Dr. Miriam Mischo,,,41812,,,,,,,,,,,,,,,,,,,,,,,,,,,Erkelenz,,,,,6.3166754,,,,,,,,,,,,,,,,+49 2431 3337,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,Facharzt für Kieferorthopädie,,,,,51.0766455,yes,,,,,dentist,,DE,
,,oral_surgery,,,,,,,,,2,,,,,,,+49 2433 958732,,,,,,,Albert-Schweitzer-Straße,,,,Praxis Dr. Mohamed Daowd,,,41836,,,,,,,,,,,,,,,,,,,,,,,,,,,Hückelhoven,,,,,6.1935452,,,,,,,,,,,,,,,,+49 2433 51676,,,,,,,,,dentist,,,,,,Ratheim,,,,,,,,,,,,Fachzahnarzt für Oralchirurgie,,,,,51.0639598,yes,,,,,dentist,,DE,
,,,,,,,,,,,17D,,,,,,,+49 2452 101620,,,,,,,Birgdener Straße,,,,Praxis Dr. Mona Marconi,,,52525,,,,,,,,,,,,,,,,info@zahnaerztin-heinsberg.de,,,,,,,,,,,Heinsberg,,,,,6.0710667,,,,,,,,,,"Mo 08:00-12:00,14:00-18:00; Tu,Th 08:00-12:00,14:00-19:00; We 08:00-12:00; Fr 08:00-13:00",,,,,http://zahnaerztin-heinsberg.de,+49 2452 101618,,,,,,,,,dentist,,,,,,Waldenrath,,,,,,,,,,,,Zahnärztin,,,,,51.0153637,yes,,,,,dentist,,DE,
,,,,,,,,,,,105,,,,,,,+49 2452 9673464,,,,,,,Hochstraße,,,,Praxis Dr. N. Malekpour,,,52525,,,,,,,,,,,,,,,,praxis-drmalekpour@t-online.de,,,,,,,,,,,Heinsberg,,,,,6.0950203,,,,,,,,,,"Mo 08:00-12:00,14:00-18:00; Tu 08:00-12:00,14:00-19:00; We 08:00-13:00; Th 08:00-12:00,14:00-20:00; Fr 08:00-15:00",,,,,http://www.drmalekpour.de/,+49 2452 22863,,,,,,,,yes,dentist,,,,,,,,,,,,,,,,,,Zahnarzt,,,,,51.0623069,yes,,,,,dentist,,DE,
,,,,,,,,,,,17,,,,,,,,,,,,,,Parkhofstraße,,,,Praxis Dr. Norbert Meuser,,,41836,,,,,,,,,,,,,,,,,,,,,,,,,,,Hückelhoven,,,,,6.2240422,,,,,,,,,,,,,,,,+49 2433 2535,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,Zahnarzt,,,,,51.0507381,yes,,,,,dentist,,DE,
,,,,,,,,,,,81,,,,,,,+49 2452 61889,,,,,,,Graf-von-Galen-Straße,,,,Praxis Dr. Norbert Walters,,,52525,,,,,,,,,,,,,,,,,,,,,,,,,,,Heinsberg,,,,,6.1503661,,,,,,,,,,,,,,,,+49 2452 61777,,,,,,,,,dentist,,,,,,Oberbruch,,,,,,,,,,,,Zahnarzt,,,,,51.0593236,yes,,,,,dentist,,DE,
,,,,,,,,,,,25,,,,,,,+49 2433 958881,,,,,,,Gendorfer Straße,,,,Praxis Dr. Norbert Wasch,,,41836,,,,,,,,,,,,,,,,,,,,,,,,,,,Hückelhoven,,,,,6.1867257,,,,,,,,,,,,,,,,+49 2433 958880,,,,,,,,,dentist,,,,,,Ratheim,,,,,,,,,,,,Zahnarzt,,,,,51.0684134,yes,,,,,dentist,,DE,
,,,,,,,,,,,1,,,,,,,,,,,,,,Bahnhofstraße,,,,Praxis Dr. Paul Ubachs,,,52531,,,,,,,,,,,,,,,,,,,,,,,,,,,Übach-Palenberg,,,,,6.0983366,,,,,,,,,,,,,,,,+49 2451 909197,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,Zahnarzt,,,,,50.9249420,yes,,,,,dentist,,DE,
,,,,,,,,,,,46A,,,,,,,+49 2433 903694,,,,,,,Erkelenzer Straße,,,,Praxis Dr. Paulussen,,,41836,,,,,,,,,,,,,,,,,,,,,,,,,,,Hückelhoven,,,,,6.2259202,,,,,,,,,,,,,,,,+49 2433 903601,,,,,,,,no,dentist,,,,,,Kleingladbach,,,,,,,,,,,,Zahnarzt,,,,,51.0784750,yes,,,,,dentist,,DE,
,,,,,,,,,,,37,,,,,,,+49 2433 2260,,,,,,,Haagstraße,,,,Praxis Dr. Rob Sluyter,,,41836,,,,,,,,,,,,,,,,,,,,,,,,,,,Hückelhoven,,,,,6.2223459,,,,,,,,,,,,,,,,+49 2433 2557,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,Zahnarzt,,,,,51.0515736,yes,,,,,dentist,,DE,
,,,,,,,,,,,36,,,,,,,,,,,,,,Hauptstraße,,,,Praxis Dr. Sachs Zahnärzte,,,37355,,,,,,,,,,,,,,,,,,,,,,,,,,,Niederorschel,,,,,10.4246862,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,51.3712856,yes,,,,,,,,
,,,,,,,,,,,18,,,,,,,+49 2451 4090564,,,,,,,Am Weinberg,,,,Praxis Dr. Sandra Nobis,,,52511,,,,,,,,,,,,,,,,sandra.nobis@freenet.de,,,,,,,,,,,Geilenkirchen,,,,,6.1228484,,,,,,,,,,"Mo 08:00-17:00; Tu,We 08:00-19:30; Th 13:00-17:00; Fr 08:00-13:00",,,,,https://www.zahnheilkunde-nobis.de/,+49 2451 4090563,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,Zahnarzt,,,,,50.9697252,yes,,,,,dentist,,DE,
,,,,,,,,,,,12,,,,,,,,,,,,,,Heidenheimer Straße,,,,Praxis Dr. Schamberger,,,89564,,,,,,,,,,,,,,,,,,,,,,,,,,,Nattheim,,,,,10.2393156,,,,,,,,,,,,,,,,,,,,,,,,limited,dentist,,,,,,,,,,,,,,,,,,,,,,,48.7002444,yes,,,,,,,DE,
,,,,,,,,,,,58,,,,,,,,,,,,,,Rüsselsheimer Straße,,,,Praxis Dr. Schleich,,,65468,,,,,,,,,,,,,,,,,,,,,,,,,,,Trebur,,no,,,8.4056980,,,,,,,,,,,,,,,,+49 6147 7321,,,,,,,,no,dentist,,,,,,,,,,,,,,,,,,,,,,,49.9285895,yes,,,,,,,DE,
,,,,,,,,,,,8,,,,,,,,,,,,,,Rotenburger Straße,,,,Praxis Dr. Scholz,,,27389,,,,,,,,,,,,,,,,,,,,,,,,,,,Fintel,,,,,9.6659157,,,,,,,,,,,,,,,,+49 4265 8288,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,53.1719198,yes,,,,,,,DE,
,,,,,,,,,,,79,,,,,,,+49 2462 203605,,,,,,,Hauptstraße,,,,Praxis Dr. Stefan Jansen,,,41836,,,,,,,,,,,,,,,,,,,,,,,,,,,Hückelhoven,,,,,6.2396686,,,,,,,,,,,,,,,,+49 2462 5441,,,,,,,,limited,dentist,,,,,,Brachelen,,,,,,,,,,,,Zahnarzt,,,,,51.0060069,yes,,,,,dentist,,DE,
,,,,,,,,,,,19,,,,,,,+49 2452 931315,,,,,,,Erkelenzer Straße,,,,Praxis Dr. Stefan Maubach,,,52525,,,,,,,,,,,,,,,,stefan.maubach@zahnarztpraxis-dr-maubach.de,,,,,,,,,,,Heinsberg,,,,,6.1486307,,,,,,,,,,"Mo 08:30-12:30,14:00-18:30; Tu 08:30-12:30,14:00-19:00; We,Fr 08:30-13:00; Th 08:30-12:30,14:00-18:00",,,,,https://www.zahnarztpraxis-dr-maubach.de/,+49 2452 931314,,,,,,,,,dentist,,,,,,Dremmen,,,,,,,,,,,,Zahnarzt,,,,,51.0427261,yes,,,,,dentist,,DE,
,,,,,,,,,,,23,,,,,,,,,,,,,,Bergstraße,,,,Praxis Dr. Strecker & Lipski,,,27624,,,,,,,,,,,,,,,,,,,,,,,,,,,Geestland,,,,,8.8392303,,,,,,,Dr. Gudrun Strecker und Ulrike Lipski,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,53.6237315,yes,,,,,dentist,,,
,,,,,,,,,,,98,,,,,,,+49 2451 3088,,,,,,,Berliner Ring,,,,Praxis Dr. Teeuwen,,,52511,,,,,,,,,,,,,,,,,,,,,,,,,,,Geilenkirchen,,,,,6.1154062,,,,,,,,,,,,,,,,+49 2451 8098,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,Zahnarzt,,,,,50.9703561,yes,,,,,dentist,,DE,
,,,,,,,,,,,2,,,,,,,+49 2432 48762,,,,,,,Kirchstraße,,,,Praxis Dr. Theo Jütten,,,41849,,,,,,,,,,,,,,,,,,,,,,,,,,,Wassenberg,,,,,6.1557149,,,,,,,,,,,,,,,,+49 2432 48761,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,Zahnarzt,,,,,51.0996166,yes,,,,,dentist,,DE,
,,,,,,,,,,,37,,,,,,,+49 2431 981252,,,,,,,Baumschulweg,,,,Praxis Dr. Thomas Segschneider,,,41812,,,,,,,,,,,,,,,,,,,,,,,,,,,Erkelenz,,,,,6.3218099,,,,,,,,,,,,,,,https://zahnarztpraxis-segschneider.de.tl/,+49 2431 3212,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,Zahnarzt,,,,,51.0841360,house,,,,,dentist,,DE,
,,,,,,,,,,,1,,,,,,,+49 2456 4167,,,,,,,Gen Hoefke,,,,Praxis Dr. Ulrich Trepels,,,52538,,,,,,,,,,,,,,,,,,,,,,,,,,,Selfkant,,,,,5.9315182,,,,,,,,,,,,,,,,+49 2456 3386,,,,,,,,,dentist,,,,,,Höngen,,,,,,,,,,,,Zahnarzt,,,,,51.0226815,yes,,,,,dentist,,DE,
,,,,,,,,,,,12,,,,,,,+49 2433 443096,,,,,,,Am Grüngürtel,,,,Praxis Dr. Volker Seidel,,,41836,,,,,,,,,,,,,,,,,,,,,,,,,,,Hückelhoven,,,,,6.2174832,,,,,,,,,,,,,,,,+49 2433 42668,,,,,,,,,dentist,,,,,,Hilfarth,,,,,,,,,,,,Zahnarzt,,,,,51.0372179,detached,,,,,dentist,,DE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praxis Dr. Wahler & Kollegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0795822,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,50.2025600,yes,,,,,,,,
,,,,,,,,,,,73,,,,,,,+49 2454 8396,,,,,,,Geilenkirchener Straße,,,,Praxis Dr. Werner Burbach,,,52538,,,,,,,,,,,,,,,,,,,,,,,,,,,Gangelt,,,,,6.0598301,,,,,,,,,,,,,,,,+49 2454 8580,,,,,,,,,dentist,,,,,,Birgden,,,,,,,,,,,,Zahnarzt,,,,,51.0052603,yes,,,,,dentist,,DE,
,,,,,,,,,,,3,,,,,,,+49 2452 25535,,,,,,,Genneper Straße,,,,Praxis Dr. Wilhelm Baltes,,,52525,,,,,,,,,,,,,,,,,,,,,,,,,,,Heinsberg,,,,,6.0964941,,,,,,,,,,"Mo,Th 08:00-12:00,15:00-18:00; Tu 08:00-12:00,15:00-19:00; We 08:00-12:00; Fr 08:00-14:00",,,,,,+49 2452 22727,,,,,,,,limited,dentist,,,,,,,,,,,,,,,,,,Zahnarzt,,,,,51.0654138,yes,,,,,dentist,,DE,
