shop,seasonal,healthcare:speciality,building:part,postal_code,rooms,educamadrid:codigo_postal,name:ca,addr:housenumber,educamadrid:transporte,ele,source,emergency_telephone_code,educamadrid:cod_centro,contact:website,fax,short_name,sorting_name,material,educamadrid:nombre_via,wheelchair:description,addr:street,colour,fixme,name:en,contact:fax,name,designation,addr:postcode,roof:material,roof:orientation,educamadrid:horario_amp,name:eu,name:es,internet_access,name:ar,educamadrid:url,parking,loc_name,phone_1,wikipedia,educamadrid:comedor,ine:municipio,access,religion,ref,email,highway,barrier,contact:email,addr:province,denomination,educamadrid:numero_portal,ref:cadastre:building,roof:shape,emergency,b5m:urlOrto,addr:city,b5m:id,supervised,military,toilets:wheelchair,educamadrid:telefono,health_facility:type,wall,lon,educamadrid:bilingue,roof:colour,layer,height,indoor:level,educamadrid:tipo,alt_name,operator,fee,area,opening_hours,contact:phone,addr:housename,stars,catastro:ref,educamadrid:publico_bilingue,start_date,website,addr:unit,lanes,nohousenumber,source:date,phone,construction,old_name,name:zh,abandoned:building,source:url,landuse,roof:levels,amenity,educamadrid:municipio,operator:type,addr:hamlet,official_name,wikidata,addr:neighbourhood,medical_system:western,building:levels:underground,building:levels,note,b5m:url,description,building:material,fence_type,educamadrid:fax,source:date:pnoa,lat,local_code,building,building:colour,addr:city:es,url,wheelchair,addr:place,name:gl,educamadrid:tipo_via,healthcare,addr:country
,,,,,,,,204,,,,,,,,,,,,,Calle de Arturo Soria,,,,,Clínica San Miguel (Hermanas Hospitalarias),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Madrid,,,,,,,,-3.6595047,,,,,,,,,,,,,,,,,,http://www.lrhbhsc.org/opencms/opencms/menu_vertical/hospitalizacion/nuestro_centro.html,,,,,,,,,,,,,hospital,,,,,,,,,,,,Hospitalización de personas con enfermedad mental,,,,,40.4603462,,,,,,,,,,,ES
,,,,,,,,,,,,,,,,,,,,,,,,,,Clínica Sant Josep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8317390,,,,,,,,Althaia,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,41.7226942,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Clínica Santa Elena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-4.4882498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,36.6462076,,,,,,,,,,,
,,,,,,,,8,,,,,,,,,,,,,Calle de la Granja,,,,,Clínica Santa Elena,,28003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Madrid,,,,,,,,-3.7166045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.4456886,,hospital,,,,,,,,,ES
,,,,,,,,,,,,,,,,,,,,,,,,,,Clínica Teknon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,2.1276668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,41.4051163,,,,,,,,,,,
,,,,,,,,36,,,,,,,,CUN,,,,,Avenida Pío XII,,,,,Clínica Universidad de Navarra,,31008,,,,,Clínica Universidad de Navarra,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-1.6634949,,,,,,,Clínica Universitaria de Navarra,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,Q3297837,,,,,,,,,,,,42.8049517,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,Virgen Blanca Clinic,,Clínica Virgen Blanca,,,,,,Virgen Blanca klinika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9156014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,43.2585412,,hospital,,,,,,,,hospital,
,,,,,,,,,,,field_work,,,,,,,,,,,,,,,Clínica Vistahermosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4639782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,5,,,,,,,,38.3628884,,hospital,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Clínica Vía de la Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.4082704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,38.4269255,,hospital,,,,,,,,,
,,,,,,,,271,,,,,,,,,,,,,Carrer de Balmes,,,,,Clínica del Pilar,,08006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona,,,,,,,,2.1482576,,,,,,,,Grupo Quiron Salud,,,,,,,,,,https://www.quironsalud.es/pilar,,,,,+34 93 236 05 00,,,,,,,,hospital,,,,,,,,,,,,,,,,,41.3997489,,,,,,,,,,,ES
,,,,,,,,16,,,,,,,+34 952348100,,,,,,Calle del Corregidor Nicolás Isidro,,,,,Clínica el Ángel,,29007,concrete,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,Málaga,,,,,,,,-4.4536753,,#AD7963,,,,,,,,,,,,,,,,http://www.clinicaelangel.com,,,,,+34 952045000,,,,,,,,hospital,,,,,,,,,11,,,,brick,,,,36.7155940,,yes,#86674B,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Complejo Asistencial Benito Menni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.6183755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.1553254,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Complejo Asistencial Universitario de León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-5.5743089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,42.6199801,,hospital,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Complejo Asistencial de Segovia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-4.1305351,,,,,,,,,,,,,,,,,,http://www.salud.jcyl.es/hospitales/cm/CASegovia/,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.9424948,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Complejo Hospitaliario Provincial de Toledo,,Complejo Hopitaliario Provincial de Toledo,,,,,,,Complejo Hospitaliario Provincial de Toledo,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-4.0144969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,39.8612803,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Complejo Hospitalario Ciudad de Jaén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.7917263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,37.7765580,,,,,,,,,,,
,,,,,,,,121,,,,,,,,,,,,,Avenida Carlos de Haya,,,,,Complejo Hospitalario Integral Privado,,29010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Málaga,,,,,,,,-4.4543518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,36.7230914,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Complejo Hospitalario Perpetuo Socorro - Materno Infantil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.9728958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,38.8671278,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Complejo Hospitalario Quirón Bizkaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9507672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,43.3295517,,,,,,,,,,,
,,,,,,,,3,,,,,,,,,,,,,Calle Irunlarrea,,,,,Complejo Hospitalario de Navarra,,31008,,,,,,,,,,,,es:Complejo Hospitalario de Navarra,,,,,,,,,,,,,,,yes,,Pamplona/Iruña,,,,,,,,-1.6728990,,,,,,,,Servicio Navarro de Salud-Osasunbidea,,,,+34848422222,,,,,,http://www.navarra.es/home_es/Temas/Portal+de+la+Salud/Ciudadania/,,,,,+34 848422222,,,,,,,,hospital,,,,,,,,,,,,,,,,,42.8052635,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,+34 93 640 02 68,,,,,,,,,,,Complex Assistencial en Salut Mental Benito Menni,,,,,,,Complejo Asistencial en Salud Mental Benito Menni,,,,,,,,,,,,,hospital.hbmenni@hospitalarias.es,,wall,,,,,,,,,,,,,,,,,2.0377315,,,,,,,,Germanes Hospitalàries del Sagrat Cor de Jesús,,,,,,,,,,http://www.hospitalbenitomenni.org/ca/complex-assistencial/benito-menni-complex-assitencial-en-salut-mental.html,,,,,+34 93 652 99 99,,,,,,health,,hospital,,,,,,,,,,,,Serveis de salut mental Sagrat Cor de Jesús,,,,,41.3504167,,,,,,,,,,,
,,,,,,,,84,,,,,,,,CHUAC,,,,,As Xubias de Arriba,,,,,Complexo Hospitalario Universitario da Coruña,,15006,,,,,Complejo Hospitalario Universitario de la Coruña,,,,,Hospital A Coruña,,,,,,,,,,,,,,,,,yes,,A Coruña,,,,,,,,-8.3889643,,,,,,,,Sergas,,,24/7,,,,,,,https://hospitalcoruna.sergas.es/Paginas/bienvenida.aspx,,,,,+34 981 178000,,,,,,,,hospital,,public,,,,,,,,,,,,,,,43.3428908,,,,,,,,Complexo Hospitalario Universitario da Coruña,,hospital,
,,general;emergency,,,,,,52,,,,,,,,CHUO,,,,,Rúa Ramón Puga Noguerol,,,,,Complexo Hospitalario Universitario de Ourense,,32005,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Ourense,,,,,,,,-7.8595439,,,,,,,,,,,,,,,,,,,,,,,+34988385500,,,,,,,,hospital,,,,,,,,,,,,,,,,,42.3246970,,,,,,,,,,hospital,ES
,,,,,,,,,,,,,,,,,,,,,Rúa da Choupana,,,,,Complexo Hospitalario Universitario de Santiago,,15706,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Santiago de Compostela,,,,,,,,-8.5651570,,,,,,,,,,,,,,,,,,https://xxisantiago.sergas.es/Paxinas/web.aspx?tipo=paxtab&idLista=3&idContido=183,,,,,+34 981950000,,,,,,,,hospital,,,,,,,,,,,,,,,,,42.8699990,,,,,,yes,,,,hospital,ES
,,,,,,,,406,,,,,,,,,,,,,Carrer de Llull,,,,,Consorci Mar Parc de Salut de Barcelona,,08019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2182738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,1,7,,,,,,,,41.4129852,,public,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Consulterio Medico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.2189283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,42.4234864,,,,,,,,,,hospital,
,,general,,,,,,,,,,,,,,,,,,,,,,,,Consultorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7132276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,41.8175077,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6233920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,39.4027748,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.1359045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,41.4892674,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Barrio Monachil,,18193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barrio de Monachil,,,,,,,,-3.5584764,,,,,,,,Servicio Andaluz de Salud,,,,,,,,,,,,,,,+34 958 30 07 13,,,,,,,,hospital,,,,,,,,,,,,,,,,,37.1334299,,,,,,,,,,hospital,
,,,,,,,,267,,,,,,,,,,,,,,,,,,Consultorio Brena Baja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.7679036,,,,,,,,,,,,,Centro de Salud,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,28.6458382,,yes,,,,,,,,,
,,,,,,,,,,,survey,,,,,,,,,,,,,,,Consultorio El Tanque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.7741937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,health,,hospital,,,,,,,,,,,,,,,,,28.3579728,,,,,,,,,,,
,,,,,,,,,,,survey,,,,,,,,,,,,,,,Consultorio Garachio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.7646217,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,2,,,,,,,,28.3726539,,hospital,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6756057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,39.1338779,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6752224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,39.5963214,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Local El Bellotar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5493675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,38.4733439,,,,,,,,,,hospital,
,,general,,,,,,3,,,,,,,,,,,,,Calle Benito Pérez Galdós,,,,,Consultorio Local de Tahíche,,35507,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,Tahiche,,,,,,,,-13.5419298,,,,,,,,Servicio Canario de la Salud,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,29.0147397,,,,,,,,,,centre,
,,,,,,,,3,,,,,,,,,,,,,Calle de los Donantes de Sangre,,,,,Consultorio Médico,,26140,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Lardero,,,,,,,,-2.4592576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,42.4297975,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,La Plaza,,,,,Consultorio de Panes,,33570,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Panes,,,,,,,,-4.5841510,,,,,,,,,,,,,,,,,,,,,yes,,+34 985 414 043,,,,,,,,hospital,,,,,,,,,,,,,,,,,43.3225772,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio periférico de Ujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.7912528,,,,,,,,SESPA,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,43.2079937,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Cruz Roja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-4.6817700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,41.2815781,,,,,,,,,,,
,summer,,,,,,,,,,,,,,,,,,,,,,,,,Cruz Roja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lifeguard_base,,,,,,,,,,-0.5168101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,38.2547188,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Cruz Roja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lifeguard_base,,,,,,,,,,-7.0281565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,1,,,,,,,,37.2044900,,yes,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Cruz Roja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3411158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,42.1981154,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Cruz Roja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3693009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,Puesto de Cruz Roja en La almunia,,,,,,,41.4765264,,yes,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Cruz Roja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0056188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,38.1639381,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Cruz Roja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1159913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,41.5450392,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Cruz Roja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.1755402,,,,,,,,Cruz Roja Española,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.3470719,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Cruz Roja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Córdoba,,,,,,,,-4.7849482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,37.8802082,,yes,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Cruz Roja Alagon,,,,,,,,,,,,,,,,,,,Bravo52.1,,,,,,,,,,ambulance_station,,,,,,,,,,-1.1260209,,,,,,,,Cruz Roja,,,,,,,,,,,,,,,+34 976656263,,,,,,,,hospital,,,,,,,,,,,,,,,,,41.7743398,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Begiristain doktorearen pasealekua,,,,,Donostia Unibertsitate Ospitalea,,20014,,,,,,,,,,,,eu:Donostia Unibertsitate Ospitalea,,,,,,,,,,,,,,,,,Donostia / San Sebastian,,,,,,,,-1.9712597,,,,,,,,Osakidetza,,,,,,,,,,https://www.osakidetza.euskadi.eus/r85-gkodon03/eu/contenidos/informacion/odon_informacion_interes/eu_hdon/index.shtml,,,,,,,,,,,,,hospital,,public,,,,Amara,,,,,,,,,,,43.2926220,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Edificio PET-TAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1611021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9331653,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Edificio de Mantenimiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1612225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9321040,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Eibar Ospitalea,,,,,,Eibarko Ospitalea,Hospital de Eibar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4828398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,43.1822147,,yes,,,,,,,,hospital,
,,,,,,28223,,,no,,,,28700465,,,,,,Juan Xxiii,,,,,,,Equipo General Pozuelo De Alarcón,,,,,no,,,,,http://www.educa.madrid.org/eoep.pozuelodealarcon,,,,,no,,,,,,,,,,,8,,,,,,,,,,"913515364 , 913515364",,,-3.8079380,no,,,,,Equipos De Orientacion Educativa Y Psicopedagogica. General.,,,,,,,,,,no,,,,,,,,,,,,http://educa.madrid.org,,,hospital,Pozuelo De Alarcón,,,,,,,,,,,,,,917157162,,40.4460549,,,,,,,,,Avenida,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Ernest Lluch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6471639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,41.3365821,,,,,,,,,,,
,,,yes,,,,,,,,catastro,,,,,,,,,,,,,,,Escuela Universitaria de Enfermería,,,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,,,,,,,,-3.8312683,,,,,,,,,,,,,,,,,,https://web.unican.es/centros/enfermeria,,,,2013-01,,,,,,,,,,,,,,,,,,6,,,,,,,,43.4563160,,yes,,,,,,,,,
,,,,,,,Hospital Val d'Aran,,,,survey,,,,,,,,,,,,,,,Espitau Val d'Aran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,0.7970658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,42.7023853,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,FINBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.8280750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,43.3744119,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Facultad de Ciencias de la Salud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1645722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,university,,,,,,,,,,,,,,,,,37.9307981,,yes,,,,,,,,,
,,,,,,,,9,,,,,,,,,,,,,Calle Mosén León Andía,,,,,Farmacia,,44620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valdeltormo,,,,,,,,0.0846423,,,,,,,,,,,,,,,,,,,Calle,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.9870239,,,,,,,,,,hospital,
,,,,,,,,340-350,,,,,,,,,,,,,Carrer de Cartagena,,,,,Fundació Puigvert - Iuna,,08025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona,,,,,,,,2.1722910,,,,,,,,,,,,,,,,,,https://www.fundacio-puigvert.es/,,,,,+34 934 16 97 00,,,,,,,,hospital,,,,,,,,1,5,,,,,,,,41.4131420,,public,,,,yes,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Fundació sanitaria Sant Pere Claver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1733979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,3,,,,,,,,41.3731785,,public,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Fundación Hospital de Avilés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-5.9261644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,43.5549827,,hospital,,,,,,,,,
,,geriatrics;psychiatry,,,,,,98,,,,,,,,,,,,,Calle del Pinar de San José,,,,,Fundación Instituto San José,,28054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Madrid,,,,,,,,-3.7754027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.3641488,,,,,http://www.fundacioninstitutosanjose.es/,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Galdakao-Usansolo ospitalea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8195895,,,,,,,,Osakidetza,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,43.2244713,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Calle de Álvarez Taladriz,,,,,Gerencia de Salud de Área de Valladolid,,47007,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,Valladolid,,,,,,,,-4.7366524,,,,,,,,,,,,,Gerencia de Salud de Área de Valladolid,,,,,,,,yes,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,41.6376384,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Gernikako Ospitalea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-2.6718910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,43.3188882,,hospital,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Gernikako Ospitalea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6711066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,43.3185043,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,El Varadero,,,,,Gerência de servicios sanitarios de Lanzarote,,35570,,,,,Consultorio local de playa blanca. Gerência de servicios sanitarios de Lanzarote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.8318629,,,,,,,,,,,24/7,,,,,,,http://www2.gobiernodecanarias.org/sanidad/scs/,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,28.8661950,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Groseko Osasun Zentroa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9704902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,7,,,,,,,,43.3254216,,apartments,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Cruces University Hospital,,Gurutzetako Ospitalea,,,,,,Gurutzetako Ospitalea,Hospital Universitario de Cruces,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-2.9838558,,,,,,,,,,,,,,,,,1955,http://www.hospitalcruces.com,,,,,,,,,,,,,hospital,,public,,,Q9004937,,,,,,,,,,,,43.2832627,,,,,,yes,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,HCB Calpe Internacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0439736,,,,,,,,,,,,,,,,,,https://centromedicocalpeinternacional.com/,,,,,+34 96 607 27 37,,,,,,,,hospital,,,,,,,,,2,,,,,,,,38.6464371,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HM San Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.5722461,,,,,,,,HM Hospitales,,,,,,,,,,http://www.clinicasanfrancisco.es/,,,,,+34 987 251012,,,,,,,,hospital,,,,,,,,,,,,,,,,,42.5902323,,hospital,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4351314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,38.7075745,,yes,,,,,,,,,
