health_facility:type,shop,amenity,contact:phone,healthcare_1,healthcare:speciality,medical_system:western,addr:street:it,social_facility,addr:unit,official_name,height,loc_name,email_1,wikidata,name:it,lon,social_facility:for,operator,air_conditioning,phone_1,addr:housenumber,note,short_name,religion,building:levels,opening_hours,operator:type,addr:housename,name:de,access,source,contact:mobile,ref:anncsu,it:fvg:ctrn:code,addr:street,email,website,ref:vatin,fax,addr:hamlet,description,emergency,contact:email,addr:province,addr:street:de,fence_type,fixme,leisure,denomination,barrier,phone,old_name,lat,area,roof:shape,level,indoor,addr:city,building,building:colour,min_level,contact:fax,name,addr:inclusion,addr:postcode,wheelchair,addr:interpolation,addr:place,it:fvg:ctrn:revision,start_date,source:geometry,max_level,healthcare,room,source:addr,addr:country,alt_name
,,clinic,,,,,,,,,,,,,,13.8350145,,,,,,Terme,,,,,,,,,,,,,,,,,,,Terme,,,,,,,,,,,,42.1781752,,,,,,yes,,,,Terme di Popoli,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,8.8512954,,,,,,,Tomalab,,,,,,,,,,,,,,http://www.tomalab.it/,,,,,,,,,,,,,,,,45.5992521,,,,,,,,,,Toma Advanced Biomedical Assays,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,10.9660352,,,,,1,,,,,,,Distretto Sanitario ULSS 20,,,Regione_del_Veneto_LR28_16.7.1976_Formazione_CTR_auth_39164-5700-1100_23.01.2009,,,,Via Campania,,,,,,,,,,,,,,,,,,45.4445792,,,,,,yes,,,,ULSS 9 Scaligera,,,,,,,,,,clinic,,,,
,,clinic,,,,,,,,,,,,,,10.9658211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4447412,,,,,,,,,,ULSS 9 Scaligera,,,yes,,,,,,,clinic,,,,
,,clinic,,,,,,,,,,,,,,12.4523497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9647324,,,,,,yes,,,,UPMC San Pietro FBF,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,12.3698228,,,,,191,,,,,,,,,,,,,,via Eschilo,,,,,,,,,,,,,,,,,,41.7562332,,,,,,yes,,,,USI - Axa-Palocco (Axalab),,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,12.6842690,,,,,1838,,,,,,,,,,,,,,Via Casilina,,,,,,,,,,,,,,,,06 328 68 47,,41.8624143,,,,,Roma,yes,,,,USI - Borghesiana (Pro.di.lab.),,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,12.5027604,,,,,22,,,,4,,,,,,,,,,Via Machiavelli,,,,,,,,,,,,,,,,+39 06 3286843,,41.8924910,,,,,Roma,yes,,,,USI - Piazza Vittorio (Machiavelli Medical House),,00185,,,,,,,,clinic,,,,
,,clinic,,,,,,,,,,,,,,12.4700779,,,,,18,,,,4,,,,,,,,,,via Virginio Orsini,,,,,,,,,,,,,,,,+39 06 32 86 81,,41.9102486,,,,,Roma,yes,,,,USI - Prati,,00192,,,,,,,,clinic,,,,
,,clinic,,,,,,,,,,,,,,14.2083928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8207455,,,,,,yes,,,,Villa Angela,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,13.8809720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.9437656,,,,,,yes,,,,Villa Anna,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,9.1176326,,,,,3,,,,,,,,,,,,,,Via Fratelli Bandiera,,,,,,,,,,,,,,,,,,45.6043521,,,,,Limbiate,yes,,,,Villa Bianca - Multimedica,,20812,,,,,,,,,,,IT,
,,clinic,,,,,,,,,,,,,,8.5768560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9371348,,,,,,yes,,,,Villa Caramora - Istituto Auxologico Italiano,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,11.2817221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7842419,,,,,,,,,,Villa Delle Terme - Divisione Marconi,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,12.0646702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.1265316,,,,,,,,,,Villa Elena,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,16.8670929,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,40.4347702,,,,,,,,,,Villa Genusia,,,,,,,,,,,,,,
,,clinic,,,,,,,,Maria Cecilia Hospital,,,,Q30281113,,11.8930821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casa di cura Villa Maria,44.3974493,,,,,,,,,,Villa Maria Cecilia Hospital,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,11.3979300,,,,,,,,,,,,,,,,,,,,,http://www.villamiari.it,,,,,,,,,,,,,,,,45.7410038,,,,,,,,,,Villa Miari,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,16.7718373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.1505884,,,,,,yes,,,,Villa San Giuseppe,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,8.9983729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4166905,,,,,,hospital,,,,Villa Santa Maria,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,13.5128269,,,,,,,,,,,,,,,,,,,,info@villasantateresa.it,http://www.villasantateresa.it/,,,,,no,,,,,,,,,+39 091 9292111,,38.0934539,,,,,,,,,,Villa Santa Teresa,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,11.2727723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7744570,,,,,,,,,,Villa delle Terme - Istituto Reumatologico Munari,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,8.9790895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3931093,,,,,,yes,,,,ambulatorio,,,,,,,,,,,,,,
