shop,office,healthcare:speciality,building:part,payment:debit_cards,postal_code,private_treatment,smoking,addr:housenumber,source:addr:housenumber,description,addr:state,addr:terrace,source,ref:NPLG:UPRN:1,opening_hours:url,addr:village,building:color,fax,roof:colour,source:amenity,contact:facebook,former_amenity,height,wheelchair:description,addr:street,source:name,fixme,name:en,contact:fax,addr:city,designation,payment:cash,addr:postcode,roof:material,level,payment:credit_cards,payment:contactless,HE_ref,roof:orientation,source:footprint,payment:mastercard,addr:flats,amenity_1,cqc:location:id,payment:american_express,building_name,building:start_date,access,payment:cheque,check_date,email,contact:email,addr:province,roof:shape,building:use,contact:twitter,last_check,nhs_treatment,source:geometry,source:building,roof:direction,source:listed_status,old_website,diet:vegetarian,source:location,lon,contact:website,survey:date,layer,source:area,long_name,alt_name,nhs,source_1,operator,fee,source:building:start_date,wheelchair:description:en,area,opening_hours,contact:phone,addr:housename,name,heritage,website,addr:unit,source:height,listed_status,source:listed,phone,dentist,old_name,source:outline,opening_hours:signed,architect,dispensing,cqc:location_id,landuse,wheelchair,amenity,source:shape,building:flats,addr:suburb,building:min_level,lat,building:level,wikidata,source:postcode,addr:town,emergency,building:levels,image,website2,note,FIXME,source:addr,building:material,payment:visa,toilets,addr:county,source:addr:postcode,toilets:wheelchair,old_shop,building,building:colour,name:gd,url,roof:levels,addr:place,uri,healthcare,telephone,addr:country,heritage:operator
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.4529560,,,,,,,,,,,,,,,,,Liskeard Dental Centre,,,,,,,,,,,,,,,,,dentist,,,,,50.4608929,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,65,,,,,,,,,,,,,,,,,Barnhorn Road,,,,,Bexhill-on-Sea,,,TN39 4QB,,,,,,,,,,,,,,,,,,,info@littlecommondental.co.uk,,,,,,,,,,,,,,0.4250749,http://www.littlecommondental.co.uk/,,,,,,,,,,,,,"Mo-We,Fr 08:30-18:00; Th 08:30-20:00",+44 1424 845530,Little Pasture,Little Common Dental Practice,,,,,,,,,,,,,,,,yes,dentist,,,,,50.8444282,,,,,,2,,,,,,,,,,,,,commercial,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/Littlecommondentalpractice,,,,Little Common Road,,,,,Bexhill-on-Sea,,,TN39 4SB,,,,,,,,,,,,,,,,,,,info@littlecommondental.co.uk,,,,,,,,,,,,,,0.4341996,http://www.littlecommondental.co.uk,,,,,,,,,,,,,"Mo-We,Fr 08:30-18:00; Th 08:30-20:00",+44 1424 845530,Clifton,Little Common Denture Care,,,,,,,,,,,,,,,,yes,dentist,,,,,50.8451252,,,,,,2,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3683249,,,,,,,,,,,,,,,,,Little Lever Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,53.5612003,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,106,,,,,,,,,,,,,,,,,Littleover Lane,,,,,Derby,,,DE23 6JJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4964170,,,,,,,,,,,,,,,+44 1332 776177,,Littleover Dental Practice,,https://www.littleoverdentalpractice.co.uk/,,,,,+44 1332 776177,,,,,,,,,,dentist,,,,,52.9005779,,,,,,,,,,,,,,,,,,,commercial,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Main Street,,,,,Livingston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.5664947,,,,,,,,,,,,,,,,,Livingston Dental Care,,http://www.livingston-dentalcare.co.uk/,,,,,+44 1506 418835,,,,,,,,,,dentist,,,Deans,,55.9010032,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.8269122,,,,,,,,,,,,,,,,,Llandudno Smiles,,,,,,,,,,,,,,,,,dentist,,,,,53.3215019,,,,,,3,,,,,,plaster,,,,,,,yes,white,,,1,,,,,,
,,,,,,,,,,,,,,,,,,,grey,,,,,,,,,,,Kyle,,,,slate,,,,,,,,,,,,,,,,,,,,hipped,,,,,,,,,,,,-5.7094127,,,,,,,,,,,,,,,,Old Sickbay,Lloyd Parsons,,,,,,,,,,,,,,,,,dentist,,,,,57.2812989,,,,,,1,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,281,,,,,,,,,,,,,,,,,Loddon Bridge Road,,,,,Reading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS_OpenData_StreetView,,,,,,-0.8980328,,,,,,,,,,,,,,"Mo 08:30-13:00,14:00-19:00; Tu-Th 08:30-13:00,14:00-17:00",,,Loddon Bridge Road Dental Practice,,,,,,,+44 118 969 2935,,,,,,,,,,dentist,,,,,51.4528580,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5218903,,,,,,,,,,,,,,,,,Lodge Causeway Dental Centre,,,,,,,,,,,,,,,,,dentist,,,,,51.4709238,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,108-110,,,,,,,,,,,,,,,,,Tooley Street,,,,,London,,,SE1 2TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0824205,,,,,,,,,,,,,,,,,London Bridge Dental Practice,,http://www.lbdp.co.uk/,,,,,+44 207 407 1920,,,,,,,,,,dentist,,,,,51.5042513,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1063309,,,,,,,,,,,,,,,,,London Road Dental,,,,,,,,,,,,,,,,,dentist,,,,,51.4525364,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,62A,,,,,,,,,,,,,,,,,Goodge Street,,,,,London,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1366843,,,,,,London Smiling Dental Group,,,,,,,,,,,London Smiling,,,,,,,+44 20 76367616,,,,,,,,,,dentist,,,,,51.5190747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Reigate Road,,,,,,,,RH4 1QE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3217473,,,,,,,,,,,,,,,,,Longborough Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.2361958,,,,,,,,,,,,,,,,,,,house,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4927054,,,,,,,,,,,,,,,,,Longwell Green Dental Surgery,,,,,,,,,,,,,,,,,dentist,,,,,51.4376117,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Brunel Quays,,,,,,,,PL22 0EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.6665650,,,,,,,,,,,,,,,,The Old Carriage Works,Lostwithiel Dental Surgery,,,,,,,,,,,,,,,,,dentist,,,,,50.4069228,,,,,,1,,,,,,,,,,,,,commercial,,,,,,,,,,
,,,,,,,,30,,,,,,,,,,,,,,,,,Loughborough Road,,,,,,,,NG2 7JJ,,,,,,,,,,,1-188402745,,,,,,,,,,,,,,,,Auto_OS_OpenData_StreetView,,,,,,-1.1372410,,,,,,,,,,,,,,,,,Loughborough Road Dental Practice,,https://www.lrdp.org/,,,,,,,,,,,,,,,dentist,,,,,52.9319771,,,,,,,,,,,CQC Open Data,,,,,,,,yes,,,,,,,,,,
,,,,,,,,360,photo,,,,,,,,,,brown,,,,,,High Street,,,,,Rochester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5148034,,,,,,,,,,,,,,,,,Louie Dental Practice,,,,,,,+44 1634 404590,,,,,,,,,,dentist,,,,,51.3832979,,,,,,3,,,,,,brick,,,,,,,retail,,,,,,,dentist,,,
,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2300120,,,,,,,,,,,,,,,,,Lyme Dental Centre,,,,,,,,,,,,,,,,,dentist,,,,,53.0154619,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,110-114,,,,,survey,,,,,,,,,,,,Sneinton Dale,,,,,,,,NG2 4HG,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,-1.1244935,,,,,,,,,,,,,,,,,Lyndhurst Family Dental Centre,,,,,,,,,,,,,,,,,dentist,,,,,52.9528294,,,,,,,,,,,CQC open data,,,,,,,,yes,,,,,,,,,,
,,,,,,,,560,,,,,,,,,,,dark_grey,,,,,,Roman Road,,,,,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0298925,,,,,,,,,,,,,,,,,MC Lewis & Associates Dental Practice,,http://www.eastlondondentists.com,,,,,+44 20 89803133,,,,,,,,,,dentist,,,,,51.5327178,,,,,,2,,,,,,brick,,,,,,,yes,brown,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Clevedon Road,,,,,,,,BS48 1EH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7591558,,,,,,,,,,,,,,,,12,MG Dental Care,,http://www.mgdentalcare.co.uk/,,,,,,,,,,,,,,,dentist,,,,,51.4353024,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.7908606,,,,,,,,,,,,,,,,,MacDonald And Morsen,,,,,,,+44 1259723225,,,,,,,,,,dentist,,,,,56.1158931,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,4/5,,,,,,,,,,,,,,,,,High Street,,,,,Woking,,,GU21 6BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5576927,http://www.macrocare.co.uk,,,,,,,,,,,,,"Mo-Th 09:30-13:00,14:00-18:00; Fr 09:30-13:00; Su,PH off",,,MacroCare Dental Health,,,,,,,+441483721740,,,,,,,,,,dentist,,,,,51.3185910,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,207-209,,,,,,,,,,,,,,,,,Sutherland Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1820347,,,,,,,,,,,,,,,,,Maida Smiles,,https://maidasmiles.co.uk/,,,,,,,,,,,,,,,dentist,,,,,51.5279308,,,,,,1,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,69A,,,,,,,,,,,,,,,,,Main Street,,,,,"Frodsham, Cheshire",,,WA6 7DF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7285627,,,,,,,,,,,,,,,,,Main Street Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,53.2949976,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,234,,,,,,,,,,,,,,,,,Edgware Road,,,,,London,,,W2 1DW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1683227,,,,,,,,,,,,,,,,,Maison Smile,,http://maison-smile.co.uk/,,,,,,,,,,,,,,,dentist,,,,,51.5189146,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1060390,,,,,,,,,,,,,,,,,Malmin,,https://www.malmin.co.uk/,,,,,,,,,,,,,,,dentist,,,,,51.5204141,,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Osborne Road,,,,,Malvern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3218629,,,,,,,,,,,,,yes,,,,Malven Dental Access Centre,,,,,,,,,,,,,,,,,dentist,,,,,52.1254028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3723484,,,,,,,,,,,,,,,,,Mandeville Dental Centre,,,,,,,,,,,,,,,,,dentist,,,,,51.5448569,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,61,,,,,,,,,,,,,,,,,Manor Road,,,,,Wallington,,,SM6 0DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1508078,,,,,,,,,The Paget Partnership,,,,,,,,Manor Dental Care,,http://www.manordentalcare.co.uk/,,,,,+44 20 8669 5399,,,,,,,,,,dentist,,,,,51.3629997,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,GB,
,,,,,,,,1,,,,,survey,,,,,,,,,,,,Manor Road,,,,,Solihull,,,B91 2BH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7822911,,,,,,,,,,,,,,,,,Manor Dental Care,,,,,,,,,,,,,,,,,dentist,,,,,52.4184217,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3894129,,,,,,,,,,,,,,,,,Manor Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.3946495,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.0479197,,,,,,,,,,,,,,,,,Manor Drive Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,54.5086860,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,The Street,,,,,Long Stratton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2343756,,,,,,,,,,,,,,,,Manor House Dental Surgery,Manor House Dental Surgery,,,,,,,,,,,,,,,,,dentist,,,,,52.4872968,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Church Road,,,,,Brightlingsea,,,CO7 0UD,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,1.0189092,,,,,,,,,,,,,,,,Manor Parade,Manor Parade Dental & Cosmetic Clinic,,,,,,,,,,,,,,,,,dentist,,,,,51.8146809,,,,,,,,,,,,,,,,,,,shop,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1941007,,,,,,,,,,,,,,,,,Mansfield Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,53.1495864,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,102,,,,,Bing;photograph,,,,,,,,,,,,Cleveland Street,,,,,,,,,slate,,,,,,,,,,,,,,,,,,,,mansard,,,,,,,,,,,,-0.1413698,,,,,,,,,,,,,,,,,Maple Dental Clinic,,,,,,,+44 20 36092548,,,,,,,,,,dentist,,,,,51.5227649,,,,,,3,,,,,,brick,,,,,,,yes,brown,,,1,,,,,,
,,,,,,,,431,,,,,survey,,,,,,,,,,,,Woodborough Road,,,,,,,,NG3 5FF,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,-1.1358892,,,,,,,,,,,,,,,,,Mapperley Dental Care,,,,,,,,,,,,,,,,,dentist,,,,,52.9778159,,,,,,,,,,,,,,,,CQC open data,,,house,,,,,,,dentist,,,
,,,,,,,,12,,,,,,,,,,+44 (0) 115 987 8887,,,,,,,Cavendish Avenue,,,,,Nottingham,,,NG4 4FZ,,,,,,,,,,,,,,,,,,dentures@gedlingdentallab.co.uk,,,,,,,,,,,,,,,-1.0972803,,,,,,,,,,,,,,,,,"Marcus Stone, Dental Technician",,http://www.gedlingdentallab.co.uk/,,,,,+44 115 961 7239,,,,,,,,,,dentist,,,Gedling,,52.9799233,,,,,,,,,,,,,,,,,,,bungalow,,,,,,,dentist,,,
,,,,,,,,100,,,,,bing,,,,,,,,,,,,Tettenhall Road,,,,,Wolverhampton,,,WV6 0BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1530134,,,,,,,,,,,,,,,,,Mark Webb,,,,,,,,,,,,,,,,,dentist,,,,,52.5924916,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,
,,,,,,,,32,,,,,Bing;photographic_survey;survey,,,,,,,,,,,,Market Street,,,,,,,,NG1 6HW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English Heritage,,,,-1.1511703,,,,,,,,,,,,,,,,,Market St Dental Care,,http://msdental.co.uk/,,,Grade II,,,,,,,,,,,,dentist,,,,,52.9546874,,Q26546426,,,,,,,,,NCC Open Data planning,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,Bing;survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0177845,,,,,,,,,,,,,,,,,Maxident,,http://www.maxidentclinic.co.uk/,,,,,,,,,,,,,,,dentist,,,,,51.4356787,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Chobham Road,,,,,Woking,,,GU21 4AB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5587935,,,,,,,,,,,,,,Mo-Fr 08:00-17:00; We 08:00-19:30; altenate Sa 09:00-14:00,,,Maycroft Dental Care Centre,,http://www.maycroftdental.co.uk,,,,,+44 1483 773753,,,,,,,,,,dentist,,,,,51.3228096,,,,,,2,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,visual survey; OS_OpenData_StreetView,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8875592,,,,,,,,,,,,,,,,,Maypole  Dental,,,,,,,,,,,,,,,,,dentist,,,,,52.4051402,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,21,extrapolation;OS map dated 1950,,,,,,,,,,,,,,,,Churton Street,,,,,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1386604,,,,,,,,,,,,,,,,,McKennel Dental Practice,,,,,,,+44 20 7834 8802,,,,,,,,,,dentist,,,,,51.4915724,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.3332908,,,,,,,,,,,,,,,,,Mearns Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,55.7718253,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Croft Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1617695,,,,,,,,,,,,,,,,,Mermaid Dental Care,,,,,,,,,,,,,,,,,dentist,,,,,51.0571305,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5782228,,,,,,,,,,,,,,,,,Merrygate Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,50.8202833,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,315-317,,,,,,,,,,,black,,,,,,New King's Road,,,,,London,,,SW6 4RF,,,,,,,,,,,,,,,,,,,,,flat,,,,,,,,,,,,-0.2038361,http://www.metamorphosisorthodontics.com/,,,,,,,,,,,,,,,,Metamorphosis,,,,,,,,,,,,,,,,,dentist,,,,,51.4718015,,,,,,3,,,,,,,,,,,,,commercial,brown,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5833519,,,,,,,,,,,,,,,,,Metcalfe House Dental Surgery,,,,,,,+44 191 386 6300,,,,,,,,,,dentist,,,,,54.7775329,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0919745,,,,,,,,,,,,,,Mo-Th 08:30-18:00; Fr 08:30-17:30,,,Metro Dental,,,,,,,,,,,,,,,,,dentist,,,,,51.5118428,,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1318325,,,,,,,,,,,,,,,,,Michael Dental Care,,,,,,,,,,,,,,,,,dentist,,,,,51.8971878,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,79,,,,,,,,,,,,,,,,,Sheen Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2960480,,,,,,,,,,,,,,"Mo-Fr 09:00-13:00,14:00-17:00;Sa 09:00-13:00;PH closed",,,Michael T.C. Wong,,,,,,,+44 20 8948 5863,,,,,,,,,,dentist,,,,,51.4619151,,,,,,2,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,Bing,,,,,,,,,,,,Ashfield Road,,,,,Salisbury,,,SP2 7HL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8127337,,,,,,,,,,,,,,,,,Mid-Wessex Orthodontics,,,16,,,,,,,,,,,,,,dentist,,,,,51.0728115,,,,,,,,,,,,,,,,,,,yes,,,,,Ashfield Trading Estate,,,,GB,
,,,,,,,,623,,,,,OS_OpenData_StreetView,,,,,,,,,,,,Bristol Road South,,,,,Birmingham,,,B31 2JS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9664469,,,,,,,,,,,,,,,,,Midland Smile Centres,,http://www.thedentist.biz/,,,,,,,,,,,,,,,dentist,,,,,52.4187380,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,476,,,,,survey;OS_OpenData_StreetView,,,,,,,,,,,,Bristol Road,,,,,Birmingham,,,B29 6BD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9299688,,,,,,,,,,,,,,"Mo-We 09:00-21:00; Th,Fr 09:00-18:00; Sa,Su 10:00-17:00",,,Midlands Smile Centres,,,,,,,,,,,,,,,,,dentist,,,,,52.4465482,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3365103,,,,,,,,,,,,,,,,,Mile Lane Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,53.5879534,,,,,no,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,survey;Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4814245,,,,,,,,,,,,,,,,,Mill Hill Dental Clinic,,,,,,,,,,,,,,,,,dentist,,,,,52.9127664,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,42B,,,,,,,,,,,,,,,,,Ponsonby Place,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1310017,,,,,,,,,,,,,,,,,Millbank Dental,,,,,,,,,,,,,,,,,dentist,,,,,51.4899790,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1043280,,,,,,,,,,,,,,,,,Millenium Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.5899840,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,Bing;survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4978580,,,,,,,,,,,,,,,,,Millhouses Dental,,,,,,,,,,,,,,,,,dentist,,,,,53.3471270,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,4,,,,,,,,,,,,,,,,,Hartington Street,,,,,Barrow-in-Furness,,,LA14 5SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2283825,,,,,,,,,,,,,,Mo-Fr 08:30-17:00,,Mint Dental,Mint Dental,,,,,,,+44 1229 821994,,,,,,,,,,dentist,,,,,54.1165684,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,26,,,,,,,,,,,,,,,,,Victoria Terrace,,,,,Windermere,,,LA23 1AB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9060700,,,,,,,,,,,,,,,,,Mint Dental,,,,,,,,,,,,,,,,,dentist,,,,,54.3796807,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5042740,,,,,,,,,,,,,,,,,Minto Road Dental Care,,,,,,,,,,,,,,,,,dentist,,,,,53.4049198,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5950862,,,,,,,,,,,,,,,,,Modus,,,,,,,,,,,,,,,,,dentist,,,,,52.4004916,,,,,,,,,,,,,,,,,,,retail,,,,,,,,,,
,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,EN5 1PX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1840905,,,,,,,,,,,,,,,,,Mona Lisa Smiles,,http://monalisacosmedics.com/,,,,,,,,,,,,,,,dentist,,,,,51.6472397,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Lake Road,,,,,Windermere,,,LA23 2EQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9104169,,,,,,,,,,,,,,Mo-Fr 09:00-17:00,,,Morgan Dental,,http://morgandental.co.uk/,,,,,+44 15394 43378,,,,,,,,,,dentist,,,,,54.3715785,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,gray,,,,,,Bridge Street,,,,,,,,,,,,,,across,,,,,,,,,,,,,,,gabled,,,,,,,,,,,,-7.4652449,,,,,,,,,,,,,,,,,Mourneside Dental,,,,,,,,,,,,,,,,,dentist,,,,,54.8237348,,,,,,2,,,,,,,,,,,,,yes,,,,1,,,dentist,,,
,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2295320,,,,,,,,,,,,,,,,,Mouth Peace Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,50.6776430,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
