amenity,building:colour,healthcare:speciality,lon,contact:website,roof:colour,layer,official_name,alt_name,smoking,operator,addr:housenumber,emergency,addr:district,no,building:levels,opening_hours,contact:phone,addr:housename,heritage:website,note,source,start_date,email,highway,website,ref:vatin,fax,description,short_name,contact:email,name:pt,addr:unit,leisure,barrier,phone,historic,ownership,old_name,lat,contact:fax,healthcare:speciality_1,addr:street,building,source:name,name:en,operator:type,name,level,castle_type,addr:postcode,wheelchair,addr:place,addr:city,place,healthcare,addr:country,internet_access
clinic,,,-8.5478994,,,,,Centro de Saúde de Santa Maria da Feira,,,7,,,,,Mo-Fr 08:00-20:00; Sa 09:00-13:00,,,,,,,,,http://acesfa.wixsite.com/home/usf-santa-maria,PT503135593,+351 256 371 459,,USF Terras de Santa Maria,,,,,,+351 256 371 455,,,,40.9265092,,,Rua Professor Egas Moniz,,,,,Unidade de Saúde Familiar Terras de Santa Maria,,,4520-244,,,Santa Maria da Feira,plot,,,
clinic,,,-9.1724936,,,,,,,,,,,,,,,Bloco B,,Agrupamento de Centros de Saúde Lisboa Norte,,,usf.tilias@csseterios.min-saude.pt,,,,,,USF Tílias,,,,,,+351 217 220 090,,,,38.7403879,,,Rua Padre Carlos dos Santos,yes,,,,Unidade de Saúde Familiar Tílias,1,,1500-901,,Bairro Novo das Furnas,Lisboa,,centre,,
clinic,,,-8.6246465,http://usf-barrinha.blogspot.pt,,,,Centro de Saúde de Ovar - Extensão USF Barrinha,,,368,,,,,Mo-Fr 08:00-20:00,+351 256 785 170,,,,,,,,,PT503122165,,,USF Barrinha,usf_barrinha@csovar.min-saude.pt,,,,,,,,,40.9537302,+351 256 785 179,,Avenida 29 de Março,,,,,Unidade de Saúde Familiar da Barrinha,,,3885-518,,,Esmoriz,plot,,PT,
clinic,,,-9.3484399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7514452,,,,yes,,,,Unidade de Saúde Familiar da Tabaqueira,,,,,,,,,,
clinic,,,-8.4037689,,,,,Centro de Saúde de Melres,,,,yes,,,,,,,,,,,,,,,,,U.S.F. Melres,,,,,,,,,,41.0696234,,,,yes,,,,Unidade de Saúde Familiar de Melres,,,,,,,,,,
clinic,,,-8.5730350,,,,,,,,,,,,,,,,,,,,,,,,,,USF Staª Mª Lamas,,,,,,,,,,40.9790759,,,,yes,,,,Unidade de Saúde Familiar de Santa Maria de Lamas,,,,,,,,clinic,,
clinic,,,-9.1930620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6426102,,,,yes,,,,Unidade de Saúde Familiar de Sobreda,,,,,,,,,,
clinic,,general,-9.2962312,,,,,,,Serviço Nacional de Saúde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7484674,,,Rua Cidade de Vitória,yes,,,,Unidade de Saúde Familiar de São Marcos,,,,,,,,clinic,,
clinic,,,-9.0533390,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6697680,,,,yes,,,,Unidade de Saúde Familiar do Lavradio,,,,,,,,,,
clinic,,,-9.1690538,,,,,,,,,,,,,,,,,Agrupamento de Centros de Saúde Lisboa Norte,,,seterios.aces01@csseterios.min-saude.pt,,,,,,USP Sete Rios,,,,,,+351 217 211 800,,,Centro de Saúde de Sete Rios,38.7396633,,,Largo Professor Arnaldo Sampaio,,,,,Unidade de Saúde Pública de Sete Rios,,,1549-010,,,Lisboa,,,PT,
clinic,,,-9.2050060,,,,,,,,,,,,,,,,,Agrupamento de Centros de Saúde Lisboa Norte,,,,,,,,,US Boavista,,,,,,+351 217 623 020,,,,38.7332248,,,Rua Rainha Dona Brites,yes,,,,Unidade de Saúde da Boavista,,,1500-534,,,Lisboa,,centre,PT,
clinic,,,-8.9754163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9956867,,,Rua José António Verissimo,yes,,,,Unidade de Saúde da Castanheira do Ribatejo,,,,,,Lisbon,,,,
clinic,,,-9.2279309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7036504,,,,public,,,,Unidade de Saúde de Algés,,,,,,,,,,
clinic,,,-8.5387693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1833673,,,,yes,,,,Unidade de Saúde de Baguim do Monte,,,,,,,,clinic,,
clinic,,,-8.9869458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9599570,,,,yes,,,,Unidade de Saúde de Vila Franca de Xira,,,,,,,,,,
clinic,,paediatrics,-9.1622315,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,A,,,+351 963 765 199,,,,38.6683020,,,Largo Filinto Elísio,yes,,,,Vidal Med,,,,,,"Almada, Cova da Piedade, Pragal e Cacilhas",,clinic,,
clinic,,,-8.6098995,,,,,,,,,,,,,Mo-Fr 08:00-20:00,,,,,,,,,,,,,,,,,,,,,,,41.1205199,,,,yes,,,,centro de saúde Soares dos reis,,,,,,,,,,
