health_facility:type,office,healthcare:speciality,indoor,social_facility,payment:cash,postal_code,ref:FR:FINESS,is_in,addr:housenumber,emergency,source,opening_hours:signed,fax,source:amenity,government,ref:FR:SIREN,ref:FR:SIRET,source:FINESS,addr:street,bmo:type,source:name,contact:fax,name,level,type:FR:FINESS,addr:postcode,payment:credit_cards,source:geometry:date,internet_access,amenity_1,amenity_2,source:architect,network,operational_status,payment:cheque,ref,email,barrier,contact:email,roof:shape,description1,healthcare:speciality_1,healthcare:speciality_2,source:geometry,addr:city,wall,lon,contact:website,roof:colour,layer,height,alt_name,source_1,operator,area,opening_hours,contact:phone,addr:housename,source:boundary,start_date,website,contact:housenumber,source:date,phone,old_name,name:oc,room,architect,landuse,wheelchair,source:ref:FR:FINESS,amenity,operator:type,official_name,short_name,building:levels,note,operator:wikipedia,contact:street,FIXME,description,building:material,lat,building,roof:levels,addr:place,healthcare,addr:country,operator:wikidata
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,Clinique de la Baie,,,,,,,,,,,,,,,,,,,,,,,,-3.8321971,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,48.5937543,yes,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Clinique de la Chênaie,,,,,,,,,,,,,,,,,,,,,,,,5.4373490,,,,,La Chênaie,,,,,,,,,,,,,,,,,healthcare,,,clinic,,,,,,,,,Clinique de soins de suite et de réadaptation,,43.4482487,,,,clinic,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,Clinique de la Costière,,,,,,,,,,,,,,,,,,,,,,,,7.2277600,,,,6,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,43.7161850,yes,,,,,
,,,,,,,,,,no,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,Clinique de la Mitterie,,,,,,,,,,,,,,,,,,,,,,,,2.9919773,,,,,,,,,,,,,,http://www.clinique-mitterie.com/,,,,,,,,,yes,,clinic,,,,,,,,,Ne prend pas en charge les urgences.,,50.6541815,yes,,,clinic,,
,,,,,,,130784911,,,,http://finess.sante.gouv.fr/,,,,,,39419872500019,,,,,,Clinique de soins de suite La Salette,,109,,,,,,,,,,,,,,,,,,,,,,5.4672580,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,43.3135242,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,Clinique des 2 Caps,,,,,,,,,,,,,,,,,,,,,,,,1.8052962,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,50.9250256,yes,,,clinic,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,Clinique des 3 Cyprès,,,,,,,,,,,,,,,,,,,,,,,,5.5107020,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,43.2768190,yes,,,,,
,,,,,,,,,,,,,,,,,,,,,,+262 2 62 42 72 80,Clinique des Flamboyants,,,,,,,,,,,,,,,,adm@groupelesflamboyants.fr,,,,,,,,55.3044111,http://pro.pagesjaunes.fr/clinique-flamboyants,,,,,,,,,+262 2 62 42 72 72,,,,,,,,,,,,,,,clinic,,,,,,,,,,,-20.9465575,,,,,,
,,,,,,,,,,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,,,,,,,,,,,,Clinique des Glénan,,,,,,,,,,,,,,,,,,,,,,,,-4.1023822,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,47.8760463,yes,,,,,
,,,,,,,,,30,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2015,,,,,,,,avenue Lénine,,,,Clinique des Orchidées,,,97420,,,,,,,,,,,,,,,,,,,Le Port,,55.3013456,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,-20.9425735,,,,,,
,,,,,,,740781026,,2,,Orthophotos 2009 du SITG (Système d'Information du Territoire Genevois),,,,,,808 575 286 00014,,Rue Claude Debussy,,,+33 4 50 95 48 00,Clinique des Vallées,,,,,,,,,,,,,,,,,,,,,,,,6.2635212,http://www.cdv-inicea.fr,,,,,,Inicea,,,+33 4 50 95 48 48,,,1953-11-10,,,,,,,,,,,,clinic,,,,,,,,,,,46.2040666,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,Clinique du Bourget,,,,,,,,,,,,,,,,,,,,,,,,2.4213647,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,48.9330619,,,,,,
,,,,,,,,,1361,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,+33 4 94 30 37 20,,,,,,Avenue des Anciens Combattants d'Indochine,,,,Clinique du Cap d'Or,,,83500,,,,,,,,,,,direction@cliniqueducapdor.fr,,,,,,,,La Seyne sur Mer,,5.8624410,,,,,,,,,,,,,,,,,+33 4 94 30 36 20,,,,,,,,clinic,,,,,,,,,,,43.1073520,yes,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Clinique du Chalonnais,,,,,,,,,,,,,,,wall,,,,,,,,,4.8052765,,,,,,,Général de Santé,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,46.7958517,,,,,,
,,,,,,,,,9,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,Rue Louis Rousseau,,,,Clinique du Jura,,,39000,,,,,,,,,,,,,,,,,,,Lons-le-Saunier,,5.5569921,,,,,,,,,,,,,,,,,+33 3 84 35 16 00,,,,,,,,clinic,,,,,,,,,,,46.6718203,yes,,,clinic,,
,,,,,,,,,96,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,Allée du Mail,,,,Clinique du Mail,,,17000,,,,,,,,,,,,,,,,,,,La Rochelle,,-1.1698470,http://clinique-mail.capio.fr/,,,,,,,,,+33546670392,,,,,,,,,,,,,,,clinic,,,,,,,,,,,46.1563380,yes,,,clinic,,
,,,,,,,380798504,,,,,,,,,,,,,,,,Clinique du Mail - Imagerie Médicale,,,,,,,,,,,,,,,,,,,,,,,,5.7289563,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,Créer à la suite de la démolition du 50 galerie de l'arlequin,,,,,,45.1651549,yes,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,Clinique du Petit Pien,,,,,,,,,,,,,,,,,,,,,,,,3.5872038,,,,,,,Orpea,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,47.8632516,hospital,,,,,
,,,,,,,,76 RUE DE SILLY,,,https://www.data.gouv.fr/fr/datasets/entreprises-de-grand-paris-seine-ouest-de-plus-de-50-salaries-2013/,,,,,,30116075000404,,,,,,Clinique du Pont de Sèvres,,,,,,,,,,,,,,orpea@orpea.net,,,,SANTE,,,,,,2.2315513,,,,,,,Clinea,,,,,,,https://www.orpea.com/,,,+33 8 26 96 92 92,,,,,,,,clinic,,,,9,,,,,Hôpitaux - Cliniques - Centres de soins,,48.8363503,yes,,,,,
,,,,,,,460780042,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2019,,,,,,,,,,,,Clinique du Quercy,,,,,,,,,,,,,,,,,,,,,,,,1.4372023,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,44.4570690,yes,,,clinic,,
,,,,,,,330780271,,,,Le ministère des solidarités et de la santé - 03/2019,,,,,,,,,,,,Clinique du Sport,,,,,,,,,,,,,,,,,,,,,,,,-0.6774385,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,44.8176719,yes,,,,,
,,plastic_surgery,,,,,,,909,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,Route d'Anse,,,,Clinique esthétique du Grand Lyon,,,69480,,,,,,,,,,,,,,,,,,,Ambérieux,,4.7324990,,,,,,,,,,,,,,,,,+33 4 74 600 600,,,,,,,,clinic,,,,,,,,,,,45.9289530,yes,,,clinic,,
,,oncology; geriatrics; physiatry,,,,,920711512,,57,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,,,,,,,,Avenue de la Division Leclerc,,,,Clinique l'Amandier,,109,,,,,,,,,,,,clinique.amandier@gsante.fr,,,,,,,,,,2.2855661,,,,,,,Général de Santé,,,,,,,http://www.generale-de-sante.fr/clinique-l-amandier-chatenay-malabry,,,+33 8 26 30 10 10,,,,,,,,clinic,,,,,,,,,,,48.7618272,yes,,,,,
,,,,,,,,,1,,,,,,,,,,Rue Simon Pernic,,,+262 2 62 45 85 10,Clinique les Tamarins,,,97420,,,,,,,,,,,,,admission@groupelesflamboyants.fr,,,,,,Le Port,,55.3042420,http://pro.pagesjaunes.fr/clinique-tamarins/,,,,,,,,,+262 2 62 45 85 00,,,,,,,,,,,,,,,clinic,,,,,,,,,,,-20.9470440,yes,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Clinique médicale et pédagogique Les cadrans solaires,,,,,,,,,,,,,,,,,,,,,,,,7.1228262,,,,,,,,,,,,,,,,,,,,,,healthcare,,,clinic,,,,,emprise à ajuster,,,,,,43.7170081,,,,clinic,,
,,psychiatry,,,,,,,,,,,,,,,,,,,,,Clinique psychiatrique Mon repos,,,,,,,,,,,,,,,,,,,,,,,,5.3870486,,,,,,,,,,,,,,,,,,,,,,healthcare,,,clinic,,,,,,,,,,,43.2547307,,,,clinic,,
,,,,,,,130786247,,,,http://finess.sante.gouv.fr/,,,,,,,,,,,,Clinique psychiatrique des Trois-Lucs,,161,,,,,,,,,,,,,,,,,,,,,,5.4682708,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,43.3137755,,,,clinic,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2017,,,,,,,,,,,,Clinéa,,,,,,,,,,,,,,,,,,,,,,,,4.7843058,,,,,,,,,,,,,,https://www.clinea.fr/centre-de-reeducation-du-lavarin-avignon-84,,,,,,,,,,,clinic,,,,,,,,,Centre de Rééducation du Lavarin,,43.9273854,yes,,,,,
,,,,,,,,,7,,KG Ground Survey 2015,,,,,,,,Rue de Pitéa,,,,Confort Medical Saint-Barth,,,,,,,,,,,,,,,,,,,,,,Gustavia,,-62.8523667,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,17.8979092,yes,,,,,
dispensary,,,,,,,,,,,,,,,,,,,,,,,Dispensaire,,,,,2013,,,,,,operational,,,,,,,,,,Satellite photogrammetry,,,-149.4085911,,,,,,,Pays,,,,,,,,,2016/06/02,,,,,,,,,clinic,government,,,,,,,,,hard,-17.7660100,yes,,,,,
dispensary,,,,,,,,,,,,,,,commune,,,,,,,,Dispensaire Mama Maria,,,,,2013,,,,,,operational,,,,,,,,,,Aerial photogrammetry,,,-149.6047098,,,,,,,,,,,,,,,,2010/07/19,,,,,,,,,clinic,government,,,,,,,,,hard,-17.5575022,yes,,,,,
dispensary,,,,,,,,,,no,,,,,,,,,,,,,Dispensaire Punavai Plaine,,,,,2013,,,,,,operational,,,,,,,,,,Satellite photogrammetry,,,-149.6108406,,,,,,,,,,,,,,,,2017/08/23,,,,,,,,,clinic,public,,,,,,,,,hard,-17.6242722,yes,,,,,
dispensary,,,,,,,,,,,,,,,,,,,,,,,Dispensaire Punavai Plaine,,,,,2013,,,,,,operational,,,,,,,,,,Satellite photogrammetry,,,-149.6107693,,,,,,,,,,,,,,,,2017/08/23,,,,,,,,,clinic,public,,,,,,,,,hard,-17.6239732,yes,,,,,
dispensary,,,,,,,,,,,,,,,commune,,,,,,,,Dispensaire Tavana Rosa Raoulx,,,,,2013,,,,,,,,,,,,,,,,Theodolite,,,-149.5366345,,,,,,,,,,,,,,,,2017-02-13,,,,,,,,,clinic,government,,,,,,,,,hard,-17.5270330,yes,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Dispensaire de Faaa,,,,,2013,,,,,,operational,,,,,,,,,,Satellite photogrammetry,,,-149.5999326,,,,,,,,,,,,,,,,2017/06/01,,,,,,,,,clinic,private,,,,,,,,,hard,-17.5523901,yes,,,clinic,,
dispensary,,,,,,,,,,,,,,,commune,,,,,,,,Dispensaire de Hitiaa,,,,,2013,,,,,,operational,,,,,,,,,,Satellite photogrammetry,,,-149.3043420,,,,,,,,,,,,,,,,2016/02/24,,,,,,,,,clinic,government,,,,,,,,,hard,-17.6010127,yes,,,,,
dispensary,,,,,,,,,,,,,,,,,,,,,,,Dispensaire de Papenoo,,,,,2013,,,,,,operational,,,,,,,,,,Satellite photogrammetry,,,-149.4244501,,,,,,,Pays,,,,,,,,,2016/03/08,,,,,,,,,clinic,government,,,,,,,,,hard,-17.5126926,yes,,,,,
dispensary,government,,,,,,,,,,,,,,commune,,,,,,,,Dispensaire de Papetoai,,,,,2010,,,,,,operational,,,,,,,,,,Aerial photogrammetry,,,-149.8708705,,,,,,,,,,,,,,,,2012-07-30,,,,,,,,,clinic,government,,,,,,,,,hard,-17.4931025,yes,,,,,
dispensary,,,,,,,,,,,,,,,,,,,,,,,Dispensaire de Tiarei,,,,,2013,,,,,,operational,,,,,,,,,,Satellite photogrammetry,,,-149.3419696,,,,,,,Pays,,,,,,,,,2016/03/03,,,,,,,,,clinic,government,,,,,,,,,hard,-17.5441316,yes,,,,,
dispensary,,,,,,,,,,yes,,,,,commune,,,,,,,,Dispensaire du Mt Sinaï,,,,,2013,,,,,,operational,,,,,,,,,,Aerial photogrammetry,,,-149.5987205,,,,,,,,,,,,,,,,2010/07/19,,,,,,,,,clinic,government,,,,,,,,,hard,-17.5626437,hospital,,,clinic,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,Déborah Quinchamp,,,,,,,,,,,,,,,,,,,,,,,,0.7127515,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,47.2873315,yes,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,EHPAD Les Champs du Noyer,,,,,,,,,,,,,,,,,,,,,,,,-0.8856011,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,46.2127452,,,,,,
,,,,,,,,,2,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,Rue de Pimpeneau,,,,EHPAD Pimpeneau Orangerie,,,,,,,,,,,,,,,,,,,,,,Vineuil,,1.3678040,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,47.5854130,yes,,,,,
,,"2_orthoptistes,_2_kinésithérapeutes,_1_audioprothésiste,_2_infirmières,_1_orthophoniste_et_2_médecins_généralistes",,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2013,,,,,,,,,,,,Espace Marie Curie,,,,,,,,,,,,,,,,,,,,,,,,6.0171504,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,49.2286344,yes,,,clinic,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,Avenue Principal,,,,Espace Médical St. Louisien,,,,,,,,,,,,,,,,,,,,,,,,55.4100657,,,,,,Kaart Ground Survey 2017,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,-21.2879199,yes,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Espace médical,,,,,,,,,,,,,,,,,,,,,,,,6.1038580,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,47.2734620,yes,,,,,
dispensary,,,,,,,,,,,,,,,,,,,,,,,Fare Croix Rouge,,,,,,,,,,,,,,,,,,,,,Theodolite,,,-149.5505422,,,,,,,,,,,,,,,,2017-02-14,,,,,,,,,clinic,private,,,,,,,,,hard,-17.5408738,yes,,,,,
dispensary,,,,,,,,,,,,,,,,,,,,,,,Fare Matahiapo,,,,,2013,,,,,,operational,,,,,,,,,,Satellite photogrammetry,,,-149.3034288,,,,,,,Pays,,,,,,,,,2015/12/07,,,,,,,,,clinic,government,,,,,,,,,hard,-17.7322358,yes,,,,,
dispensary,,,,,,,,,,,,,,,,,,,,,,,Fare Matahiapo,,,,,2013,,,,,,operational,,,,,,,,,,Satellite photogrammetry,,,-149.3040662,,,,,,,Pays,,,,,,,,,2015/12/07,,,,,,,,,clinic,government,,,,,,,,,hard,-17.7326800,yes,,,,,
dispensary,,,,,,,,,,,,,,,,,,,,,,,Fare Matahiapo,,,,,2013,,,,,,operational,,,,,,,,,,Satellite photogrammetry,,,-149.3038997,,,,,,,Pays,,,,,,,,,2015/12/07,,,,,,,,,clinic,government,,,,,,,,,hard,-17.7325600,yes,,,,,
dispensary,,,,,,,,,,,,,,,,,,,,,,,Fare Matahiapo,,,,,2013,,,,,,operational,,,,,,,,,,Satellite photogrammetry,,,-149.3032319,,,,,,,Pays,,,,,,,,,2015/12/07,,,,,,,,,clinic,government,,,,,,,,,hard,-17.7323195,yes,,,,,
dispensary,,,,,,,,,,,,,,,,,,,,,,,Fare Matahiapo,,,,,2013,,,,,,operational,,,,,,,,,,Satellite photogrammetry,,,-149.3036685,,,,,,,Pays,,,,,,,,,2015/12/07,,,,,,,,,clinic,government,,,,,,,,,hard,-17.7321743,yes,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,Fief de Grimoire,,,,,,,,,,,,,,,,,,,,,,,,0.3388047,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,46.5699306,yes,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,Foyer d'accueil médicalisé Les Hautes Eaux,,,,,,,,,,,,,,,fence,,,,,,,,,0.8550315,,,,,,,ADAPHI,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,49.8073870,,,,,,
dispensary,,,,,,,,,,,,,,,commune,,,,,,,,Foyer de personnes âgées,,,,,2013,,,,,,operational,,,,,,,,,,Aerial photogrammetry,,,-149.5580894,,,,,,,,,,,,,,,,2017-01-31,,,,,,,,,clinic,government,,,,,,,,,hard,-17.5340337,yes,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2014,,,,,,,,,,,,Foyer de vie,,,,,,,,,,,,,,,,,,,,,,,,-2.6349160,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,48.3583130,yes,,,clinic,,
,,,,,,,,,,,Mises à jour en France . Cartographie de reconnaissance 2016 par KG .,,,,,,,,Rue de l'Aubier Jaune,,,,Guyane Service Medical,,,,,,,,,,,,,,,,,,,,,,,,-52.3204713,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,4.9147399,yes,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,Hopital de jour pour enfants,,,,,,,,,,,,,,,,,,,,,,,,-1.6626689,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,48.1298053,yes,,,clinic,,
,,,,,,,,,,no,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,Hôpital Saint-Jean,,,,,,,,,,,,,,,,,,,,,,,,2.3031908,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,48.9164789,,,,,,
,,,,,,,,,,yes,,,,,,,,,Avenue François Mitterrand,,,,Hôpital de Dzoumogné,,,97650,,,,,,,,,,,,,,,,,,,Brandaboua,,45.1112156,,,,,,,,,,,,,,https://www.reseaux-sante-mayotte.fr/entreprise/hopital-de-dzoumogne,,,+262 2 69 63 11 80,,,,,,,,clinic,,,,,,,,,,,-12.7190380,,,,hospital,,
,,,,,,,750170490,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,Hôpital de Jour pour Enfants,,161,,,,,,,,,,,,,,,,,,,,,,2.4028069,,,,,,,Entraide Universitaire,,,,,,,,,,,,,,,,,data.gouv.fr:Ministère des Affaires sociales et de la Santé - 2014-05-05,clinic,,,,,,,,,,,48.8411051,yes,,,,,
,,,,,,,,,,yes,,,,,,,,,,,,,Hôpital de Mramadoudou,,,97620,,,,,,,,,,,,,,,,,,,Chirongui,,45.1545461,,,,,,,,,,,,,,https://www.reseaux-sante-mayotte.fr/entreprise/hopital-de-mramadoudou,,,+262 2 69 62 11 83,,,,,,,,clinic,,,,,,,,,,,-12.9285412,,,,hospital,,
,,psychiatry,,,,,,,,,,,,,,,,,,,,,Hôpital de jour PsyPRO,,,,,,,,,,,,,,secmed@psypro-lyon.fr,,,,,,,,,,4.8608674,,,,,,,,,,,,,,https://www.psyprolyon.fr/,,,,,,,,,yes,,clinic,,,,2,,,,,,,45.7730189,yes,,,clinic,,
,,,,,,,940310022,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2019,,,,,,,,,,survey,,Hôpital privé parisien Jeanne d'Arc,,161,,,,,,,,,,,,,,,,,,,,,,2.4144627,,,,,,,,,,,,,,https://www.inicea.fr/jeanne-darc-hopital-prive-parisien-saint-mande/accueil,,,,,,,,,,data.gouv.fr:Ministère des Solidarités et de la Santé - 01/2020,clinic,,,,,,,,,,,48.8359290,yes,,,,,
,,radiology,,,,,,,205,,bing,,,,,,,,Rue de la Courbe,,,,I.R.M.74,,,74380,,,,,,,,,,,,,,,,,,,Nangy,,6.3186821,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,46.1444931,yes,,,clinic,,
dispensary,,,,,,,,,,,,,,,,,,,,,,,IIME Tamaru Arii,,,,,2013,,,,,,operational,,,,,,,,,,Satellite photogrammetry,,,-149.3039071,,,,,,,Pays,,,,,,,,,2015/12/07,,,,,,,,,clinic,government,,,,,,,,,hard,-17.7329597,yes,,,,,
dispensary,,,,group_home,,,,,,,,,,,,,,,,,,,IIME Te Ana Hau,,,,,,,,,,,,,,,,,,,,,Theodolite,,,-149.5465558,,,,,,,Pays,,,,,,,,,2017-02-14,,,,,,,,,clinic,government,,,,,,,,,hard,-17.5351442,public,,,,,
dispensary,,,,,,,,,,,,,,,,,,,,,,,IIME Tearama,,,,,,,,,,,,,,,,,,,,,Theodolite,,,-149.5802753,,,,,,,Pays,,,,,,,,,2017/01/31,,,,,,,,,clinic,government,,,,,,,,,hard,-17.7192272,yes,,,,,
dispensary,,,,,,,,,,,,,,,,,,,,,,,IIME Tearama,,,,,,,,,,,,,,,,,,,,,Theodolite,,,-149.5802091,,,,,,,Pays,,,,,,,,,,,,,,,,,,clinic,government,,,,,,,,,hard,-17.7194439,yes,,,,,
,,,,,,,,,142,,,,,,,,,,Rue de Moëlan,,,,IME,,,29391,,,,,,,,,,,,,,,,,,,Quimperlé,,-3.5653365,,,,,,,,,,,,,,,,,+33 2 98 96 26 02,,,,,,limited,,clinic,,,,,,,,,,,47.8610829,,,,clinic,,
,,,,,,,,,2,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2015,,,,,,,,Allée de la Gare,,,,Immeuble ISBA,,,95570,,,,,,,,,,,,,,,,,,,Bouffémont,,2.3213511,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,49.0449246,yes,,,clinic,,
,,,,,,,,,,,BDOrtho IGN 2017,,,,,,,,,,,,Infirmerie,,,,,,,,,,,,,,,,,,,,,,,,-56.3013557,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,46.8974884,yes,,,clinic,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,Infirmerie,,,,,,,,,,,,,,,,,,,,,,,,4.9099310,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,43.4376240,yes,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,Infirmerie,,,,,,,,,,,,,,,,,,,,,,,,-146.6205267,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,-15.3626577,yes,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,Infirmerie,,,,,,,,,,,,,,,,,,,,,,,,-145.2497440,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,-14.7059895,yes,,,clinic,,
,,Infirmières,,,,,,,15,,,,,,,,,,Grande Rue,,,,Infirmières,,,25690,,,,,,,,,,,,,,,,,,,Avoudrey,,6.4345319,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,47.1385240,yes,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,Institut Européen de la Main,,,,,,,,,,,,,,,,,,,,,,,,6.1386540,,,,,,,,,,,,,,http://www.sosmain.eu,13,,,,,,,,,,clinic,,,,,,,Rue Blaise Pascal,,,,48.7028830,,,,,,
,,,,,,,,,,,Grand Lyon,,,,,,,,,,,,Institut Médico Educatif Les Myosotis,,,,,,,,,,,,,,,,,,,,,,,,4.8727905,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,45.8811914,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Institut Médico-Educatif Le Castel,,,,,,,,,,,,,,,,,,,,,,,,1.7724274,,,,,,,,,,,,Cadastre,,http://confiance.asso.fr,,,,,,,,,,,clinic,,,,,,,,,,,48.6340618,,,,,,
,,,,,,,,,35,no,,,,,,,,,Rue du Verger,,,,Institut de Diabétologie et Nutrition du Centre,,,28300,,,,,,,,,,,,,,,,,,,Mainvilliers,,1.4553402,,,,,,,Le Noble Age Groupe,yes,,,,,,https://idnc.lna-sante.com/,,,+33 2 36 25 36 00,,,,,,,,clinic,,,,,,,,,,,48.4609399,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,Institut départemental Saint-Louis du Mont,,,,,,,,,,,,,,,,,,,,,,,,5.9328749,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,45.5806244,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,Institut d’Education Motrice Charlemagne,,,,,,,,,,,,,,,,,,,,,,,,0.6160899,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,47.3292803,yes,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2017,,,,,,,,,,survey,,Institut médical de Romainville,,,,,,,,,,,,,,,,,,,,,,,,2.4383245,,,,,,,,,,,,,,https://im-romainville.lna-sante.com/,,,,,,,,,,,clinic,private,,IMR,,,,,,,,48.8913076,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2013,,,,,,,,,,,,Kervihan,,,,,,,,,,,,,,,,,,,,,,,,-2.6832290,,,,,,,,,,,,,,http://www.kervihan.fr/,,,,,,,,,,,clinic,,,,,,,,,,,48.0511040,yes,,,,,
,,ophthalmology;physiatry,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2015,,,,,,,,,,,,Kinésithératie,,,,,,,,,,,,,,,,,,,,,,,,2.8458570,,,,,,,Dr Latarza,,,,,,,,,,,,,,,,yes,,clinic,,,,,,,,,,,49.5869890,yes,,,clinic,,
