health_facility:type,amenity,int_name,healthcare:speciality,addr:housename,contact:website,roof:colour,social_facility,addr:suburb,seamark:building:function,height,lat,wikidata,alt_name,lon,social_facility:for,operator,name:ru,ele,name:mk,is_in,addr:housenumber,short_name,barrier,area,building:levels,opening_hours,contact:phone,wikipedia,wikipedia:el,name:de,note,source,name:fr,addr:street,ref,email,website,fax,name:nl,description,emergency,contact:email,bus,addr:full,fence_type,phone,name:el:en,old_name,date,operator:type,name,building,name:el,fixme,name:en,contact:fax,addr:city,level,url,addr:postcode,wheelchair,addr:place,start_date,healthcare,military,toilets:wheelchair,landuse,addr:country,seamark:type,history
,hospital,,,,,,,,,,38.9719817,,,22.1659709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ΠΕΡΙΦΕΡΕΙΑΚΟ ΙΑΤΡΕΙΟ ΑΡΧΑΝΙΟΥ,,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,38.0506531,,,23.8744358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Παίδων Πεντέλης,,Παίδων Πεντέλης,,Penteli Children Hospital,,,,,,,,,,,,,,,
,hospital,,,,http://www.spiliopoulio.gr/,,,,,,37.9843471,,,23.7567199,,,,,,,21,Σπηλιοπούλειο,,,,,+30 213 2023400,,,,,,,Δημητρίου Σούτσου,,,,,,,,grammateia.dioik@spiliopoulio.gr,,,,,,,,,"Παθολογικό Νοσοκομείο Αθηνών - Σπηλιοπούλειο ""Η Αγία Ελένη""",,"Παθολογικό Νοσοκομείο Αθηνών - Σπηλιοπούλειο ""Η Αγία Ελένη""",,,+30 213 2023464; +30 210 6446951,Αθήνα,,,11521,yes,Κουντουριώτικα,,hospital,,yes,,GR,,
,hospital,,,,,,,,,,40.8502218,,,25.8662911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Παλιό νοσοκομείο Αλεξανδρούπολης,,,,,,Αλεξανδρούπολη,,,,,,,,,,,,,
,hospital,,,,,,,,,,38.0145804,,,23.7312131,,,,,,,43,,,,,,,,,,,,,Ιακωβάτων,,nosopam@otenet.gr,,,,,,,,,,213 2042100,,,,,Παμμακάριστος,,,,,,Αθήνα,,,11144,yes,,,hospital,,,,,,
,hospital,,,,,,,,,,37.5110221,,,22.3626751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Παναρκαδικό νοσοκομείο,,,,,,,,,,,,,,,,,,,
,hospital,,orthopaedics;cardiology;emergency;ophthalmology;surgery;psychiatry;general,"Πανεπιστημιακό Γενικό Νοσοκομείο ""Αττικόν""",http://www.attikonhospital.gr/,,,Χαϊδάρι,,,38.0156843,,,23.6646658,,Εθνικό και Καποδιστριακό Πανεπιστήμιο Αθηνών,,,,"Attiki,Greece",1,Π.Γ.Ν. Αττικόν,,,,,+30 210 5831000,,,"Universitätsklinik ""Attikon""","Area from aerial, no local knowledge.",,"Hôpital Universitaire ""Attikon""",Ρίμινι,,,http://www.attikonhospital.gr/,,,,yes,politis@attikonhospital.gr,,,,+30 210 5831000,,,,government,"Πανεπιστημιακό Γενικό Νοσοκομείο ""Αττικόν""",,"Πανεπιστημιακό Γενικό Νοσοκομείο ""Αττικόν""",,"University Hospital ""Attikon""",+20 210 5326385,Αθήνα,,,12462,yes,Χαϊδάρι,,hospital,,,,GR,,
,hospital,,,,,,,,,,35.3047860,,,25.0825870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Πανεπιστημιακό Γενικό Νοσοκομείο Ηρακλείου,,Πανεπιστημιακό Γενικό Νοσοκομείο Ηρακλείου,,General University Hospital of Heraklion,,,,,,,,,,,,,,,
,hospital,,,,,,,,,3,39.6094586,,,22.3868195,,,,,,,,,fence,,,,,,,,,,,,,,,,,,yes,,,,metal,,,,,,Πανεπιστημιακό Γενικό Νοσοκομείο Λάρισας,,Πανεπιστημιακό Γενικό Νοσοκομείο Λάρισας,,General University Hospital of Larissa,,,,http://www.uhl.gr/,,,,,,,,,,,
,hospital,,,,,,,,,,40.6297026,,,22.9591915,,,,,,,,,,,,,,el:Νοσοκομείο ΑΧΕΠΑ,,,,,,,,,,,,,,,,,,,,,,,Πανεπιστημιακό Νοσοκομείο ΑΧΕΠΑ,,Πανεπιστημιακό Νοσοκομείο ΑΧΕΠΑ,,Achepa University Hospital,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,38.2929277,,,21.7936567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Πανεπιστημιακό Νοσοκομείο Ρίου,,ΠΑΝΑΓΙΑ Η ΒΟΗΘΕΙΑ,,General University Hospital of Patras,,,,,,,,,hospital,,,,,,
,hospital,,,,,,,,,,37.9828519,,,23.7583852,,,,,,,108,,,,,,,,,,,,,Λεωφόρος Βασιλίσσης Σοφίας,,,,,,,,,,,,,,,,,Παράρτημα Ιπποκρατείου Νοσοκομείου Αθηνών,,,,,,Αθήνα,,,,,,,hospital,,,,,,
,hospital,,,,http://www.hospital-elena.gr,,,,,,37.9851527,,,23.7553124,,,,,,,2,,,,,,+30 213 2051000,,,,,,,,,,,,,,,,,,,,,,,,"Περιφερειακό Γενικό Νοσοκομείο - Μαιευτήριο ""Έλενα Βενιζέλου""",,"Περιφερειακό Γενικό Νοσοκομείο - Μαιευτήριο ""Έλενα Βενιζέλου""",,"General and Maternity Hospital ""Helena Venizelou""",+30 210 6465559,Αθήνα,,,11521,yes,Πλατεία Έλενας Βενιζέλου,,hospital,,yes,,GR,,
,hospital,,,,,maroon,,,,,39.7763928,,,19.5177908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+30 2663 071676,,,,,Περιφερειακό Ιατρείο Μαθρακίου,yes,,,Regional Medical Center of Mathraki,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,39.8429393,,,19.4071410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+30 2663 071550,,,,,Περιφερειακό Ιατρείο Οθωνών,yes,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,37.9831507,,,23.7265781,,,,90,,,3,,,,,,,,,,,,,Παναγή Τσαλδάρη,,,,,,,,,,,,,,,,,Πολυκλινική Αθηνών,hospital,,,,,Αθήνα,8,,,,,,hospital,,,,,,
,hospital,,,,,,,,,,40.9922760,,,22.8661581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Πολυϊατρείο ΙΚΑ-ΕΤΑΜ Κιλκίς,yes,,,,,,,,,,,,,,,,,,
,hospital,Sismanogleio Hospital,,,,,,,,,38.0474485,,,23.8284067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Σισμανόγλειο Γενικό Νοσοκομείο,,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,39.5193151,,,20.2583557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Τ.Ε.Π. Γ.Ν. Φιλιατών - Ηγουμενίτσας,,,,,,,,,,,,,hospital,,,,,,
,hospital,,surgery;general;emergency;psychiatry;maternity,,,,,,,,37.9341095,,,23.6450804,,Ε.Σ.Υ.,,,,,,,,,,,,,,,,,,Αφεντούλη;Ζαννή,,,http://www.tzaneio.gr/,,,,yes,,,,,+30 213 20 81 000,,,,public,Τζάνειο Γενικό Νοσοκομείο Πειραιά,,,,,,Πειραιάς,,,185 36,,,,hospital,,,,,,
,hospital,,,,,,,,,,38.0275916,,,23.7898254,,,,,,,,,,,,,,,,,,,,Κηφισίας,,,,,,,,,,,,,,,,,Υγεία,,Υγεία,,,,,,,,yes,,,hospital,,yes,,,,
hospital,hospital,,psychiatry,,,,,,,,40.6662060,,,22.9372242,,,,,,,,,wall,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,Ψυχιατρικό Νοσοκομείο Θεσσαλονίκης,,,,,,,,,,,,,,,,,,,
,hospital,,,,,,,,,,40.1987293,,,22.3187143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Σανατόριο,,,Ψυχιατρικό Νοσοκομείο Πέτρας Ολύμπου,yes,,,,,,,,60100,,,,,,,,,,
,hospital,,psychiatry,,,,,,,,38.0387920,,,23.7579404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ψυχιατρικό τμήμα Νοσοκομείου Αγίας Όλγας,,,,,,,,,,yes,,,hospital,,yes,,,,
,hospital,Onassis Cardiac Surgery Center,,,,,,,,,37.9425290,,,23.6967108,,,,,,,,,,,,,,,,,,,,Ανδρέα Συγγρού,,,,,,,,,,,,,,,,,Ωνάσειο Καρδιοχειρουργικό Κέντρο,,,,Onassis Cardiac Surgery Center,,Καλλιθέα,,,,yes,,,hospital,,yes,,,,
,hospital,,,,,,,,,,41.3531971,,,26.4956159,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,πολυιατρεια ΠΕΔΥ,yes,,,,,,,,,,,,,,,,,,
