health_facility:type,rating,maxspeed,healthcare:speciality,building:part,man_made,contact:postcode,social_facility,lon,abbreviation,payment:cash,currency:others,postal_code,rooms,smoking,health_specialty:ophthalmology,source:position,contact:yelp,network,is_in,addr:housenumber,toilets,alt_name_1,source:housenumber,electricity,mapillary,addr:state,name:de,source,source:metrics,source_date,capacity:disabled,covered,image,step_count,fax,lit,tower:type,health_specialty:general_surgery,short_name,building:roof,ref:lda,fixme,leisure,lunch,description:de,historic,foot,emergency:contact:phone,currency:EUR,tourism,wheelchair:description,wikimedia_commons,addr:street,architect:wikipedia,contact:facebook,name:en,contact:fax,addr:city,designation,level,ref,notes,donation:compensation,lastcheck,roof:orientation,nursery,health_specialty:obstetrics,staff_count:physician,addr:postcode,roof:material,source:outline,internet_access,payment:mastercard,int_name,building:roof:shape,max_age,capacity:beds,rd_do:kh,contact:google_plus,architect:wikidata,BLfD:criteria,ramp,parking,loc_name,health_specialty,sport,building:fireproof,source:addr,capacity,power,lda:criteria,old_name:-1950,hospital_type:de,section,operational_status,wikipedia,leaf_type,access,religion,contact:youtube,internet,alt_website,check_date,name:zh,email,highway,name:etymology:wikidata,note:de,source:maxspeed,isced:level,barrier,contact:email,denomination,roof:shape,handrail:center,source:start_date,building:use,contact:twitter,health_specialty:internal_medicine,min_age,health_specialty:pulmonology,health_specialty:psychosomatic,name:hsb,tracktype,building:obm,source:geometry,ref_heritage,source:phone,internet_access:fee,building:roof:colour,local_name,toilets:wheelchair,old_short_name,health_amenity:type,comment,tunnel,opening_hours:visitors,loc_ref,handrail,old_name:-2006,building:height,heritage:website,contact:website,roof:colour,layer,height,source:date,long_name,alt_name,institution:support,contact:country,operator,contact:city,use,fee,blood:whole,service,area,opening_hours,hospital,contact:phone,addr:housename,elevator,name,smoothness,blood:plasma,is_in:county,heritage,ref:BLfD,park_ride,start_date,website,addr:unit,name:ar,lanes,health_specialty:plastic_surgery,contact:housenumber,nohousenumber,brand,vehicle,telephone,ref:isil,phone,surface,old_name,wheelchair:access,heritage:ref,building:min_level,name:hr,abandoned:landuse,internet_access:operator,building:walls,abandoned,maxheight,member_of,castle_type,type,healthcare:speciality:de,health_specialty:optometry,female,aeroway,architect,ele,wikipedia:de,maxweight:signed,landuse,old_name:1940,wheelchair,bridge,amenity,public_building,opening_hours:emergency,operator:type,religion:wikidata,contact:xing,reg_name,addr:suburb,official_name,payment:giro_card,short_name:de,blood:platelets,wikidata,social_facility:for,contact:foursquare,ramp:stroller,emergency,addr:district,year_of_construction,building:levels,health_specialty:surgery,website2,note,kvl_hro:type,name:fr,contact:street,opening_hours:office,nat_ref,contact:phone:emergency,disused:amenity,name:nl,description,building:material,oneway,fence_type,payment:visa,stars,UntereDenkmalbehörde:inscription_date,name:ru,payment:maestro,lat,medical_system:western,building,building:colour,parking:lane:right,natural,staff_count:nurse,noaddress,url,roof:levels,health_specialty:gynaecology,dog,beds,building:levels:underground,cutting,addr:place,healthcare,addr:country,heritage:operator,operator:wikidata
,,,,,,,,7.5312629,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am Knappschaftskrankenhaus,,,,,Dortmund,,,,,,,,,,,44309,,,,,,,,,,,,,,,,,,,,,,,,,,,de:Knappschaftskrankenhaus Dortmund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klinikum Westfalen (ehem. Kanppschaftskrankenhaus),,,,,,,,http://www.kk-dortmund.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,51.5211617,,,,,,,,,,,,,,,,hospital,DE,,
,,,,,,,,8.5285513,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forsthausstraße,,,,,Wetzlar,,,,,,,,,,,35578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klinikum Wetzlar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,50.5384913,,hospital,,,,,,http://www.lahn-dill-kliniken.de/index.php?idcat=4,,,,,,,,,DE,,
,,,,,,,,8.0860699,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friedrich-Paffrath-Straße,,,,,Wilhelmshaven,,,,,,,,,,,26389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reinhard-Nieter-Krankenhaus,,,,,,,,,,,,,,,Klinikum Wilhelmshaven,,,,,,,,http://www.klinikum-whv.de/,,,,,,,,,,,+49 4421 890,,,,,,,,,,,,,,,,,,,,,Klinikum Wilhelmshaven,,,,yes,,hospital,,,,,,,,,,,,Q28946461,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5442759,,,,,,,,,,,,,,,,hospital,DE,,
,,,,,,,,6.9918886,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winterberg,,,,,,,,,,,,,,,,66119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@klinikum-saarbruecken.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.klinikum-saarbruecken.de/,,,,,,,,,,,,,,,,,,+49 (681) 963-0,,,Klinikum Winterberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,Q1774651,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2196040,,,,,,,,,,,,,,,,,,,
,,,,,,,,8.3207997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klinikum Worms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Q919201,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,49.6483108,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,10.8901364,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buger Straße,,,,+49 951 50311009,Bamberg,,,,,,,,,,,96049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@sozialstiftung-bamberg.de,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,https://www.sozialstiftung-bamberg.de/klinikum-bamberg/,,,,,,,,,Sozialstiftung Bamberg,,,,,,,24/7,,+49 951 5030,,,Klinikum am Bruderwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,hospital,,,public,,,,,,,,,Q18022269,,,,,,,,,,etwas geraten,,,,,,,,,,,,,,,,,,49.8691830,,,,,,,,,,,,,,,,,DE,,
,,,,,,,,10.9634780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klinikum am Europakanal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6070153,,,,,,,,,,,,,,,,,,,
,,,,,,,,10.8726981,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sankt-Getreu-Straße,,,,,Bamberg,,,,,,,,,,,96049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,https://www.sozialstiftung-bamberg.de/klinikum-bamberg/kliniken-und-experten/psychiatrie/,,,,,,,,,Sozialstiftung Bamberg,,,,,,,,,,,,Klinikum am Michelsberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,49.8935920,,,,,,,,,,,,,,,,,DE,,
,,,,,,,,9.2970521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klinikum am Weissenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Q1774661,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1656784,,,,,,,,,,,,,,,,,,,
,,,,,,,,9.2975578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klinikum am Weissenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1647818,,,,,,,,,,,,,,,,,,,
,,,,,,,,8.4263907,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,KliLu,,,,,,,,,,,,,,Bremserstraße,,,,,Ludwigshafen am Rhein,,,,,,,,,,,67063,,,,,,,,,,,,,,,Klinikum Ludwigshafen,,,,,,,,,,,,de:Klinikum der Stadt Ludwigshafen,,,,,,,,,,,,,,,fence,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klinikum der Stadt Ludwigshafen,,,,,,,,https://www.klilu.de/,,,,,,,,,,,+49 621 503 0,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,49.4879730,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,10.7644479,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sauerbruchstraße,,,,,Wolfsburg,,,,,,,,,,,38440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.klinikum-wolfsburg.de/,,,,,,,,,,,,,,,,,,+49 5361 800,,,Klinikum der Stadt Wolfsburg,,,,,,,,,,,,,,,,,,,+49 5361 800,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4138783,,,,,,,,,,,,,,,,hospital,DE,,
,,,,,,,,11.4734353,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marchioninistraße,,,,,München,,,,,,,,,,,81377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@klinikum.uni-muenchen.de,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,Klinikum München Großhadern,,,,,,,,,,,,,,,Klinikum der Universität München - Campus Großhadern,,,,,,,,http://www.klinikum.uni-muenchen.de/de/das_klinikum/organisation/standorte/grosshadern/index.html,,,,,,,,,,,+49-89-4400-0,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,yes,,,,,,hospital area,,,,,,,,,,,,,,,,,,48.1129070,,,,,,,,,,,,1964,,,,,DE,,
,,,,,,,,13.4386914,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Landsberger Allee,,,,,Berlin,,,,,,,,,,,10249,,,,,,,,,,,,,,,,,,,,,,,,,,,de:Klinikum im Friedrichshain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.vivantes.de/fuer-sie-vor-ort/klinikum-im-friedrichshain-landsberger-allee/,,,,,,,,,Vivantes,,,,,,,,,,,,Klinikum im Friedrichshain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,Friedrichshain,,,,,Q1774663,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,52.5239235,,,,,,,,,,,,964,,,,hospital,DE,,
,,,,,,,,11.6641206,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pfeifferstraße,,,,,Magdeburg,,,,,,,,,,,39114,,,,,,,,,,,,,,,,,,,,,,,,,,,de:Pfeiffersche Stiftungen,,,,,,,,,,,,,,,fence,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,Klinikum in den Pfeifferschen Stiftungen gGmbH,,,,,,,,,,,,Klinikum in den Pfeifferschen Stiftungen,,,,,,,,https://www.klinikum-pfeiffer.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,Pfeiffersche Stiftungen,Cracau,,,,,Q1751440,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,52.1159723,,,,,,,,,,,,,,,,hospital,DE,,
,,,,,,,,11.6006035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81675,,,,,,,,,,,,,,,,,,,,,,,,,,,de:Klinikum rechts der Isar,,,,,,,,议会大厦,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,Technische Universität München,,,,,,,,,,,,Klinikum rechts der Isar,,,,,,,,http://www.med.tu-muenchen.de,,,,,,,,,,,+49 89 4140-0,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,Q883813,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,48.1396810,,,,,,,,,,,,1161,,,,hospital,,,
,,,,,,,,7.4557587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klinikzentrum Nord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5344952,,,,,,,,,,,,,,,,,,,
,,,,,,,,7.9182335,,,,,,,,,,,,,,,,,,,,http://www.ammerland-klinik.de/,,,,,,,+49 4488 50 4999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,Landkreis Ammerland,,,,,,,24/7,,,,,Klinikzentrum Westerstede,,,,,,,,http://www.ammerland-klinik.de/,,,,,,,,,,,+49 4488 50 0,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,53.2570011,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,7.3430105,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ringstraße,,,,,Homburg,,,,,,,,,,,66424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,Klinische Hämostaseologie und Transfusionsmedizin (Geb. 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3120929,,,,,,,,,,,,,,,,hospital,DE,,
,,,,,,,,9.0437671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reha Klinik, Deutsche Rentenversicherung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klnik Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,51.7370863,,yes,,,,,,,,,,,,,,,,,
,,,,,,,,9.0270383,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georg-Nave-Straße,,,,,Bad Driburg,,,,,,,,,,,33014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knappschafts-Klinik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7396123,,yes,,,,,,,,,,,,,,,DE,,
,,,,,,,,9.0277101,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georg-Nave-Straße,,,,,Bad Driburg,,,,,,,,,,,33014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knappschafts-Klinik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7399459,,hospital,,,,,,,,,,,,,,,DE,,
,,,,,,,,6.9060842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de:Knappschaftskrankenhaus Bottrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knappschaftskrankenhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,Q57378771,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,51.5162945,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,7.0537744,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An der Klinik,,,,,Sulzbach/Saar,,,,,,,,,,,66280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knappschaftskrankenhaus Sulzbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,Q1776900,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2972129,,yes,,,,,,,,,,,,,,,DE,,
,,,,,,,,12.7273324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kneipp-Anlage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6806253,,,,,,,,,,,,,,,,,,,
,,,,,,,,8.1163876,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johann-Rothmeier-Straße,,,,,St. Blasien,,,,,,,,,,,79837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kohlwald-Klinik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.7604318,,hospital,,,,,,,,,,,,,,,DE,,
,,,,,,,,9.9574265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kopfklinik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FIXME: Umriß nur geschätzt ([kay_D] Umriss im Süden um den Parkplatz sollte exakt sein),,,,,,,,,,,,,,,,,,49.8048031,,,,,,,,,,,,,,,,,,,
therapy,,,,,,,,9.1097075,,,,,,,,,,,,15,,,,,,,,,,,,,,,+49 7264 802115,,,,,,,,,,,,,,,,,,Fritz-Hagner-Promenade,,,,,Bad Rappenau,,,,,,,,,,,74906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MediClin AG,,,,,,,,,,,,Kraichgau-Klinik,,,,,,,,http://www.kraichgau-klinik.de/,,,,,,,,,,,+49 7264 8020,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,49.2409094,yes,yes,,,,,,,,,,,,,,hospital,DE,,
,,,,,,,,8.7295478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kraichtal-Kliniken Therapiezentrum Münzesheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1228532,,,,,,,,,,,,,,,,,,,
,,,,,,,,8.7096494,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sternackerstraße,,,,,Kraichtal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kraichtal-Kliniken, Haus Kraichtalblick",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1083701,,hospital,,,,,,,,,,,,,,,,,
,,,,,,,,7.6630918,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nordstraße,,,Hospital,,Kamen,,,,,,,,,,,59174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krankenhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5950895,,yes,,,,,,,,,,,,,,,,,
,,,,,,,,9.6318674,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ravensburger Straße,,,,,Weingarten,,,,,,,,,,,88250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krankenhaus 14 Nothelfer,,,,,,,,http://www.14-nothelfer.de,,,,,,,,,,,+49 751 406 0,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8000030,,hospital,,,,,,,,,,,,,,,,,
,,,,,,,,11.1422396,,,,,,,,,,,,11,,,,,,,,,,,,,,,+49 8251 343,,,,,,,,,,,,,,,,,,Krankenhausstraße,,,,,Aichach,,,,,,,,,,,86551,,,,,,,,,,,,,,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kliniken an der Paar,,,,,,,,,,,,Krankenhaus Aichach,,,,,,,,https://www.klipa.de/,,,,,,,,,,,+49 8251 9090,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,48.4614966,,,,,,,,,,,,,,,,,DE,,
,,,,,,,,13.9896843,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rudolf-Breitscheid-Straße,,,,,Angermünde,,,,,,,,,,,16278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krankenhaus Angermünde,,Krankenhaus Angermünde,,,,,,,,http://www.glg-mbh.de/index.php?id=124,,,,,,,,,,,+49 3331 2710,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,53.0128201,,hospital,,,,,,,,,,,,,,,,,
,,,gastroenterology,,,,,9.2352128,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prießnitzweg,,,,,Stuttgart,,,,,,,,,,,70374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krankenhaus Bad Cannstatt,,,,,,,,https://www.klinikum-stuttgart.de/ueber-uns/startseite/krankenhaus-bad-cannstatt/,,,,,,,,,,,+49 711 27802,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,48.8103171,,,,,,,,,,,,,,,,hospital,DE,,Q1374794
,,,,,,,,11.9058563,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am Waldrand,,,,,Bad Doberan,,,,,,,,,,,18209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krankenhaus Bad Doberan,,,,,,,,https://www.krankenhaus-doberan.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0903906,,hospital,,,,,,,,,,,,,,hospital,DE,,
