shop,health_facility:type,office,building:part,indoor,payment:alipay,payment:cash,currency:others,postal_code,language:tr,source:outline,construction_year,source:position,addr:housenumber,toilets,payment:debit_cards,payment:unionpay,addr:state,name:de,source,image,fax,survey:date,note:de,building:roof,ref:lda,contact:facebook,historic,currency:EUR,tourism,wikimedia_commons,addr:street,delivery,source:name,fixme,contact:fax,name,wheelchair:description,level,addr:postcode,roof:material,website:operator,payment:credit_cards,payment:contactless,lastcheck,roof:orientation,internet_access,payment:mastercard,opening_hours:text,house,designation,roof:height,owner,BLfD:criteria,fixme:wikipedia,payment:american_express,source:addr,payment:maestro,network,lda:criteria,internet_access:fee,wikipedia,access,ref:Alsdorf,check_date,language:en,ref,email,building:height,contact:email,opening_hours:lastcheck,roof:shape,building:use,tenant,atm,source:geometry,addr:city,source:building,language:de,toilets:wheelchair,drive_through,lon,contact:website,roof:colour,layer,height,phone:mobile,alt_name,operator,ele,emergency:iodine_tablets,wheelchair:description:en,area,opening_hours,payment:jcb,contact:phone,addr:housename,check-date,heritage,ref:BLfD,type,start_date,website,addr:unit,payment:ep_geldkarte,lfd:criteria,brand,source:date,phone,old_name,smoking,payment:cryptocurrencies,payment:account_cards,opening_hours:signed,internet_access:operator,room,tunnel,roof,wheelchair:description:de,buildingpart,dispensing,wheelchair,inscription,amenity,operator:type,addr:hamlet,addr:suburb,payment:discover_card,wikidata,payment:notes,language:ru,payment:v_pay,medical_system:western,addr:district,payment:girocard,building:levels,payment:visa_debit,surveillance,note,demolished,opening_hours:check_date,ref:lfd,description,building:material,healthcare,payment:visa,building:architecture,lat,source:metrics,3dr:type,building,building:colour,payment:coins,url,roof:levels,source:address,source:addr:housenumber,payment:diners_club,year_of_construction,addr:country,heritage:operator
,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,Hauptstraße,,,,,Luchs-Apotheke,,,68804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altlußheim,,,,,8.5018751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,limited,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,49.3002950,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Amtmann-Daniel-Straße,,,,,Ludgerus-Apotheke,,,48356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nordwalde,,,,,7.4804450,,,,,,,Horst von der Ahe,,,,,,,,Ludgerus-Apotheke,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,52.0844747,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,2,,,,,,Bing,,,,,,,,,,,,Ernst-Reuter-Platz,,,,,Ludwig-Thoma-Apotheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4594527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,48.2601606,,,yes,,,,,,,,,,
,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,Ludwigstraße,,,,,Ludwigs-Apotheke,,,82467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garmisch-Partenkirchen,,,,,11.1110156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,47.4939088,,,yes,,,,,,,,,,
,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Brunngasse,,,,,Ludwigs-Apotheke,,,93309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kelheim,,,,,11.8708952,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 9441 3292,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,48.9188209,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,Gräffstraße,,,,,Ludwigs-Apotheke,,,66113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saarbrücken,,,,,6.9887583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,49.2459769,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,Ludwigstraße,,,,,Ludwigs-Apotheke Friedberg,,,86316,,,,,,,,,,,,,,,,,,,mea - meine apotheke,,,,,,,,,,,,,,,,,,Friedberg,,,,,10.9826648,,,,,,,"Eva Muther-Müller, Franziska Müller",,,,,Mo-Fr 08:00-18:30;Sa 08:00-12:30,,+49 821 601467,,,,,,,,,,,,,+49 821 601467,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,48.3556359,,,yes,,,,,,,,,,
,,,,,,,,,,,,,"24,26",,,,,,,,,,,,,,,,,,Lütticher Straße,,,,,Luisen-Apotheke,,,52064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aachen,,,,,6.0730993,,,,,,,,,,,,"Mo-Fr 08:30-18:30; We,Sa 08:30-13:00",,,,,,,,,http://www.luisenapotheke-aachen.de/,,,,,,,,,,,,,,,,,,,no,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,50.7682791,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,Bernsteinstraße,,,,+49 721 50770,Lukas-Apotheke,,,76189,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,lukasapotheke-ka@t-online.de,,,,,,,Karlsruhe,,,,,8.3532468,http://www.apo-ka.de/?apo=21,,,,,,Armin Merkert-Ohlheiser,,,,,"Mo,Tu,Th,Fr 08:30-12:30, 14:30-18:30; We 08:30-13:00; Sa 08:30-12:30",,+49 721 577273,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,48.9968623,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Schulstraße,,,,,Löwen Apotheke,,,08236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellefeld,,,,,12.3893009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,50.4849192,,,yes,,,,,,,,,,
,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,Naunheimer Straße,,,,,Löwen Apotheke,,,35633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahnau,,,,,8.5459969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,50.5854481,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,Hauptstraße,,,,+49 2902 516 64,Löwen Apotheke,,,59581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,loewenapotheke-warstein@t-online.de,,,,,,,Warstein,,,,,8.3535955,http://www.loewenapotheke-warstein.de/,,,,,,Sonja Schulte e.Kfr.,,,,,Mo-Fr 08:00-18:30; Sa 08:00-13:00,,+49 2902 2304,,,,,,,http://www.loewenapotheke-warstein.de/,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,2,,,,,,,,,pharmacy,,,51.4425486,,,commercial,,,,,,,,,DE,
,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,Lange Herzogstraße,,,,,Löwen Apotheke,,,38300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wolfenbüttel,,,,,10.5382741,,,,,,,,,,,,"Mo-Tu, Th-Fr 08:00-18:30;We 08:00-18:00;Sa 08:30-14:00",,,,,,,,,,,,,,,+49 (0) 5331 1536,,,,,,,,,,,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,52.1639615,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,Spittaplatz,,,,,Löwen Apotheke,,,31303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burgdorf,,,,,10.0075374,http://www.loewenap.de,,,,,,Hartmut Schnaith,,,,,"Mo,Tu,Th 08:00-18:30;We 08:00-13:30;Fr 08:00-18:00;Sa 09:00-13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,52.4460499,,,commercial,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Löwen Apotheke,Bedienen im Vorraum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7654637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,50.6737166,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Löwen Apotheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5789829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,49.2622617,,,yes,,,,,,,,,,
,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,Westfalenstraße,,,,+49 2361 6581452,Löwen Apotheke,,,45661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@apo-loewen.de,,,,,,,Recklinghausen,,,,,7.1853511,http://www.loewen-apotheke-westfalenstrasse.de,,,,,,Christian Debus,,,,,"Mo-Fr 08:00-13:00,14:30-18:30; We,Sa 08:00-13:00",,+49 2361 6581450,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.5739988,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,9,,,,,,,,+49-3466-302633,,,,,,,,,,Nordhäuser Straße,,,,,Löwen Apotheke,,,06556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artern,,,,,11.2922068,,,,,,,,,,,,,,,,,,,,,,,,,,,+49-3466-302488,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.3653281,,,apartments,,,,,,,,,DE,
,,,,,,yes,,,,,,,81,,yes,,,,,,+49 2195 69368,,,,,,,,,,Kaiserstraße,,,,,Löwen Apotheke,,,42477,,,,,,,,,,,,,,,,,,,,,,,,,,,,loewen-apotheke.radevormwald@t-online.de,,,,,,,,,Radevormwald,,,,,7.3582642,,,,,,,Apothekerin Cathrin Schmitz,,,,,"Mo-Fr 08:30-13:00,14:30-18:30, Sa 08:30-13:00",,,,,,,,,http://www.loewen-apotheke-radevormwald.de/,,,,,,+49 2195 1079,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,51.2028019,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,Bahnhofstraße,,,,,Löwen Apotheke Falkensee,,,14612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Falkensee,,,,,13.0954644,,,,,,,,,,,,Mo-Fr 08:00-20:00; Sa 08:00-16:00,,,,,,,,,http://www.loewen-apotheke-falkensee.de,,,,,,+49 3322 3085,,,,,,,,,,,,yes,limited,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,52.5626608,,,yes,,,,,,,,,DE,
,pharmacy,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Steinstraße,,,,,Löwen-Apotheke,,,26441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jever,,,,,7.8994880,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 4461-2225,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,yes,,,,,,,,,,,,,,,53.5733184,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,Marktplatz,,,,,Löwen-Apotheke,,,26603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aurich,,,,,7.4831500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,limited,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,53.4696468,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,Am Bahnhof,,,,,Löwen-Apotheke,,,06317,roof_tiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,half-hipped,,,,,Seegebiet Mansfelder Land,,,,,11.6692500,,red,,,,,,,,,,"Mo-Fr 08:00-18:00; Sa 08:00-12:00; Su,PH off",,+49 34774 20317,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,Röblingen am See,,,,,,,,,1,,,,,,,,,,,,51.4630124,,,apartments,,,,1,,,,,DE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Löwen-Apotheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1760775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,48.1620659,,,yes,,,,,,,,,,
,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,Wilhelmstraße,,,,,Löwen-Apotheke,,,77654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offenburg,,,,,7.9470913,,,,,,,,,,Lift is rather small,,"Mo,Tu,Th,Fr 08:30-18:00, We,Sa 08:30-13:00",,,,,,,,,,,,,,,,,,,,,,,,,Fahrstuhl ist sehr eng,,yes,limited,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,48.4714939,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Löwen-Apotheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2240496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,53.1312421,,,yes,,,,,,,,,,
,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,Markt,,,,,Löwen-Apotheke,,,09496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marienberg,,,,,13.1626488,,,,,,,,,,,,Mo-Fr 08:00-18:00; Sa 09:00-12:00,,,,,,,,,https://www.loewen-apotheke-marienberg.de/,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,50.6502106,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,10,,,,,,survey,,,,,,,,,,,,Bergstraße,,,,,Löwen-Apotheke,,,53844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Troisdorf,,,,,7.0917099,,,,,,,,,,,,"Mo,Tu,Th,Fr 08:30-13:00,14:30-18:30; We,Sa 08:30-13:00",,,,,,,,,,,,,,,+49 228 451975,,,,,,,,,,,,yes,yes,,pharmacy,,,Bergheim,,,,,,,,,,,,,,,,,,,,,50.7742106,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,49-51,,,,,,,,,,,,,,,,,,Hauptstraße,,,,,Löwen-Apotheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5403005,,,,,,,,,,,,Mo-Fr 08:00-18:30; Sa 08:00-12:30,,,,,,,,,http://www.loewen-apotheke-pegnitz.de,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,49.7563576,,,yes,,,,,,,,,,
,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,Löhrstraße,,,,,Löwen-Apotheke,,,63916,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Amorbach,,,,,9.2188095,,,,,,,,,,,,"Mo 08:15-12:15,14:00-18:15;Tu-Fr 08:15-12:15,14:00-18:00;Sa 08:15-12:15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,49.6443707,,,yes,,,,,,,,,,
,,,,,,,,,,,,,3,,,,,,,,,,,,,,building,,,,Altstädter Markt,,,,,Löwen-Apotheke,,,04931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mühlberg/Elbe,,,,,13.2181339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,https://commons.wikimedia.org/wiki/File%3AMuehlberg_Altstaedter_Markt_3_Loewen-Apotheke.jpg,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.4354046,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,Breite Straße,,,,,Löwen-Apotheke,,,29468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,half-hipped,,,,,Bergen an der Dumme,,,,,10.9587058,http://www.apotheke-bergen.de/,,,,,,,,,,,,,+49 5845 96611,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,52.8907067,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,4,,,,,,,,+49 7041 84401,,,,,,,,,,Hofstraße,,,,,Löwen-Apotheke,,,75417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mühlacker,,,,,8.8419926,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 7041 3570,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,48.9404162,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,6,,,,,,,,+49 2676 1011,,,,,,,,,,Alter Postplatz,,,,,Löwen-Apotheke,,,56766,,,,,,,,,,,,,,,,,,,,,,,,,,,,schaefer-ulmen@t-online.de,,,,,,,,,Ulmen,,,no,,6.9792050,,,,,,,,,,,,,,,,,,,,,http://www.meine-loewenapotheke.de,,,,,,+49 2676 1010,,,,,,,,,,,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,50.2094409,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,Frauenstraße,,,,,Löwen-Apotheke,,,47574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goch,,,,,6.1555281,,,,,,,Ulrich Schlotmann,,,,,"Mo,Tu,Th,Fr 08:30-13:00,14:30-18:30; We 08:30-13:00; Sa 09:00-13:00",,+49 2823 7226,,,,,,,https://www.loewenapotheke-web.de/,,,,,,+49 2823 7226,,,,,,,,,,,,yes,limited,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.6757229,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Löwen-Apotheke,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3926859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,50.5182125,,,yes,,,,,,,,,,
,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,Plektrudisstraße,,,,,Löwen-Apotheke,,,41179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mönchengladbach,,,,,6.3625634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,Rheindahlen,,,,,,,,,,,,,,51.1483065,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,Hauptstraße,,,,,Löwen-Apotheke,,,07429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sitzendorf,,,,,11.1660819,,,,,,,,,,,,"Mo-Fr 08:00-13:00,14:00-18:00; Sa 08:00-12:00",,+49 36730 22523,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,50.6292860,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,13,,,,,,Bing Sat,,,,,,,,,,,,Langeler Straße,,,,,Löwen-Apotheke,,,53859,tile,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,gabled,,,,,Niederkassel,,,,,7.0116022,,grey,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,Lülsdorf,,,,,,,,,2,,,,,,,,brick,,,,50.8310955,,,yes,red,,,1,,,,,DE,
,,,,,,,,,,,,,73,,,,,,,,+49 3901 422038,,,,,,,,,,Burgstraße,,,,,Löwen-Apotheke,,,29410,,,,,,,,,,,,,,,,,,,,,,,,,,,,reform@loewenapotheke-salzwedel.de,,,,,,,,,Salzwedel,,,,,11.1518589,,,,,,,Ute Buthut,,,,,"Mo-Th 08:00-18:30; We,Fr 08:00-18:00; Sa 08:00-12:00",,,,,,,,,https://www.loewenapotheke-salzwedel-app.de/,,,,,,+49 3901 422019,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,52.8500063,,,residential,,,,,,,,,DE,
,,,,,,,,,,,,,121,,,,,,,,+49 2181 499122,,,,,,,,,,Rheydter Straße,,,,,Löwen-Apotheke,,,41515,,,,,,,,,,,,,,,,,,,,,,,,,,,,dojoneukirch@t-online.de,,,,,,,,,Grevenbroich,,,,,6.5732527,,,,,,,Joachim Neukirch,,,,,"Mo-Fr 08:00-13:00, 14:00-18:30; Sa 08:30-13:00",,,,,,,,,http://www.apotheken.de/clubarea/index.php?idc=20624,,,,,,+49 2181 40869,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.0920214,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,Königstraße,,,,,Löwen-Apotheke,,,32584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Löhne,,,,,8.7185084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,52.1956163,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,Geschwister-Scholl-Straße,,,,,Löwen-Apotheke,,,39359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2983381,,,,,,,,,,,,Mo-Fr 08:00-18:00; Sa 08:00-12:00,,,,,,,,,,,,,,,+49 39051 256,,,,,,,,,,,,,no,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,52.3960632,,,yes,,,,,,,,,,
,,,,,,,,,,,,,145,,,,,,,,,,,,,,,,,,Westfalenstraße,,,,+49 2361 71580,Löwen-Apotheke am Markt,,,45661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mail@apo-loewen.de,,,,,,,Recklinghausen,,,,,7.1870165,http://www.loewen-apotheke-recklinghausen.de,,,,,,Christian Debus,,,,,Mo-Fr 08:00-18:30; Sa 08:00-13:00,,+49 2361 71095,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.5686224,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,Markt,,,,,Löwen-Apotheke-Zwönitz,Behindertentoilette an der Stadtinformation Markt 3a,,08297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zwönitz,,,,,12.8136686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,50.6299503,,,yes,,,,,,,,,,
,,,,,,,,,,,,,105,,,,,,,,+49 5443 993939,,,,,,,,,,Hauptstraße,,,,,Löwenapotheke,,,49448,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@loewen-apotheke-lemfoerde.de,,,,,,,,,Lemförde,,,,,8.3762184,,,,,,,,,,,,Mo-Fr 08:30-12:00; Mo-Fr 14:30-18:00; Sa 08:30-12:30,,,,,,,,,https://loewen-apotheke-lemfoerde.de/wpl/,,,,,,+49 5443 99390,,,,,,,,,,,,yes,limited,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,52.4659360,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Löwenapotheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,8.4998159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,50.4331683,,,yes,,,,,,,,,,
,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,Hochstraße,,,,,Löwenapotheke,,,47647,,,,,2016-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerken,,,,,6.4156844,http://www.loewen-apotheke-kerken.de,,,,,,Bernd Janssen,,,,,"Mo-Fr 08:30-13:00,15:00-18:30; Sa 08:30-13:00",,+49 2833 4406,,,,,,,,,,,,,,,,,,,,,,,,,yes,limited,,pharmacy,,,Aldekerk,,,,,,,,,,,,,,,,,,,,,51.4401749,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,113,,,,,,,,,,,,,,,,,,Adele-Sandrock-Straße,,,,,Löwenzahn Apotheke,,,12627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berlin,,,,,13.6197165,,,,,,,,,,,,Mo-Fr 08:00-19:00; Sa 08:00-13:00,,,,,,,,,https://www.loewenzahnapotheke.de/,,,,,,+49 30 99400609,,,,,,,,,,,,yes,yes,,pharmacy,,,Hellersdorf,,,,,,,,,,,,,,,,,,pharmacy,,,52.5366539,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,59,,,,,,,,+49(0) – 2181 488 35,,,,,,,,,,Bedburdycker Straße,,,,,MAXMO Apotheke Jüchen-Gierath,,,41363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jüchen,,,,,6.5476360,,,,,,,Monika Berg,,,,,Mo-Fr 08:30-18:30; Sa 09:00-13:00,,,,,,,,,https://www.maxmo.de/apotheken/maxmo-juechen/,,,,,,+49(0) – 2181 488 50,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.1139209,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,43,,,,,,,,+49 2676 936666,,,,,,,,,,Bahnhofstraße,,,,,Maar-Apotheke,,,56766,,,,,,,,,,,,,,,,,,,,,,,,,,,,maarapotheke@web.de,,,,,,,,,Ulmen,,,no,,6.9767140,,,,,,,,,,,,"Mo-Fr 08:00-18:30, We 08:00-13:00, Sa 08:00-13:00",,,,,,,,,https://www.maar-apotheke-ulmen.de,,,,,,+49 2676 344,,,,,,,,,,,,yes,limited,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,50.2133780,,,yes,,,,,,,,,DE,
,,association,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,Roonstraße,,,,,Malteser,tiefergelegte Klingel und Rollstuhlrampe auf Nachfrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,7.2296689,,,,,,,,,,,,,,,Hafen Apotheke,,,,,,,,,,,,,,,,,,,,,,,,,limited,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.5513758,,,yes,,,,,,,,,,
